school,pace,ortg,ftr,tpar,ts_pct,trb_pct,ast_pct,stl_pct,blk_pct,efg_pct,to_pct,orb_pct,ft_fga
Prairie View,68.9,87.6,0.365,0.27,0.462,46.1,40.9,11.2,7.6,0.417,18.7,30.7,0.25
Presbyterian,69.8,96.4,0.353,0.288,0.514,48.4,46.4,9.5,5.9,0.475,17.8,27.4,0.251
Princeton,69.4,112.5,0.336,0.427,0.573,52,53.9,10.1,8.6,0.546,14.2,28.8,0.239
Providence,69.8,104.4,0.373,0.371,0.523,49.4,62.4,9.3,8.9,0.48,13.9,30.3,0.27
Purdue,67.9,113.5,0.354,0.358,0.571,57.3,64.1,6.1,11.7,0.536,14.9,34.5,0.263
Quinnipiac,69.8,92.9,0.28,0.354,0.458,53.5,54,6.9,11.8,0.428,17.6,38.4,0.181
Radford,67.6,105.6,0.287,0.349,0.529,52.2,48.6,8.5,10.9,0.508,16.3,35.4,0.187
Rhode Island,65.1,105.4,0.376,0.331,0.535,51.9,50,8.1,13.5,0.504,15.1,30.6,0.251
Rice,71.4,105.8,0.43,0.398,0.56,47.9,51.5,8.9,7.2,0.516,16.2,26.9,0.319
Richmond,68.8,110,0.353,0.365,0.568,46.2,59.7,9.4,5.9,0.547,13.2,23.2,0.233
Rider,65.6,99,0.354,0.359,0.517,49.9,54.1,8.6,10.9,0.483,16.7,28.6,0.241
Robert Morris,69.4,93.4,0.356,0.362,0.5,45.4,54,11.9,10.8,0.466,17.9,26,0.237
Rutgers,71.3,93.9,0.341,0.268,0.496,45.5,48,8.5,8.3,0.461,16.9,26,0.232
Sacramento State,69.2,102.6,0.351,0.346,0.531,48.5,54.9,8.1,11.3,0.501,15,27,0.236
Sacred Heart,72.2,101.6,0.387,0.303,0.522,50.3,46.2,8.7,6.5,0.484,17.2,33.4,0.266
Saint Francis (PA),67.6,103.2,0.389,0.357,0.524,50.7,49.7,6.8,8.4,0.485,15.8,32.3,0.271
Saint Joseph's,70.2,109.6,0.374,0.356,0.548,51.9,54.7,7.3,9.2,0.512,12.3,27.9,0.268
Saint Louis,69.4,94.1,0.378,0.352,0.517,46.6,58.8,7.8,6.2,0.477,17.6,20.7,0.266
Saint Mary's (CA),62.3,118.1,0.286,0.396,0.601,53.9,61.3,7.7,8.9,0.584,13.5,30.2,0.197
Saint Peter's,66.4,97.8,0.351,0.337,0.508,52.1,51,8.2,9.3,0.477,16.8,30.5,0.231
Sam Houston State,69.8,106.6,0.381,0.385,0.537,52.2,65.6,7.9,5.2,0.501,14.4,29.8,0.266
Samford,69.7,104.1,0.43,0.295,0.546,49.7,51.5,9.6,9.7,0.503,16.9,30.5,0.309
San Diego State,66.2,102.9,0.425,0.327,0.516,53.8,45.8,8.3,15,0.474,15.6,34.1,0.292
San Diego,66.6,91.2,0.346,0.417,0.485,47.9,52.1,7,10.6,0.45,17.9,26.5,0.229
San Francisco,70.8,107.8,0.385,0.358,0.535,51.9,45.9,7.5,7.9,0.503,14.8,33.9,0.261
San Jose State,71.3,98.4,0.393,0.387,0.517,49.9,59.4,8.4,10.3,0.483,16.9,28.6,0.259
Santa Clara,66.4,99.2,0.34,0.388,0.515,47.8,53.7,6.4,7.7,0.476,14.8,25.4,0.244
Savannah State,68.2,90.9,0.407,0.384,0.495,47,49.5,9.2,7.6,0.456,19,26.1,0.268
Seattle,67.3,96,0.353,0.318,0.513,51.8,56.5,8.9,4.9,0.481,20,33,0.235
Seton Hall,70.7,104.5,0.404,0.297,0.529,52.4,51,10.4,11.4,0.498,16.4,34.7,0.266
Siena,71,108.1,0.408,0.294,0.559,55.4,53,8.5,11.6,0.52,18.7,39,0.294
South Alabama,70.3,96.7,0.39,0.344,0.503,49.3,44.6,9.4,10.6,0.465,17.5,31.2,0.262
South Carolina State,68.8,106.2,0.366,0.301,0.541,49,48.8,6.7,7.8,0.504,14.8,29.2,0.263
South Carolina Upstate,69.1,103.9,0.308,0.334,0.528,51.1,56.3,7.9,8.9,0.506,17,34.3,0.197
South Carolina,71.4,105.6,0.433,0.301,0.525,54,52.3,9.4,13.1,0.485,15.9,37.5,0.296
South Dakota State,68.8,110.8,0.402,0.367,0.558,53.7,43.4,7.2,6.6,0.515,14.7,32.5,0.298
South Dakota,71.7,104.4,0.305,0.289,0.546,47.7,53.9,8.9,9.8,0.518,14.8,25.5,0.214
South Florida,67.1,94.2,0.33,0.251,0.487,51.6,42.8,6.8,14.2,0.454,18.5,34.6,0.218
Southeast Missouri State,71.5,93.4,0.358,0.3,0.486,48,51.2,10.5,4.3,0.454,16.7,28.7,0.229
Southeastern Louisiana,70.6,100.3,0.379,0.354,0.542,48.9,56.8,9,7.6,0.519,18.9,29.5,0.241
Southern California,72.5,109.4,0.351,0.322,0.549,51.1,51.3,8.6,12.5,0.522,14.3,32.1,0.237
SIU Edwardsville,68.1,95.6,0.369,0.326,0.492,50.5,47.8,7.2,10.3,0.448,16.8,32.4,0.26
Southern Illinois,69.9,104.7,0.393,0.338,0.544,52.2,44.8,10.3,5.8,0.511,16.8,31.7,0.269
Southern Methodist,66.1,117,0.338,0.268,0.578,57.4,61.5,9.2,13.5,0.553,15.7,41.2,0.237
Southern Mississippi,65,97.3,0.361,0.482,0.532,47.3,57.7,8.1,7.2,0.495,18.1,23.4,0.257
Southern Utah,69.9,100.1,0.361,0.343,0.538,45.9,48.2,8,7.5,0.502,16.2,23.1,0.256
Southern,69.5,104.2,0.369,0.298,0.527,49,41.9,10.6,9.7,0.496,14,28.9,0.247
St. Bonaventure,69.1,111.5,0.375,0.376,0.56,49.3,51.5,8.5,11.7,0.515,14.2,31.4,0.29
St. Francis (NY),66.9,97.2,0.365,0.434,0.5,50.6,52.1,8.9,12,0.464,17.4,32.6,0.243
St. John's (NY),73.3,92.7,0.383,0.34,0.493,47.4,54.6,8.6,14.5,0.461,18.2,27.5,0.244
Stanford,67.3,102.6,0.449,0.325,0.521,49.4,49.7,10,9.2,0.478,15,30.9,0.307
Stephen F. Austin,69.6,115.3,0.345,0.365,0.577,51.9,65.3,13.1,10.2,0.545,14.8,34.6,0.253
Stetson,73.5,106.9,0.341,0.364,0.553,47.1,54,8.4,5.5,0.519,14.5,25.6,0.246
Stony Brook,67.8,112,0.32,0.3,0.548,55.4,58,9.1,12.1,0.524,14.2,36,0.215
Syracuse,64.9,106.7,0.354,0.421,0.533,49.3,55.8,12.4,12.6,0.501,15.3,33.4,0.243
Temple,65.8,102.4,0.266,0.375,0.498,49.3,54.1,7.8,7.8,0.47,11.8,29.1,0.182
Tennessee-Martin,67.4,106.7,0.356,0.395,0.546,51.3,47.9,8.5,6.1,0.513,15.4,30.3,0.252
Tennessee State,69.4,104,0.417,0.294,0.539,51.8,41.3,11.4,11.5,0.501,16.8,32,0.29
Tennessee Tech,70.1,110.7,0.44,0.423,0.577,49.6,55.8,7.3,9.6,0.535,15.5,28,0.327
Tennessee,70.9,105.9,0.341,0.362,0.519,48.7,51.6,7.5,11.5,0.48,13.4,32.1,0.247
Texas A&M-Corpus Christi,70.3,104.7,0.38,0.329,0.536,49.4,50.2,13.2,13,0.493,15.6,31.7,0.28
Texas A&M,68.8,109.6,0.381,0.373,0.542,53,61.8,10.1,10.5,0.512,14.3,33.8,0.256
Texas-Arlington,72.8,107.2,0.347,0.419,0.527,55.3,61.7,10.1,8.5,0.493,15.5,37,0.241
Texas Christian,70,95.7,0.456,0.308,0.502,48,52,9.2,10.9,0.457,17.8,29.3,0.306
Texas-El Paso,72.8,105.2,0.42,0.321,0.553,48.1,57.1,8.1,9.5,0.523,15.3,25.1,0.28
Texas-Rio Grande Valley,69.3,95.9,0.304,0.37,0.509,44.8,64.1,6.9,7,0.48,16,23.6,0.204
Texas-San Antonio,73.1,98.3,0.375,0.361,0.513,47.9,46,8.7,7,0.473,16.2,26.7,0.264
Texas Southern,68.1,106.9,0.415,0.355,0.542,53.7,55.3,6.5,7.5,0.518,16.4,35.3,0.262
Texas State,65.2,100.5,0.389,0.271,0.51,50,50.3,9.3,9,0.474,15.6,30.9,0.262
Texas Tech,66.7,106.7,0.422,0.304,0.547,50.1,53.2,8.8,11.8,0.5,15.5,31.2,0.314
Texas,66.8,106.1,0.394,0.361,0.526,49.1,46.3,7.5,11.6,0.494,13.2,30.7,0.263
Toledo,70.4,110.2,0.348,0.384,0.566,52.2,60.5,7.4,5.3,0.53,14.5,27.9,0.26
Towson,66.8,106.1,0.445,0.304,0.516,55.2,46.1,9.1,13.2,0.475,14.9,38.7,0.3
Troy,70.1,97.9,0.392,0.371,0.498,48.5,47.2,8.4,7.4,0.465,14.9,29.2,0.252
Tulane,67.9,95,0.307,0.356,0.484,50.1,46.4,9.2,9.7,0.45,16.3,31.7,0.208
Tulsa,68.8,106.1,0.395,0.363,0.536,48.7,53,9.7,7.7,0.503,13.6,27.8,0.268
UCLA,71.6,106.9,0.323,0.273,0.533,51.6,54.9,7.5,8.8,0.503,14.4,32.8,0.223
Utah State,68.2,107.6,0.336,0.391,0.551,50.9,56.6,8.1,7.1,0.523,15.3,29.7,0.232
Utah Valley,74.8,100.8,0.343,0.398,0.535,47.7,55.4,7.8,7.1,0.498,15.8,24.2,0.248
Utah,67.7,112.5,0.382,0.373,0.588,53.2,57,8.1,9.9,0.557,16,30.2,0.276
Valparaiso,68.7,108.8,0.353,0.381,0.547,55.9,54.6,9.6,12.7,0.511,15.8,35.2,0.255
Vanderbilt,69.2,109,0.398,0.38,0.561,50.8,56.8,6,12.9,0.529,14.7,27.2,0.276
Vermont,69.3,108.2,0.376,0.325,0.574,51.9,50.2,8.3,11.4,0.543,16.9,28.6,0.267
Villanova,67.3,115.4,0.341,0.427,0.597,51.2,58.7,10.4,9.7,0.561,14.4,28,0.267
Virginia Commonwealth,69.9,109.7,0.322,0.333,0.539,52,51,12.2,9.8,0.51,13.6,32.6,0.223
VMI,69.9,98.9,0.281,0.442,0.519,46.1,45.3,8.7,11.4,0.486,16.5,26,0.203
Virginia Tech,69.7,105.7,0.494,0.294,0.544,49.6,48.6,7.6,9.5,0.5,15.6,30.4,0.344
Virginia,61.5,115,0.321,0.284,0.58,53.2,57.2,8.7,10.2,0.548,13.2,29.8,0.241
Wagner,67.8,103.2,0.329,0.306,0.512,54.7,52.7,10.2,11.5,0.474,16.3,37.6,0.235
Wake Forest,71.9,102.1,0.432,0.343,0.528,50.9,54.7,8.2,10.6,0.494,17.2,32.7,0.285
Washington State,70.4,98.7,0.313,0.301,0.541,48.6,52,7,10.3,0.51,17.9,24.2,0.223
Washington,78,105.7,0.412,0.332,0.527,48.6,50.6,9.6,14.4,0.481,14.8,33.3,0.299
Weber State,68.6,109.4,0.436,0.416,0.585,52.6,52.5,7.2,7.7,0.559,16.9,26.5,0.294
West Virginia,70.7,110.3,0.462,0.306,0.536,56.1,54.1,13.8,8.5,0.498,16.3,41.9,0.311
Western Carolina,70.4,101.7,0.381,0.366,0.527,50.2,50.2,11.3,9.2,0.488,17.1,32.1,0.268
Western Illinois,68.8,102.5,0.33,0.322,0.541,50.1,53.4,8.8,8.6,0.507,15.9,25.2,0.238
Western Kentucky,68.8,109.9,0.39,0.326,0.561,53.8,50.1,6.3,10.3,0.529,16.2,34.6,0.273
Western Michigan,68.7,104,0.441,0.312,0.531,52,48.6,8.1,7.5,0.485,15.4,30.7,0.314
Wichita State,66.1,108.8,0.38,0.381,0.531,53.1,56.4,10.9,11.6,0.49,12.7,31.7,0.272
William & Mary,68.5,111.3,0.362,0.372,0.579,51.5,59.4,7.9,11.7,0.549,13.9,25.4,0.26
Winthrop,72.9,112.7,0.404,0.411,0.59,49.1,42.5,7.5,12.7,0.552,15.3,26.8,0.303
Wisconsin,64.1,105.1,0.38,0.342,0.524,52.3,49,9.1,8.6,0.485,14.6,33,0.267
Wofford,66,107.4,0.374,0.384,0.565,50.2,61,7.6,4.7,0.525,15.7,26.7,0.281
Wright State,67.5,101.2,0.324,0.359,0.543,47.4,55.8,8.1,6.6,0.514,15.2,20.1,0.225
Wyoming,66.8,106.2,0.459,0.527,0.579,45.6,54.4,6.1,7.3,0.541,15.3,17.7,0.329
Xavier,72.4,111.2,0.417,0.342,0.556,54.9,59.1,10,8.4,0.514,14.8,35.2,0.305
Yale,66.9,111.5,0.413,0.309,0.555,57.8,56.9,8.4,12.6,0.526,16.4,39.4,0.276
Youngstown State,74.1,100.7,0.306,0.348,0.526,44.7,53.7,9.1,6,0.494,14.3,23.1,0.218
