school,pace,ortg,ftr,tpar,ts_pct,trb_pct,ast_pct,stl_pct,blk_pct,efg_pct,to_pct,orb_pct,ft_fga
Central Connecticut State,70.4,99.4,0.348,0.336,0.52,50.1,46.8,7.8,10.9,0.469,16.8,29.9,0.272
Central Florida,67.3,107,0.453,0.356,0.557,51.5,53.6,8.5,12.6,0.529,15.5,29,0.294
Central Michigan,73.6,110.5,0.417,0.378,0.555,49.6,47.1,10.2,7.4,0.525,14,31.4,0.28
Charleston Southern,71.9,104.5,0.273,0.438,0.528,51,52.6,10.7,9.9,0.505,15.3,30.9,0.185
Charlotte,65.8,93,0.363,0.426,0.525,48.3,48.2,7.2,11.1,0.481,19.8,21.9,0.27
Chattanooga,69.5,101.6,0.243,0.423,0.54,48.6,50.2,6.2,6.4,0.52,16.3,24.4,0.166
Chicago State,72,85.5,0.332,0.269,0.486,44.4,52.4,8.4,6.4,0.45,20.2,22.3,0.224
Cincinnati,65,109.5,0.376,0.333,0.528,53.7,53.4,9.3,14.5,0.49,13.3,36.9,0.265
Citadel,76.7,110,0.26,0.535,0.565,47.7,51.4,8.7,10.6,0.539,14.6,27,0.191
Clemson,67.3,102.2,0.335,0.356,0.543,52.5,49.2,9.7,13.7,0.507,17.3,27.9,0.246
Cleveland State,71.4,103.1,0.319,0.447,0.545,47.5,57.6,7.8,8.3,0.518,16.3,26.7,0.218
Coastal Carolina,71.2,108.3,0.392,0.386,0.561,52.8,50.2,8.8,7.4,0.524,16.7,32.1,0.281
Colgate,67.8,110.3,0.282,0.409,0.585,52.7,56.6,8.9,10,0.559,16.8,29.1,0.21
College of Charleston,66.3,111.3,0.338,0.367,0.581,50.4,44.1,9.8,7.3,0.545,14.1,25.4,0.259
Colorado State,68.9,108.1,0.318,0.397,0.572,49.8,54.5,9,6.8,0.548,15.1,24.5,0.221
Colorado,69.4,105.6,0.372,0.349,0.553,54.6,51.7,7.2,8.3,0.51,16.7,30.7,0.28
Columbia,69.4,102.3,0.219,0.381,0.542,49.7,56.9,10.8,8.3,0.521,16.2,25.6,0.155
Connecticut,69.7,105.5,0.327,0.374,0.538,50.7,48.3,8.7,11.9,0.51,15.9,32.3,0.223
Coppin State,71.9,88.5,0.377,0.46,0.492,48.8,45.9,7.1,9.5,0.454,20.5,25.5,0.251
Cornell,69.6,98,0.323,0.429,0.546,46.7,60.1,8.3,8.6,0.513,17.4,18.3,0.233
Creighton,70.2,109.4,0.285,0.47,0.588,50.2,57.2,9.5,7.4,0.57,16.7,24.9,0.193
Dartmouth,68.3,104.5,0.249,0.412,0.552,50.4,53.9,7.6,8.7,0.527,15.6,24.3,0.179
Davidson,66.1,106.8,0.277,0.466,0.562,50.9,58.6,7.8,7.7,0.532,15,23.8,0.208
Dayton,66.2,108.9,0.321,0.345,0.583,52,60,7.4,7,0.561,16.7,26.4,0.222
Delaware State,72.6,86.9,0.249,0.402,0.446,46.7,47.9,9.5,6,0.414,16.5,28.1,0.169
Delaware,64.7,106.9,0.312,0.413,0.567,48.8,51.2,6.8,6.5,0.537,15.4,23.7,0.227
Denver,69.1,100.3,0.267,0.361,0.537,51.5,46.9,6.8,7.9,0.504,17.4,26.7,0.203
DePaul,71.7,108.6,0.361,0.328,0.562,53.7,50.8,8.7,9.7,0.527,16.3,31.8,0.262
Detroit Mercy,70.4,104.4,0.31,0.44,0.53,45.7,40.7,10.9,7,0.497,14.2,28.8,0.223
Drake,69.6,106.3,0.318,0.398,0.573,51.1,57,7.5,10,0.539,16.7,24.9,0.241
Drexel,70,108.3,0.307,0.352,0.557,51.9,53.1,6.4,4.9,0.522,14.8,29,0.232
Duke,73.2,112.6,0.332,0.373,0.561,53.8,52.4,12.4,16.4,0.536,14.8,35.3,0.228
Duquesne,70.5,103.1,0.35,0.444,0.532,48.2,54.6,11,12.1,0.499,17,31.7,0.243
East Carolina,69.9,95.2,0.356,0.304,0.499,47.9,51,10.2,10,0.461,16.6,27.9,0.243
East Tennessee State,70.2,112.2,0.307,0.367,0.572,57.3,53.2,10.4,11.8,0.552,16.9,37.7,0.206
Eastern Illinois,69,101.7,0.285,0.384,0.53,49.2,52.5,8.8,10.7,0.503,16.4,29.3,0.196
Eastern Kentucky,79.9,101.3,0.321,0.392,0.523,47.5,50.8,12.5,8,0.488,15.4,27.7,0.229
Eastern Michigan,66.5,102.3,0.331,0.348,0.522,51,45.1,11,13.6,0.5,17.3,35.6,0.208
Eastern Washington,69.5,102.6,0.268,0.434,0.535,49.9,53.3,8.3,8.6,0.505,14.8,24.4,0.195
Elon,69,101.8,0.238,0.506,0.547,48,57.6,6.1,5.3,0.526,16.6,23.6,0.165
Evansville,70.8,97.5,0.372,0.437,0.535,47.3,52.7,8.1,7.1,0.495,16.6,18.9,0.268
Fairfield,68.1,98.1,0.239,0.422,0.53,47.6,52.7,9.6,6,0.507,18.2,25.8,0.166
Fairleigh Dickinson,68.7,107.5,0.362,0.347,0.576,49.3,52.8,10.7,10.5,0.544,17.3,28.8,0.263
Florida A&M,67.1,92.3,0.307,0.298,0.513,47.9,49.4,10.8,10.7,0.493,21,27.9,0.188
Florida Atlantic,70.3,99,0.28,0.454,0.52,52.4,51.8,7.8,8.2,0.484,17.8,29.8,0.21
Florida Gulf Coast,71.1,100.2,0.329,0.405,0.552,48.3,55.5,9.6,11.6,0.528,18.8,25.6,0.22
Florida International,80.8,101.9,0.382,0.412,0.529,45.4,49.8,13.1,11.2,0.503,15.3,26,0.244
Florida State,69.5,106.3,0.358,0.377,0.545,53.2,49.5,10.2,12.7,0.505,16.2,32.3,0.267
Florida,64.7,103.7,0.299,0.433,0.53,49.2,51,10.9,11,0.498,15.4,30.6,0.216
Fordham,66.4,98,0.244,0.44,0.5,47.5,47.4,8.7,9.9,0.475,14.1,25.3,0.166
Fresno State,69.6,109.5,0.307,0.481,0.573,51,54,10.2,10.5,0.546,15.8,27.1,0.221
Furman,68.3,112,0.259,0.477,0.581,50.8,56.3,12.6,11.4,0.56,15.6,29.5,0.186
Gardner-Webb,68.5,110.9,0.378,0.366,0.587,49.2,52.6,9.7,8.8,0.558,15,24.5,0.269
George Mason,68.1,102.2,0.342,0.343,0.537,51.3,48.4,9,8.4,0.501,16.6,28.9,0.245
George Washington,67.5,92.8,0.326,0.343,0.493,47.4,50.3,7.5,8.3,0.458,16.3,23.3,0.223
Georgetown,73.2,105.8,0.382,0.375,0.551,52,60.6,8,10.5,0.51,15.7,28.8,0.282
Georgia Southern,75.2,109,0.355,0.312,0.575,50.8,39.8,10.2,10.6,0.549,16,28.4,0.246
Georgia State,71.3,107.1,0.353,0.436,0.565,45.4,46,11.1,14,0.543,14.5,23.1,0.235
Georgia Tech,68.1,95.5,0.343,0.334,0.525,48.2,57.4,10.1,14.4,0.492,18.7,25.2,0.236
Georgia,70.4,100.9,0.412,0.371,0.54,52.1,54.5,8.2,12.7,0.5,19.4,32.7,0.291
Gonzaga,71.7,122.2,0.353,0.353,0.62,54.7,56.8,10.5,13.9,0.59,13.1,30.4,0.269
Grambling,71.5,99.1,0.423,0.3,0.547,50.8,50.4,7.9,11.5,0.512,19.5,26.3,0.29
Grand Canyon,69.6,107.3,0.332,0.387,0.551,51.8,52.7,8.7,6,0.516,15,29.1,0.243
Green Bay,76.4,105.4,0.339,0.364,0.551,48.2,52.3,9.9,10.5,0.521,15.1,25.9,0.238
Hampton,73.3,108.7,0.353,0.377,0.545,50.7,50.4,8.2,9.2,0.497,12.7,27.1,0.278
Hartford,68,108.4,0.332,0.454,0.574,47.5,54.5,10,6,0.542,15.7,25.4,0.247
Harvard,68.5,102.6,0.314,0.422,0.565,53.3,46.9,8,11.3,0.536,20,28.5,0.227
Hawaii,67.6,106.1,0.33,0.43,0.555,51.1,60.7,7.4,5.8,0.527,15.4,26.8,0.229
High Point,65.5,103,0.352,0.339,0.527,55,52.9,8.3,9.8,0.496,16.8,34.2,0.238
Hofstra,68.3,118.8,0.373,0.389,0.603,50.3,49.3,9.3,9.2,0.561,12.4,27.7,0.299
Holy Cross,65,102.1,0.231,0.365,0.544,43.5,60.5,11.1,12.4,0.527,14.7,20.5,0.154
Houston Baptist,75,107.3,0.418,0.31,0.542,52.2,51.9,10.2,4.5,0.509,16.3,35,0.282
Houston,67.3,111.8,0.316,0.426,0.55,54.9,55.8,9.6,13.4,0.521,13.9,33.8,0.222
Howard,74.8,104.8,0.361,0.309,0.53,48.1,49.4,7.7,11.1,0.49,14.4,29.7,0.262
Idaho State,68.9,106.3,0.286,0.432,0.555,48.6,49.2,7.4,7.9,0.526,15.4,26.8,0.21
Idaho,67.9,99.6,0.287,0.384,0.542,47.7,51.3,6,4.8,0.512,17.8,24.2,0.208
Illinois-Chicago,71.5,103.2,0.279,0.455,0.561,48.4,55.3,9.1,10.6,0.54,17.6,24.8,0.19
Illinois State,67.9,100,0.286,0.389,0.526,49.5,51.8,7.2,9.7,0.495,16.3,25.5,0.205
Illinois,71,101.2,0.295,0.375,0.525,47.6,51.7,10.3,7.3,0.496,16,29,0.207
Incarnate Word,66.6,97.8,0.362,0.333,0.571,46.7,49.8,8.8,5.2,0.523,22,23.6,0.293
Indiana State,69.2,99.2,0.361,0.286,0.533,48.4,45.2,9.6,6.8,0.492,16.6,23.8,0.264
Indiana,68.3,103.3,0.346,0.336,0.535,50.8,51,9.3,12.1,0.51,15.6,28.1,0.226
Iona,71.4,107.4,0.368,0.445,0.568,48,50.4,9.5,7.7,0.53,15.4,24.3,0.275
Iowa State,68.2,112.7,0.3,0.396,0.575,50.3,54.1,10.3,12.5,0.548,13.9,28.4,0.22
Iowa,70.2,110.4,0.423,0.39,0.569,50.6,59.3,8.5,9,0.527,15.1,29.5,0.313
Purdue-Fort Wayne,73.4,111.7,0.271,0.461,0.587,48.9,53,10.1,12.3,0.569,14.5,24,0.187
IUPUI,71.6,106.2,0.355,0.353,0.545,53.2,52.9,9.7,8.8,0.512,16.7,34.3,0.249
Jackson State,67.4,91.1,0.342,0.312,0.479,50.4,50.1,9.6,11.9,0.448,17.5,28.5,0.217
Jacksonville State,71.3,107.4,0.305,0.307,0.545,54.3,47.3,10.2,12.2,0.51,15.7,33.4,0.227
Jacksonville,73.3,101.3,0.298,0.33,0.535,50.5,51.4,9,13,0.51,17.2,28.4,0.202
James Madison,66,104.3,0.327,0.36,0.541,50.6,49.1,9.5,8.3,0.507,16.4,30.8,0.235
Kansas State,64.9,101.3,0.306,0.384,0.52,50.9,57.6,11.6,7.7,0.493,15.2,28.4,0.204
Kansas,70.3,106.5,0.325,0.349,0.555,52.1,48.3,9.5,10.9,0.526,16.1,29.9,0.229
Kennesaw State,70.9,89.1,0.303,0.225,0.456,48.7,48.8,8.1,8.7,0.416,16.4,29.4,0.211
Kent State,69.4,107.5,0.315,0.381,0.531,51,49,9.8,10.2,0.496,13.9,33.7,0.228
Kentucky,67.3,111.9,0.419,0.296,0.571,56.9,51.2,8.8,13.4,0.53,15.9,36.4,0.31
La Salle,69.5,97,0.285,0.435,0.512,48.9,54.4,10.7,8.6,0.472,17.6,28.8,0.219
Lafayette,70.4,102.8,0.245,0.412,0.554,48.3,52.2,7.4,10.8,0.527,16.8,22.6,0.182
Lamar,71.3,108.7,0.416,0.336,0.549,54.9,53.3,11.8,8.4,0.514,16.7,37.2,0.286
Lehigh,72.5,109.4,0.349,0.383,0.599,50.5,55,7.5,6.3,0.563,16.8,23.5,0.27
Liberty,65.4,112.8,0.265,0.442,0.596,51.5,55.2,9.5,8.1,0.569,15.1,25.1,0.205
Lipscomb,74.9,111,0.359,0.393,0.589,52.9,61.1,9.7,8,0.554,15.8,26.2,0.272
Cal State Long Beach,73.3,101,0.409,0.31,0.525,48.7,45.5,8.7,7.6,0.485,16.5,29.1,0.283
Long Island University,72.9,101.4,0.342,0.432,0.543,50.1,52.3,9.3,12,0.511,17.7,27.8,0.24
Longwood,68.9,101.6,0.341,0.501,0.552,50.7,49.9,8.9,7.2,0.517,18,24.6,0.25
Louisiana,74.8,108.2,0.35,0.405,0.553,48.5,54.1,9.4,10,0.515,15.2,29.9,0.26
Louisiana-Monroe,69.2,112.5,0.363,0.439,0.583,49.4,54,8.4,6.1,0.541,14.3,27.2,0.284
Louisiana State,70.6,111.1,0.371,0.342,0.553,53,45.7,12.2,11.8,0.512,15.1,36.2,0.279
Louisiana Tech,68,105.2,0.358,0.392,0.529,50.6,52.4,8.4,10,0.501,14.6,30.2,0.235
Louisville,68.4,107.4,0.349,0.437,0.553,52.4,53.6,6.3,7.9,0.509,15.2,29,0.271
Loyola (IL),63.7,103,0.323,0.334,0.573,50.5,56.3,10.2,7.3,0.554,17.3,19.8,0.215
Loyola Marymount,65.2,102.8,0.358,0.283,0.541,52.2,56.3,11.3,10.5,0.499,16.8,29.7,0.267
Loyola (MD),70.4,102.4,0.336,0.336,0.548,48.3,53.2,12.2,6.2,0.516,17.3,27.3,0.239
Maine,64.6,94,0.262,0.374,0.512,48.8,63.1,11.3,10.8,0.49,19.1,26.2,0.17
Manhattan,62.8,90.9,0.332,0.411,0.492,49,55.3,11,8.9,0.473,20.7,29.5,0.194
Marist,65.6,101.8,0.322,0.41,0.549,48.8,51,8.4,6.2,0.523,16.9,24.2,0.22
Marquette,70.7,108.2,0.351,0.417,0.572,53,51.1,6.9,11.2,0.535,16.9,29.1,0.266
Marshall,76.3,104.5,0.305,0.447,0.549,44.8,50.3,11.7,11.2,0.519,14.3,22.2,0.221
Maryland-Baltimore County,65.8,99.7,0.303,0.426,0.53,50.3,55.2,11.6,9.2,0.502,16.5,25.5,0.209
Maryland-Eastern Shore,65.5,87.1,0.287,0.358,0.473,45.4,54.2,8.8,7.3,0.441,18.2,23.5,0.193
Maryland,66.6,107.3,0.328,0.37,0.55,56,52.1,6.5,13.4,0.514,16.5,34,0.244
Massachusetts-Lowell,71.9,106,0.345,0.389,0.57,49.8,57.1,7.8,6.8,0.539,17.2,27.2,0.248
Massachusetts,68.4,102.6,0.313,0.4,0.538,52,57.9,7,8,0.511,17.5,31.3,0.214
McNeese State,68.4,100.9,0.386,0.327,0.542,50.6,56.4,6.9,8.8,0.504,18.5,30.4,0.275
Memphis,75.5,105.3,0.373,0.361,0.547,51.2,54.6,10.5,11,0.511,17,32.9,0.266
Mercer,69.1,104.5,0.371,0.38,0.547,49.2,49.9,9.6,8.5,0.516,16.5,29.1,0.255
Miami (FL),68.5,104.3,0.308,0.435,0.541,47.7,51.3,9.6,8.7,0.507,14.9,25.8,0.226
Miami (OH),68.8,102.6,0.339,0.45,0.529,52,44.9,8.8,8.1,0.494,16.1,29.8,0.24
Michigan State,68.1,113.1,0.336,0.378,0.585,56.1,66.8,7.5,13.7,0.552,16,33.2,0.253
Michigan,65.4,106.5,0.275,0.399,0.542,50.7,54.4,9.3,10.3,0.516,12.3,23.9,0.193
Middle Tennessee,70.3,95.2,0.297,0.35,0.505,52.3,45.2,8.5,7.6,0.476,19.5,32.1,0.201
Milwaukee,68.9,100,0.279,0.38,0.521,49.3,46.5,6.8,9.4,0.485,15.6,26,0.208
Minnesota,67.9,103.7,0.416,0.296,0.521,51.2,59,7.1,10.1,0.482,14.6,30.9,0.283
Mississippi State,68.6,111.9,0.326,0.391,0.574,52.8,51.4,11.7,14,0.546,16.5,34.6,0.234
Mississippi Valley State,70.6,90.7,0.336,0.288,0.461,47.6,49.5,7.8,5.8,0.424,15.7,28.9,0.222
Mississippi,69.2,108.4,0.309,0.399,0.568,51.1,54.2,10.2,9.6,0.531,16,30.1,0.242
Missouri-Kansas City,68.6,100.3,0.329,0.406,0.535,45.4,45.3,10.5,8,0.504,15.9,23.7,0.23
Missouri State,66.5,103.2,0.366,0.379,0.548,49.7,45.7,10.3,12.1,0.517,16.1,26.1,0.253
Missouri,66.1,100.9,0.298,0.412,0.534,52.8,46.7,7,5.2,0.505,18.2,31.8,0.21
Monmouth,68.5,94.1,0.404,0.295,0.501,50,47.7,9.8,11.1,0.458,18,29.1,0.277
Montana State,71.6,109.2,0.346,0.435,0.571,49.6,57.2,7.4,4.3,0.537,15.2,26.1,0.255
Montana,68.6,110.6,0.313,0.385,0.585,51.8,52.3,9.5,8.8,0.564,15.4,26.6,0.216
Morehead State,70.6,103.2,0.328,0.382,0.528,48.8,51.5,7.9,10.8,0.494,14.9,29,0.231
Morgan State,73.9,96.7,0.348,0.271,0.483,47.2,47.8,10.3,4.4,0.439,15.2,31.8,0.248
Mount St. Mary's,69.5,97.1,0.338,0.412,0.513,47.4,48.3,6.8,9.7,0.481,16.8,26.4,0.23
Murray State,71.8,115.1,0.335,0.364,0.586,52.1,59.8,10.5,11.5,0.557,14.7,31.3,0.246
Navy,68.3,97.3,0.305,0.368,0.504,52.4,54.5,7.9,5.7,0.468,17.6,31.5,0.218
Omaha,70,111.7,0.237,0.36,0.568,49.2,43.1,8,5.7,0.546,12,24.9,0.171
Nebraska,67.2,106.5,0.325,0.375,0.525,48.5,50.9,10.7,11.1,0.493,12.3,28.6,0.227
Nevada-Las Vegas,69,105.5,0.349,0.402,0.527,53.3,50.7,8.5,9.6,0.495,15.7,35.1,0.239
Nevada,70.7,113.2,0.408,0.428,0.57,51.8,53.9,8.8,11.2,0.537,12.9,27.1,0.289
New Hampshire,67.1,89.5,0.232,0.475,0.474,47.7,52.2,6,5.5,0.455,16.2,23.2,0.142
New Mexico State,68.3,113.9,0.341,0.467,0.562,57.2,53.4,8.2,8.1,0.538,14.7,36.7,0.231
New Mexico,74.5,102.5,0.387,0.438,0.536,50.2,54.8,9.2,8.4,0.498,16.6,28.7,0.271
New Orleans,71.1,99.7,0.351,0.292,0.526,49.7,57.7,11.9,10.9,0.493,18.6,32.9,0.243
Niagara,70.4,102.6,0.333,0.391,0.53,49.8,43.1,5.7,10.4,0.492,15.1,26.6,0.245
Nicholls State,71.2,101.6,0.218,0.461,0.535,45.7,53,9.3,10.4,0.506,15.4,24.3,0.168
NJIT,69.2,101.4,0.383,0.373,0.547,48.6,44.3,9.1,7.4,0.508,15.7,21.3,0.276
Norfolk State,71.8,101.3,0.386,0.37,0.539,50.2,50.8,8.4,13,0.501,17.5,28.1,0.274
North Alabama,71.1,94,0.323,0.421,0.486,49.4,44.9,9.2,6.5,0.451,16.5,27.5,0.218
North Carolina-Asheville,64.2,92.9,0.269,0.422,0.506,46.5,50.5,9.8,9,0.471,19.9,29.1,0.199
North Carolina A&T,67.9,102.3,0.305,0.361,0.545,47.8,54.8,9.8,9.2,0.522,16.9,27.4,0.203
North Carolina Central,68.5,104,0.334,0.361,0.545,54.8,60.2,8.9,7.5,0.512,18.8,35.1,0.239
North Carolina-Greensboro,69.9,108.5,0.305,0.375,0.548,50.7,45.4,12.5,11.5,0.521,14.5,31.4,0.212
North Carolina State,71.8,110.7,0.285,0.358,0.547,53,50.8,9.9,10.3,0.52,14.6,35.8,0.202
North Carolina-Wilmington,70.2,107.3,0.339,0.375,0.545,52.4,56.3,6.4,6,0.509,15.9,32.2,0.248
North Carolina,75.9,112.7,0.302,0.358,0.56,56.6,60.6,9.2,9.5,0.529,14.6,34.8,0.224
North Dakota State,66.8,108.5,0.318,0.472,0.576,48.7,46,6.8,6.6,0.54,14.2,20.6,0.247
North Dakota,71.5,103.5,0.272,0.365,0.555,48.9,48.4,8,7.3,0.532,16,22.6,0.189
North Florida,74,101.3,0.268,0.445,0.547,49.8,57.6,8.6,10.8,0.524,19.1,30.3,0.185
North Texas,67.5,103,0.279,0.439,0.532,53.2,51.5,9.4,7.9,0.509,17,31.5,0.186
Northeastern,66.3,111.7,0.343,0.464,0.597,49.7,54.5,9.2,6,0.565,15.1,22.5,0.258
Northern Arizona,70,103.4,0.338,0.412,0.536,48.7,48.5,9,6.3,0.503,15,25.7,0.238
Northern Colorado,68.7,110.1,0.345,0.462,0.573,52.1,49.7,7.9,8,0.546,15.7,28.6,0.242
Northern Illinois,68.4,106.5,0.272,0.322,0.556,50.9,39.8,8,7.2,0.529,15.2,26.6,0.199
Northern Iowa,65.8,99,0.291,0.429,0.527,50,48.1,7.4,6.7,0.491,15.8,23.1,0.217
Northern Kentucky,70,111.3,0.354,0.412,0.574,53.2,60.5,8.8,11.5,0.553,15.6,30.6,0.236
Northwestern State,70.7,92.8,0.337,0.361,0.494,47.8,46.9,8.7,12.1,0.458,19.3,29.9,0.23
Northwestern,66.8,97.8,0.302,0.407,0.505,48.4,61.4,8.2,11.1,0.466,14.3,24.3,0.222
Notre Dame,66.4,103.3,0.301,0.437,0.502,48.4,54.5,8.2,11.7,0.462,11.9,29,0.224
Oakland,69.9,109.4,0.357,0.439,0.583,47.4,67.1,8.2,7.8,0.549,16.4,25.2,0.265
Ohio State,66.7,103.2,0.337,0.401,0.54,50.9,58.9,8.8,7,0.503,16.4,27.6,0.247
Ohio,71.5,96.9,0.328,0.344,0.512,50.8,56.2,8.9,10.1,0.488,17.4,29,0.207
Oklahoma State,67.1,101,0.306,0.419,0.529,48.6,55.5,8.5,13.1,0.501,15.8,26.4,0.21
Oklahoma,69.3,102.5,0.313,0.331,0.534,50.2,48.7,8.6,8.3,0.504,15,25.6,0.218
Old Dominion,65.6,100.2,0.289,0.373,0.499,53.2,53.3,8.6,14.3,0.471,15,31.8,0.192
Oral Roberts,69.1,104.2,0.263,0.392,0.549,52.1,50.8,6.8,9.4,0.527,17.5,30.3,0.181
Oregon State,67.2,108.3,0.368,0.366,0.56,51.7,58.1,8.8,14.9,0.522,15.9,30.6,0.273
Oregon,65.5,106.2,0.294,0.395,0.549,51.1,52.3,11.6,14.6,0.52,15.4,29.1,0.212
Pacific,66.7,99.4,0.415,0.337,0.531,51.1,45.8,9.3,5,0.481,17.4,27,0.309
Penn State,68.2,101,0.323,0.365,0.509,51.6,49.2,11.1,10.4,0.475,15.4,31.6,0.224
Pennsylvania,69.1,102.9,0.282,0.444,0.548,49.8,56.6,9.6,6.1,0.531,16.1,24.7,0.18
Pepperdine,70.7,106.3,0.357,0.42,0.564,47.4,55.4,9.5,8.2,0.524,15.9,24.9,0.271
