school,pace,ortg,ftr,tpar,ts_pct,trb_pct,ast_pct,stl_pct,blk_pct,efg_pct,to_pct,orb_pct,ft_fga
Canisius,68.2,115.6,0.38,0.357,0.581,47.9,47.5,10,10.1,0.527,14.7,33.2,0.282
Central Arkansas,74.3,99.8,0.378,0.296,0.521,45.4,46.8,11.4,11,0.501,16.9,28.8,0.227
Central Connecticut State,70.8,98.9,0.3,0.281,0.516,46.6,50.1,9.7,11.9,0.482,17,28.9,0.215
Central Florida,68,105.2,0.384,0.351,0.52,52.2,48.4,9.9,10.8,0.497,16.4,37.8,0.236
Central Michigan,65.8,108.3,0.371,0.44,0.54,47.9,48.4,11.2,3.5,0.504,13.7,30.1,0.263
Charleston Southern,68.6,116.3,0.367,0.421,0.573,51.9,49.4,9.3,7.7,0.538,13.2,32.6,0.268
Charlotte,69.7,101.7,0.395,0.295,0.527,52.3,53.3,8.6,6.5,0.497,17.8,33.8,0.256
Chattanooga,70.4,106.3,0.451,0.339,0.533,51.3,47,9.9,11.8,0.489,15.9,35.5,0.317
Chicago State,69.6,98.3,0.344,0.347,0.509,43.8,45.5,12.2,7.6,0.476,15.1,26.7,0.232
Cincinnati,63.6,107.5,0.387,0.309,0.519,53.2,52.8,12.4,16,0.477,14.4,39.1,0.274
Citadel,66.5,100,0.368,0.327,0.529,47.5,57.9,6.2,7.5,0.489,16.5,26.7,0.266
Clemson,59.9,103.9,0.361,0.326,0.519,51.4,48.1,7.6,16.2,0.474,15.4,33.8,0.269
Cleveland State,64.6,111.3,0.369,0.333,0.574,51.4,56,9.2,10,0.536,16.5,33.1,0.278
Coastal Carolina,68.6,104.2,0.385,0.319,0.528,53.2,42,9.2,8.6,0.491,16.9,35.1,0.266
Colgate,62.8,109,0.283,0.405,0.586,49.1,56.1,7.2,6.3,0.564,16.2,23.9,0.202
College of Charleston,62.1,99.8,0.345,0.357,0.504,53.9,45.7,7.4,10.8,0.473,17,35.2,0.226
Colorado State,65.8,111.5,0.488,0.29,0.53,53.4,52.6,7.6,9.2,0.476,11.7,34.9,0.354
Colorado,67,103.7,0.483,0.304,0.534,54.3,48.8,8.7,9,0.483,16.8,34,0.346
Columbia,61.8,108.1,0.428,0.431,0.578,52.3,56.5,8.1,7.4,0.53,17.1,28.3,0.332
Connecticut,65.5,108.9,0.383,0.343,0.562,50.2,50.3,10.7,15.2,0.515,15.2,30.4,0.298
Coppin State,68.5,101.4,0.411,0.394,0.507,46.1,51.1,8.7,6,0.456,14.7,30.4,0.3
Cornell,65.2,97.4,0.283,0.379,0.498,46.5,46,6.4,7.9,0.471,15.7,28.5,0.188
Creighton,65.3,120.6,0.339,0.446,0.616,51.7,64.2,6.1,3.8,0.589,13.3,27.7,0.252
Dartmouth,64.4,105.2,0.37,0.303,0.534,51.6,52.3,9.2,9.6,0.501,15.9,32,0.254
Davidson,68,113.7,0.392,0.387,0.582,50,50.3,7.9,4.4,0.55,14.5,29.3,0.28
Dayton,65.4,109.6,0.406,0.319,0.555,52.7,51.9,9.1,7.3,0.524,15.5,34,0.277
Delaware State,61.2,99.4,0.379,0.317,0.512,47.9,56.8,8.2,10.8,0.474,15.9,28.8,0.261
Delaware,70.9,111.7,0.439,0.345,0.546,48.1,40.3,8.4,8.5,0.504,11.6,29.1,0.312
Denver,59.2,109.6,0.339,0.426,0.574,45.4,65.5,11.6,10,0.546,14.7,24.8,0.24
DePaul,67.3,101.6,0.42,0.314,0.517,49.8,45.9,9.8,11.5,0.476,16.7,33.8,0.287
Detroit Mercy,68,102.6,0.389,0.319,0.515,51.4,47.6,10.6,13,0.469,15.6,34.1,0.283
Drake,64.4,105.5,0.384,0.379,0.562,50.8,54.9,8.5,6.4,0.527,16.4,27.2,0.274
Drexel,63.4,104.6,0.392,0.288,0.51,49.5,49.2,6.9,10.5,0.466,11.2,28.9,0.278
Duke,65.5,119.4,0.388,0.397,0.574,51.5,54.8,10.6,7.4,0.538,12.1,34.5,0.283
Duquesne,68.3,107.4,0.422,0.353,0.539,50,60.9,8.5,8,0.506,14,29.9,0.283
East Carolina,66.5,109.7,0.436,0.429,0.56,48.7,56.6,9.5,8.2,0.52,15.2,30.9,0.311
East Tennessee State,71.2,107.1,0.429,0.371,0.546,47.8,48.8,10.7,8.8,0.497,14.2,28.6,0.321
Eastern Illinois,66.4,101.9,0.413,0.298,0.531,49.6,51.1,8.6,13.5,0.487,17.3,31.6,0.295
Eastern Kentucky,67.5,116.3,0.441,0.446,0.611,44.3,56.5,13,6.4,0.574,14.1,23.6,0.331
Eastern Michigan,65,99.8,0.437,0.302,0.501,47.7,47.9,12.6,18.3,0.456,14.8,30.8,0.296
Eastern Washington,69.5,109.1,0.391,0.378,0.556,51,51.3,6.8,10.8,0.524,14.9,30.2,0.271
Elon,67.9,109.3,0.357,0.382,0.572,49.4,52.8,7.4,7.1,0.539,15.6,27.8,0.258
Evansville,66.7,103.2,0.496,0.238,0.554,48.4,62.6,7.5,10.4,0.507,17,26.8,0.356
Fairfield,66.9,94.4,0.346,0.376,0.497,50,51.6,6.6,9.7,0.46,18.7,30.5,0.237
Fairleigh Dickinson,67,103,0.352,0.36,0.523,45.4,45.7,10,10.8,0.484,15,30,0.253
Florida A&M,72,98.3,0.342,0.317,0.488,49.4,44.5,10.2,10.2,0.455,16.6,35.9,0.224
Florida Atlantic,65.5,101.1,0.368,0.357,0.513,51,50.9,7.2,11.5,0.484,16.8,34.6,0.236
Florida Gulf Coast,68.2,104.2,0.361,0.311,0.546,52,48.9,8.3,9.6,0.518,16.7,29.9,0.243
Florida International,67.2,101.4,0.415,0.286,0.529,51.1,44.6,10.5,10.8,0.494,17.8,33.8,0.278
Florida State,66.1,106.6,0.456,0.268,0.56,50.8,44.1,8.9,13.9,0.517,18.3,34.8,0.329
Florida,62.9,111.1,0.424,0.346,0.552,53.8,53.9,11.2,8.6,0.522,14.5,34.7,0.283
Fordham,69.2,103.3,0.334,0.37,0.494,48.8,49.6,9.6,10.8,0.45,13.6,35.4,0.245
Fresno State,66.3,107.7,0.407,0.376,0.548,47.9,49.5,9.6,11.9,0.505,13.2,26.6,0.298
Furman,65.5,99.1,0.411,0.319,0.531,47.5,42.4,7.5,7.6,0.495,18.1,27.8,0.28
Gardner-Webb,67.3,106,0.426,0.272,0.532,51.1,58.7,11,7.9,0.494,15.1,33.7,0.292
George Mason,67.7,101.5,0.401,0.253,0.526,50.7,44.8,7.7,9.7,0.484,17.1,31.7,0.284
George Washington,68,107.3,0.466,0.284,0.546,52.5,54.9,10.4,11.2,0.515,16.2,35.1,0.304
Georgetown,65,108.4,0.448,0.312,0.555,50.5,53.8,9.2,12.9,0.511,15.5,31.9,0.322
Georgia Southern,67.1,104.2,0.379,0.372,0.529,49.9,38.9,10.1,4.6,0.499,15.1,30.4,0.251
Georgia State,65.8,116.3,0.394,0.349,0.579,46.6,50.1,11.5,14.8,0.534,10.5,25.2,0.306
Georgia Tech,64.8,101.8,0.344,0.297,0.512,52,54.5,7.9,11.5,0.478,15.7,32.7,0.236
Georgia,65.2,105,0.541,0.275,0.536,53.3,44.5,7.8,13.1,0.489,16.9,35.3,0.369
Gonzaga,68.1,114.1,0.404,0.328,0.59,52.3,54,9.7,10.2,0.56,15.2,30.6,0.286
Grambling,69,95.1,0.409,0.352,0.505,46.6,46.5,8.8,5.5,0.467,18.7,30.8,0.273
Grand Canyon,67.8,105.9,0.536,0.38,0.556,50.7,57.5,5.9,6.7,0.5,16.4,28.4,0.397
Green Bay,67.7,108.8,0.438,0.247,0.556,52.2,58.2,10.5,18.7,0.518,15.9,33.9,0.308
Hampton,71.1,99.8,0.51,0.3,0.511,49.3,49.1,10.3,15.4,0.467,17.1,33.1,0.335
Hartford,63.7,102.5,0.389,0.442,0.573,46.4,55,8.8,6,0.542,19.5,24,0.273
Harvard,64.6,111.6,0.48,0.283,0.564,52.1,57.1,11.6,13.4,0.519,15,32.8,0.347
Hawaii,69.3,114,0.431,0.289,0.562,53.3,50.5,8.7,9.4,0.522,14.2,37.6,0.312
High Point,65.5,108,0.329,0.286,0.561,49.3,56.8,9,10,0.527,16,30.6,0.244
Hofstra,65.3,104.4,0.451,0.383,0.521,51.9,47.3,7.3,8.9,0.484,15.8,35.5,0.297
Holy Cross,63.9,104.1,0.394,0.343,0.534,51,50.2,9.5,10.8,0.49,15.7,30.5,0.289
Houston Baptist,70.2,95.3,0.389,0.263,0.509,49.1,52.2,7.2,5.2,0.471,19.1,30.9,0.265
Houston,67.1,105.5,0.382,0.315,0.541,49.2,58.3,8.1,13.6,0.512,16.3,31.6,0.255
Howard,67.1,90.2,0.494,0.307,0.484,47.6,40.8,9.2,12.3,0.43,20.6,32.6,0.336
Idaho State,64.5,108.4,0.453,0.293,0.546,52.3,49.3,11.1,8.7,0.502,16.1,35.7,0.323
Idaho,66.9,107,0.451,0.326,0.543,50.3,46.1,6.3,4.4,0.505,14.6,31.2,0.31
Illinois-Chicago,66.5,100.4,0.389,0.31,0.515,50.4,48.5,8.3,5,0.472,16.2,30.8,0.278
Illinois State,67.7,99.8,0.41,0.414,0.515,48.1,53.3,11.3,13.6,0.471,15.7,27.5,0.289
Illinois,62.8,102,0.312,0.341,0.504,50.4,44,9.8,10.7,0.465,14,31.2,0.229
Incarnate Word,73.4,111.4,0.435,0.33,0.581,52.9,55.3,8.9,9.8,0.552,16.5,32.2,0.298
Indiana State,66.5,106.9,0.435,0.348,0.553,50.4,54.1,8.8,9.7,0.511,14.9,27.4,0.315
Indiana,68.7,104.8,0.453,0.294,0.546,55.4,47.2,8.6,11.2,0.499,18.6,37.2,0.331
Iona,71,117.2,0.38,0.439,0.601,46.5,60.8,9.3,8.3,0.574,13.2,26.1,0.272
Iowa State,71.7,113.9,0.364,0.375,0.569,51.1,62.4,8.2,7,0.542,12.6,28.8,0.252
Iowa,69.9,115,0.453,0.275,0.558,54.7,57.9,10,13.5,0.511,13.3,37.7,0.333
Fort Wayne,67.2,117.5,0.41,0.364,0.605,52.8,53.3,10.1,6.2,0.558,16.1,33.8,0.271
IUPUI,66.9,99.1,0.319,0.252,0.517,46.7,42.6,7.5,7.5,0.478,14.7,24.3,0.237
Jackson State,67.8,96.2,0.403,0.242,0.502,51.1,41.6,8.9,10.1,0.452,18.6,33.4,0.292
Jacksonville State,63.7,102,0.426,0.331,0.513,47.6,53.4,9.9,9.8,0.473,15.2,31.3,0.287
Jacksonville,70.7,105.2,0.433,0.32,0.535,48.2,52,10.4,9.2,0.492,16.4,32.8,0.307
James Madison,64.7,97.3,0.474,0.35,0.506,49,42,9,9.5,0.457,16.4,29.6,0.325
Kansas State,65.6,104.2,0.403,0.325,0.52,50.7,63,9.4,8,0.488,15.6,34.7,0.264
Kansas,68.6,114.3,0.483,0.287,0.58,55.5,54.8,8.4,14.6,0.542,16.3,37.3,0.343
Kennesaw State,68.2,95.3,0.375,0.334,0.511,47.9,48.6,8.6,7.9,0.48,20,31.7,0.243
Kent State,66.5,103.8,0.369,0.375,0.53,49.3,47.3,9.3,9.7,0.494,15.7,30.5,0.26
Kentucky,65.9,112.4,0.518,0.276,0.543,56.6,44.4,7.1,14.9,0.5,14.5,41.4,0.353
La Salle,65.2,102.2,0.391,0.312,0.508,50,53.5,8.4,8.2,0.464,14.8,33.1,0.277
Lafayette,65.6,107.9,0.339,0.349,0.574,47.3,51.2,7.9,6.1,0.54,16.3,26.8,0.252
Lamar,69.4,96.1,0.398,0.193,0.517,46.8,50.8,7.7,7.1,0.467,17.8,27.6,0.296
Lehigh,65.5,99.6,0.327,0.316,0.523,47.6,54.9,7.5,9,0.488,15.9,26,0.231
Liberty,65.4,107.4,0.349,0.282,0.542,54.8,51.8,7.2,10.1,0.509,17,37.9,0.246
Lipscomb,71,106,0.475,0.462,0.552,46.9,57.2,9.4,5.7,0.514,15.4,26.7,0.325
Long Beach State,66.5,103.8,0.319,0.322,0.51,51,49.3,8.6,7,0.482,15.1,35.7,0.211
Long Island University,68.5,104.2,0.378,0.382,0.533,48.4,57.6,6.3,5.8,0.494,16,31,0.271
Longwood,69.7,100.2,0.32,0.278,0.526,45.5,53,9.7,5.2,0.489,16.1,27.6,0.234
Louisiana,71.2,111.4,0.429,0.315,0.554,52.3,47.8,9.8,10.2,0.522,15.2,36.3,0.288
Louisiana-Monroe,64.9,97.4,0.365,0.306,0.504,50,54.3,8.6,9.7,0.476,16.4,30,0.231
Louisiana State,70.1,105.3,0.342,0.327,0.529,51.8,52.2,10.8,14,0.5,16.2,34.9,0.229
Louisiana Tech,72.1,112,0.415,0.38,0.548,51.7,56.3,12.7,12.4,0.515,13.4,33.8,0.282
Louisville,69,117.4,0.412,0.351,0.562,52.1,54,14.5,12.5,0.535,12.8,37.1,0.272
Loyola (IL),63.2,102.4,0.377,0.339,0.555,48.7,56.3,8.6,7.3,0.522,18.4,27.3,0.265
Loyola Marymount,71.2,104.1,0.361,0.25,0.521,48.3,48.4,10.1,9.3,0.473,14.7,33.1,0.275
Loyola (MD),65.5,98.4,0.413,0.275,0.498,46.2,49.4,11.9,11.6,0.458,15.4,30.7,0.275
Maine,74.2,96.8,0.337,0.317,0.526,45.2,55.1,10.2,5.3,0.496,18.1,25.5,0.228
Manhattan,70.3,107.1,0.555,0.307,0.547,50.7,52.3,11.5,15.3,0.507,16.8,34.4,0.368
Marist,67.4,99.8,0.403,0.334,0.512,47.9,48.2,9.5,10.2,0.466,15.7,29.7,0.288
Marquette,66.3,105.6,0.448,0.267,0.529,52.3,59.3,9.2,9,0.487,14.9,34.1,0.309
Marshall,69.6,103,0.422,0.338,0.513,49.1,47.4,9.1,9.8,0.484,15.5,33,0.263
Maryland-Baltimore County,68.3,93.6,0.419,0.342,0.492,48,53.1,11.4,8.6,0.453,18.4,30.1,0.274
Maryland-Eastern Shore,67,99.4,0.427,0.341,0.507,47.9,51.7,9.8,5.6,0.456,15.7,31.8,0.308
Maryland,67.7,103.6,0.367,0.358,0.524,52.3,47.2,9.2,11.7,0.491,15.9,33.5,0.249
Massachusetts-Lowell,64.5,94.7,0.379,0.406,0.503,46.3,58.8,9.1,7.1,0.46,18.1,28.2,0.267
Massachusetts,71.7,105.3,0.392,0.261,0.538,51.9,55.4,9.5,12.3,0.504,16.1,34.4,0.268
McNeese State,69,97.9,0.348,0.358,0.488,48.2,50.6,9.8,9.8,0.447,15.5,33.3,0.242
Memphis,70.6,108.2,0.399,0.275,0.547,51.5,61.7,12.2,11,0.522,15.8,35.6,0.257
Mercer,65.7,115.8,0.384,0.367,0.582,52.9,59.7,8.6,11.8,0.547,14.7,34,0.282
Miami (FL),58,104.1,0.361,0.341,0.512,51.9,48.6,8.3,11.4,0.476,14.5,33.5,0.248
Miami (OH),66.8,97,0.345,0.298,0.522,47.8,53.6,12.8,7.4,0.478,17.8,25.9,0.26
Michigan State,66,113.3,0.337,0.363,0.573,53.7,62.2,10.2,13.4,0.545,14.7,32.2,0.239
Michigan,62.5,117.5,0.349,0.401,0.592,50.1,55.6,8.2,6.3,0.557,12.7,28.6,0.266
Middle Tennessee,66,106.6,0.443,0.29,0.538,53.5,53.1,10.7,13.5,0.504,16.1,35.6,0.295
Milwaukee,67.9,102.6,0.436,0.399,0.541,48.8,58.9,8.3,6.4,0.493,17.1,28.3,0.32
Minnesota,64.5,108.9,0.398,0.377,0.556,50.5,57.5,11.6,11.8,0.513,15.4,31.4,0.296
Mississippi State,68.4,98.2,0.433,0.283,0.522,48.3,51.1,11.2,7.3,0.485,17.7,28.6,0.287
Mississippi Valley State,73.9,97,0.366,0.334,0.505,47.9,44.2,10.4,4.4,0.47,17.1,29.9,0.245
Mississippi,69.4,107.1,0.396,0.38,0.521,48.4,49.4,10.6,15.4,0.482,13.4,33.2,0.276
Missouri-Kansas City,71.5,97.2,0.427,0.325,0.511,46.6,47.9,10.1,6.4,0.479,16.3,26.4,0.271
Missouri State,64.7,104.8,0.408,0.365,0.537,49.1,52.7,7.4,9,0.496,14.6,27.4,0.289
Missouri,65.8,109.8,0.525,0.325,0.566,53.5,43.1,7.6,9.2,0.512,16.4,34.7,0.389
Monmouth,69.6,98,0.406,0.285,0.501,50.6,49.7,9.9,9.5,0.468,17.3,33.7,0.259
Montana State,66,102.7,0.383,0.314,0.537,48.8,44.2,9.9,4.9,0.499,15.4,25.9,0.272
Montana,61.4,112.9,0.454,0.402,0.592,45.6,48.4,8.1,7.1,0.552,14.3,24.6,0.336
Morehead State,70.8,106.2,0.515,0.326,0.543,55.8,53,11.1,8.7,0.496,18.1,39.8,0.36
Morgan State,69.3,101.1,0.415,0.287,0.495,50.3,49.3,8.7,12.6,0.465,15.3,36.1,0.254
Mount St. Mary's,70,107.5,0.367,0.434,0.554,46.6,46.1,10,6.7,0.515,14.7,27.8,0.271
Murray State,68.4,113,0.465,0.354,0.571,51.5,49.5,8.7,10.3,0.541,15.3,34.3,0.312
Navy,62.9,95.2,0.286,0.372,0.487,49.3,57.7,10.2,10.6,0.462,16.8,30.6,0.182
Omaha,73.7,107.7,0.378,0.33,0.551,48.8,55.7,11.2,6.6,0.506,14.8,29.5,0.289
Nebraska,65.4,102.2,0.423,0.335,0.528,48.6,42.3,10.6,9.3,0.483,14.7,25.7,0.303
Nevada-Las Vegas,66.5,106.5,0.395,0.311,0.521,52.2,52.4,7.2,14.6,0.489,14,34.2,0.258
Nevada,65.1,107.8,0.381,0.346,0.534,49.6,43.6,7.4,12.5,0.492,13.3,31.1,0.278
New Hampshire,63.5,90.6,0.331,0.411,0.483,49.2,50,6.3,9.5,0.444,17.9,27.2,0.229
New Mexico State,66.9,113.8,0.535,0.273,0.576,53.5,50.6,6.9,13.5,0.539,16,37.5,0.368
New Mexico,65.6,111.2,0.466,0.32,0.556,53.8,61.6,7.2,13.3,0.511,13.8,32.5,0.338
New Orleans,72.6,98.5,0.503,0.28,0.523,51.7,51.4,9.1,7.9,0.476,19.7,35.5,0.343
Niagara,73.8,102,0.486,0.284,0.518,47.6,39.5,9.4,5.6,0.472,15.8,32.1,0.331
Nicholls State,66.8,101.6,0.388,0.365,0.526,47.9,54.2,8.6,8,0.5,15.7,28.9,0.246
NJIT,68.8,104.8,0.368,0.353,0.548,49.1,54.1,9.3,10.8,0.51,16.5,28.7,0.266
Norfolk State,66,107.4,0.394,0.285,0.549,52.5,53.7,9.2,11.9,0.515,17.1,37.4,0.273
North Carolina-Asheville,70.2,109.9,0.433,0.328,0.563,52.1,48.1,9.1,14.6,0.517,16.5,35.5,0.323
North Carolina A&T,67.5,95.7,0.593,0.347,0.501,50.5,47.7,6.9,12,0.435,19,33.5,0.415
North Carolina Central,64.7,112.5,0.476,0.297,0.559,52.6,59,11.7,12.4,0.513,14.8,36.6,0.347
North Carolina-Greensboro,70.6,99.6,0.384,0.266,0.522,51.1,47,7.9,6.2,0.486,17.1,29.5,0.264
North Carolina State,64.9,108.1,0.37,0.255,0.529,49.5,49.1,7.3,10.8,0.5,13.4,34.2,0.243
North Carolina-Wilmington,64.8,95.9,0.329,0.276,0.474,48.8,46.7,9.1,11.2,0.44,14.7,32,0.216
North Carolina,70,108.5,0.429,0.211,0.526,53.4,54.9,10.4,12.5,0.499,14.1,38.1,0.268
North Dakota State,63.9,117.7,0.409,0.275,0.593,53.2,43,9.7,13.1,0.555,13.4,31.7,0.307
North Dakota,68.8,108,0.409,0.313,0.542,48.2,46.9,12.3,6.9,0.507,14,31.4,0.281
North Florida,69.2,104.2,0.408,0.355,0.544,52,50.8,7.5,9.3,0.506,18.5,34,0.288
North Texas,69.7,98.8,0.417,0.258,0.504,49.6,41.9,9.3,8.9,0.462,15.5,29.9,0.283
Northeastern,64.8,100.6,0.444,0.284,0.515,51.3,50.5,8.2,9,0.48,17,32.7,0.287
Northern Arizona,63.6,104.5,0.342,0.283,0.538,52.5,44.2,9.7,11.9,0.503,16.9,33.7,0.244
Northern Colorado,64.1,113.9,0.372,0.281,0.573,51.8,44.9,8.8,6.6,0.547,15,34.4,0.255
Northern Illinois,63.8,95.7,0.5,0.299,0.487,53,42,10.1,10.7,0.432,18.7,37.2,0.342
Northern Iowa,65.6,110.1,0.382,0.432,0.564,49.4,57.2,8.5,8.4,0.528,14.2,26.3,0.276
Northern Kentucky,64.3,104.7,0.357,0.404,0.54,47.7,47.4,8.3,8.6,0.506,15.5,28.4,0.252
Northwestern State,77.6,109.9,0.394,0.259,0.555,48.5,53.5,11,12.2,0.514,14.8,33,0.292
Northwestern,62.6,94.4,0.355,0.422,0.5,46.7,54.7,6.8,9.7,0.461,15.5,22.5,0.248
Notre Dame,64,110.3,0.3,0.346,0.547,50.9,57.7,9,8.1,0.517,13.6,32.1,0.216
Oakland,68.8,106.9,0.387,0.399,0.549,46.2,63.6,10,5.7,0.508,14.1,25.3,0.283
Ohio State,65.1,106.1,0.423,0.329,0.54,50.2,49.9,11.8,12.2,0.503,14.9,29.6,0.291
Ohio,66.2,109.2,0.343,0.381,0.575,50,58.8,9.6,11,0.525,17.1,29.2,0.246
Oklahoma State,69.5,112.8,0.497,0.338,0.569,48.8,51.6,10.8,12.2,0.524,12.9,28,0.357
Oklahoma,71.7,112.9,0.394,0.37,0.56,50.9,53.1,9.4,8.4,0.517,13.5,32.4,0.295
Old Dominion,64.2,99.3,0.393,0.303,0.505,51.5,46.3,9.7,11.4,0.477,17.2,34,0.244
Oral Roberts,65.5,108.3,0.414,0.248,0.545,52.1,47.9,7.9,11.4,0.504,14.8,33.4,0.298
Oregon State,68.3,109.7,0.509,0.267,0.578,50.7,52.1,7,11.5,0.541,17.1,31,0.354
Oregon,69.9,115,0.438,0.337,0.583,50.7,53,10.9,8.7,0.535,14,32.2,0.338
Pacific,67.2,108.2,0.404,0.318,0.552,52.1,50.2,7.5,5.6,0.503,15.6,32.5,0.309
Penn State,66.4,105.5,0.394,0.344,0.53,50.5,46.8,6.7,13.5,0.483,13.7,30.2,0.292
Pennsylvania,70.1,97,0.392,0.287,0.531,47.9,59.6,8.3,9.4,0.497,20.1,28.6,0.266
Pepperdine,66.7,106.2,0.389,0.324,0.547,50.2,55.4,7.1,11.1,0.512,15.8,30.7,0.272
Pittsburgh,62.4,113,0.443,0.269,0.55,54.5,62.9,11.1,8.6,0.507,13.7,37.3,0.315
Portland State,65.6,107.9,0.411,0.314,0.561,47.5,51.2,9,5.6,0.521,15,27.6,0.301
Portland,67.2,109,0.395,0.273,0.551,51.6,58.3,8.6,10.9,0.509,14.8,32.1,0.29
