school,pace,ortg,ftr,tpar,ts_pct,trb_pct,ast_pct,stl_pct,blk_pct,efg_pct,to_pct,orb_pct,ft_fga
Austin Peay,71.8,106.9,0.405,0.373,0.569,44.9,40.2,7.8,6.3,0.535,15.4,24.4,0.286
Ball State,72.7,106.7,0.346,0.418,0.571,51.2,56.9,8.1,8.8,0.54,17.5,28.3,0.248
Baylor,65.3,111.5,0.338,0.328,0.562,56.5,59.1,7.9,13,0.53,17.1,40.2,0.244
Belmont,69,110.7,0.306,0.526,0.59,52.1,60.3,6.3,6.8,0.558,16.3,26.3,0.235
Bethune-Cookman,70.1,98.7,0.274,0.352,0.498,47,53.3,10.6,7.9,0.472,15.3,31.1,0.182
Binghamton,67.4,100.4,0.316,0.39,0.538,48.6,53.4,7.7,6.9,0.508,16.4,23.4,0.223
Boise State,70.4,106.7,0.412,0.403,0.558,51.3,47.7,7,6.1,0.52,16,28.2,0.294
Boston College,72.5,100,0.296,0.364,0.541,50.2,56.1,7.7,7.3,0.516,17.9,25.7,0.201
Boston University,69.9,102.9,0.336,0.419,0.547,50.1,55,11.7,7.7,0.517,17.2,27.6,0.234
Bowling Green State,72.7,100.1,0.361,0.329,0.514,48.8,46.9,9.4,7.1,0.481,15.1,28.2,0.241
Bradley,68.6,95.1,0.418,0.354,0.524,49.2,50.9,8.9,10.5,0.488,19.5,26.2,0.281
Brigham Young,75.6,106.7,0.422,0.325,0.555,53.5,57,8.7,11.7,0.511,16,29.2,0.31
Brown,72.1,105.1,0.445,0.401,0.566,47.8,54.3,10.5,5.3,0.516,17.6,27.1,0.338
Bryant,70,103.2,0.332,0.366,0.535,49.4,54.8,9.5,5.8,0.499,16.2,29.5,0.239
Bucknell,70.7,107.9,0.372,0.384,0.578,50.6,54.1,10.2,9.7,0.553,16.8,26.7,0.253
Buffalo,73.1,105.8,0.366,0.374,0.545,53.1,52.3,7.7,10.2,0.513,16.6,33,0.253
Butler,67.3,112.6,0.371,0.376,0.581,50.6,50,8.9,8.4,0.546,13.4,27.1,0.275
Cal Poly,66.7,99.9,0.297,0.421,0.507,46.5,44.4,7.8,9.2,0.475,14,26,0.207
Cal State Bakersfield,69.6,100.8,0.371,0.32,0.523,52.3,56.6,11.5,12.3,0.496,17.8,33.9,0.237
Cal State Fullerton,70.8,100.9,0.404,0.341,0.533,52.2,47.1,9.6,9.9,0.497,17.4,30,0.277
Cal State Northridge,74.6,104.6,0.459,0.238,0.55,49,51,9.2,7,0.503,15.8,28,0.334
UC-Davis,70.2,98.9,0.412,0.316,0.526,50.8,52.8,7.9,9,0.49,17.6,28.9,0.278
UC-Irvine,67.1,103.3,0.296,0.356,0.534,54.5,50.3,7.2,11.4,0.508,17,32.4,0.203
UC-Riverside,69.7,93.3,0.296,0.331,0.497,48.9,49.1,9.8,8.8,0.464,16.9,25.7,0.206
UC-Santa Barbara,66.2,91.4,0.29,0.322,0.453,49.5,54.3,7.9,6.8,0.423,15.4,31.5,0.184
University of California,66.3,101.3,0.377,0.347,0.514,54.7,50.7,7.2,12.1,0.481,16,32.9,0.249
Campbell,67.7,105.2,0.361,0.401,0.568,49.3,47.5,9.7,11.3,0.53,16.9,24.4,0.272
Canisius,71.4,108.9,0.309,0.403,0.562,48.3,63.7,9.4,4.9,0.531,15.8,30.2,0.227
Central Arkansas,72.2,102.5,0.36,0.321,0.535,48.8,55.6,7.6,7.4,0.498,16.6,28.8,0.258
Central Connecticut State,66.5,93.9,0.333,0.261,0.492,48.5,50.5,8.5,6.9,0.467,18.2,31.5,0.207
Central Florida,66.2,101,0.399,0.394,0.535,55.6,48.5,6,11.1,0.504,18.9,32.6,0.264
Central Michigan,77.8,112.2,0.354,0.518,0.562,47.7,39.7,7.2,6.6,0.516,12.6,27.9,0.28
Charleston Southern,69.7,105.3,0.344,0.358,0.53,50.1,41.4,8,8.4,0.502,14.1,29,0.229
Charlotte,74.4,102.4,0.341,0.349,0.548,44.8,45.1,8.5,7.3,0.509,14.9,20.6,0.254
Chattanooga,68.1,109.2,0.394,0.388,0.567,49.1,47.1,11.4,12.4,0.533,16.8,31.1,0.28
Chicago State,70.3,91.4,0.296,0.354,0.476,46.8,48.7,9.4,6.6,0.439,16.7,26.8,0.207
Cincinnati,65.1,113.3,0.325,0.361,0.547,53.3,57.5,11.1,13.9,0.52,12.9,35.5,0.223
Citadel,82.6,107.5,0.34,0.494,0.541,45.9,57.2,11.1,5.9,0.5,14.7,30.1,0.258
Clemson,67.7,110,0.343,0.345,0.547,49.3,47.5,10.5,10.7,0.511,13.6,31.4,0.251
Cleveland State,68.8,96.2,0.294,0.386,0.497,47,43.9,10.2,8.7,0.465,16.2,29,0.203
Coastal Carolina,71,101.7,0.298,0.399,0.514,52,45.7,8.5,8.7,0.488,15.6,31.1,0.196
Colgate,66.4,99,0.335,0.432,0.547,49.7,55.6,7.6,7.7,0.52,19.3,25.1,0.227
College of Charleston,65.6,104.9,0.429,0.36,0.539,49.1,44.2,8.4,9.8,0.491,14,25.6,0.316
Colorado State,68.1,106.6,0.394,0.366,0.531,51.9,45.2,8.9,9.8,0.487,13.8,31.6,0.288
Colorado,69,108.7,0.386,0.36,0.544,52.1,53.4,7.3,11.9,0.508,14.8,32.7,0.272
Columbia,69.5,102.5,0.29,0.364,0.532,48.5,59.7,10,9.2,0.502,16,28.1,0.205
Connecticut,65.4,102.1,0.342,0.347,0.528,50.9,55.5,6.7,15.3,0.492,16,29.9,0.244
Coppin State,70.5,93.1,0.404,0.384,0.482,46.3,47.5,8,6.4,0.443,16.7,28.4,0.262
Cornell,71.3,99.8,0.294,0.437,0.553,48.7,55.9,7.2,6.7,0.527,18.3,22.5,0.205
Creighton,72.9,112.3,0.277,0.358,0.592,49.3,55.5,8.4,7.6,0.576,15.2,24.8,0.189
Dartmouth,68.2,97.9,0.338,0.386,0.534,50.5,47.7,6.7,4.7,0.499,19.1,27.6,0.24
Davidson,69.5,105.4,0.315,0.46,0.552,49.6,61.3,7.3,8.5,0.516,15.4,25.1,0.238
Dayton,69.4,108.9,0.436,0.381,0.571,49.7,61,11.2,11.9,0.538,15,25.8,0.301
Delaware State,68.4,98.6,0.292,0.39,0.515,46.2,54.9,8,8.5,0.49,17,29.3,0.192
Delaware,66.1,98.4,0.326,0.35,0.508,50.1,49.7,8,9.7,0.475,15.7,27.5,0.224
Denver,69,109,0.346,0.33,0.58,53.1,55.7,7.2,6.1,0.548,17.1,28.8,0.254
DePaul,69,99.5,0.356,0.313,0.523,49,47.2,9.6,8.8,0.481,17.6,29.9,0.262
Detroit Mercy,74.3,102.4,0.384,0.362,0.541,47.1,48,8.7,6.9,0.512,17,27.6,0.255
Drake,70,100.5,0.298,0.421,0.521,47.5,53.2,8.6,6.4,0.482,15.5,26.9,0.225
Drexel,71.4,103.3,0.311,0.373,0.526,49.8,54.3,8.1,8.1,0.5,15.7,30.9,0.207
Duke,69.9,115.7,0.393,0.383,0.588,51.9,47.5,8.7,10.9,0.548,14.2,31.6,0.299
Duquesne,71,99.3,0.371,0.369,0.523,49.4,51.1,6.9,10,0.489,17.4,29,0.251
East Carolina,66.8,94.8,0.375,0.372,0.493,50.4,55,7.6,13.2,0.458,17.8,30.7,0.246
East Tennessee State,71.4,110.2,0.432,0.352,0.587,53.1,53.8,11.6,13.6,0.555,18,31.3,0.304
Eastern Illinois,70.5,103,0.271,0.376,0.519,49,57.5,9.4,10.7,0.487,15,30.4,0.198
Eastern Kentucky,69.7,99.7,0.374,0.419,0.533,46.8,56.3,8.4,10,0.495,17.3,26.2,0.264
Eastern Michigan,71.2,108.4,0.35,0.301,0.538,49.9,48.3,13.4,13.1,0.5,14.3,34.3,0.254
Eastern Washington,68,112.4,0.342,0.375,0.587,50.9,44.5,6.6,12.5,0.551,15.3,27.6,0.263
Elon,69.2,106.1,0.302,0.454,0.55,50.2,54.8,7.3,6.1,0.525,14.6,25,0.207
Evansville,67,102.3,0.447,0.197,0.536,50.6,55.3,7.7,9.1,0.49,15.4,27.2,0.318
Fairfield,71.7,100.5,0.272,0.421,0.536,48.5,56.4,7.4,7.3,0.513,16.5,24.4,0.186
Fairleigh Dickinson,70.2,103.2,0.362,0.354,0.544,47.3,48.5,8.9,7,0.499,16.5,27.8,0.277
Florida A&M,72.2,97.7,0.373,0.299,0.508,45.7,49.7,8.9,9.1,0.475,16.1,25.8,0.246
Florida Atlantic,70.2,98.9,0.304,0.348,0.501,47.3,48.8,8,7.4,0.467,14.2,27,0.213
Florida Gulf Coast,69.3,113.8,0.329,0.315,0.579,53.9,52.3,8.7,9.7,0.554,15.3,33.9,0.231
Florida International,66.5,103.1,0.291,0.307,0.54,51.2,43,8.8,5.9,0.505,17,30.5,0.218
Florida State,72.6,113.1,0.384,0.313,0.566,52.7,49.3,10.2,13.7,0.537,14.1,33.6,0.265
Florida,70.1,110,0.402,0.366,0.556,51.3,47.2,10.7,11.8,0.516,14.6,31.8,0.293
Fordham,66.8,96.3,0.266,0.444,0.52,44.3,57.9,14.5,9.3,0.49,17.2,23.4,0.193
Fresno State,70.1,102.5,0.408,0.317,0.543,50.6,48.6,11.7,11.3,0.511,16.6,27.5,0.274
Furman,67.4,109.1,0.321,0.427,0.579,51.7,57.1,10.3,7.3,0.555,16.8,28,0.224
Gardner-Webb,71.4,106.1,0.43,0.29,0.555,52.8,53.2,12.1,9.7,0.534,17.1,31.9,0.268
George Mason,69.2,105.2,0.395,0.276,0.541,55,45.3,7.1,7.2,0.494,15.9,32,0.295
George Washington,67,104.3,0.366,0.383,0.538,53,56.8,8.2,9.9,0.495,16.6,32.5,0.273
Georgetown,70.2,104.7,0.426,0.337,0.562,50.6,59.4,7.7,11.5,0.52,17.7,28.9,0.312
Georgia Southern,70.5,106.7,0.4,0.438,0.549,46.8,40.7,9.6,8.8,0.52,14.6,26,0.266
Georgia State,70.3,104.8,0.349,0.365,0.555,51.6,45.1,10.1,14,0.534,17.4,30.4,0.226
Georgia Tech,69.3,97,0.356,0.248,0.513,49.8,62.6,9.5,15.7,0.479,16.9,28,0.243
Georgia,69.7,102,0.408,0.283,0.536,51.5,51.3,7.6,9.8,0.485,16.3,28.7,0.309
Gonzaga,70.9,116.4,0.39,0.329,0.596,54.7,51.8,9.6,11.2,0.567,14.2,29.8,0.28
Grambling,69.8,101,0.384,0.299,0.514,47.6,43.8,12.5,6.9,0.48,16.4,31.6,0.255
Grand Canyon,71.2,102.6,0.412,0.342,0.527,50.9,53.5,10.5,6.7,0.493,15.5,29.1,0.274
Green Bay,76.8,103.2,0.382,0.297,0.527,51.2,48.8,9.9,10.6,0.491,15.5,30.2,0.263
Hampton,70.9,97.1,0.343,0.336,0.501,50.7,48.5,6.9,10.1,0.46,16.9,31.7,0.245
Hartford,70,94.3,0.326,0.428,0.51,45,50.3,10.1,9.2,0.475,18.1,24.8,0.228
Harvard,67.5,106.5,0.331,0.412,0.556,51.1,57.7,9.3,13.3,0.52,16.6,29.2,0.246
Hawaii,68.3,98.9,0.366,0.399,0.527,49.1,59.9,7.3,5.3,0.488,17.6,28.3,0.262
High Point,66.8,101.4,0.376,0.307,0.535,51.2,53.1,8.7,9.4,0.49,16.9,29,0.279
Hofstra,69,111.1,0.375,0.415,0.55,50.3,49.5,6.4,6.3,0.52,13.2,31.1,0.257
Holy Cross,61.5,97.7,0.344,0.441,0.535,42.8,64.3,15.3,9.2,0.503,16.3,19.4,0.238
Houston Baptist,72.9,108,0.375,0.298,0.539,54.1,52.5,8.6,7,0.503,15.3,36.9,0.262
Houston,65.8,111.6,0.286,0.358,0.546,50.5,47.8,8,10.7,0.517,12.7,31.9,0.205
Howard,68.4,93,0.449,0.318,0.48,49.4,42.5,7.7,10.1,0.436,18.2,32.5,0.295
Idaho State,70.2,98.6,0.379,0.386,0.537,44.4,42.6,10.2,6.7,0.504,16.6,21.3,0.259
Idaho,67.9,105.2,0.399,0.371,0.542,52.6,52.2,7.2,7.9,0.501,15.9,30.9,0.288
Illinois-Chicago,74,102.2,0.399,0.353,0.547,52.1,55.8,7.3,11.1,0.509,19,32.2,0.283
Illinois State,65.8,104.6,0.301,0.404,0.536,51.7,55.8,10.8,14.4,0.513,15.9,30.6,0.2
Illinois,68.9,103.7,0.318,0.362,0.539,51.2,52.6,8.1,6.5,0.512,15.7,28.7,0.219
Incarnate Word,73.3,103.6,0.452,0.372,0.563,45.7,49.2,7.9,10.4,0.527,16.6,22.6,0.314
Indiana State,70.1,97.2,0.314,0.397,0.515,46.7,54.7,9.1,10.1,0.485,15.8,22.2,0.214
Indiana,69.5,112.3,0.341,0.387,0.582,55.1,50.9,8.7,11.8,0.552,18.2,36.3,0.249
Iona,72.3,110,0.31,0.4,0.569,48.2,55.3,9.3,7.7,0.534,14.6,27,0.238
Iowa State,70.6,112.5,0.276,0.393,0.572,47.7,53.6,10.8,8.9,0.55,12.6,25.6,0.194
Iowa,72.8,107.8,0.349,0.373,0.554,50.1,62.4,9.9,9.4,0.525,16,31.8,0.24
Fort Wayne,75.1,114,0.264,0.412,0.599,53.3,54.6,10.1,11,0.579,15.8,29.1,0.191
IUPUI,72,107.7,0.334,0.38,0.551,49.4,51.5,9.3,7.3,0.525,15,29.5,0.228
Jackson State,65.9,97.2,0.333,0.392,0.48,51.5,48.9,9.3,8,0.443,15.3,34.3,0.224
Jacksonville State,65.3,105.7,0.346,0.367,0.559,52.7,57.5,6.8,10.8,0.528,18,31.5,0.247
Jacksonville,70.4,109.6,0.342,0.431,0.584,49.5,50.7,11.4,5.7,0.553,16.2,27.3,0.251
James Madison,65.8,100,0.359,0.363,0.541,52.5,50,8.8,8.8,0.504,18.7,29.2,0.257
Kansas State,67.5,106.4,0.412,0.363,0.56,49.2,60,11.4,10.3,0.527,16.8,29.5,0.286
Kansas,71.4,115.4,0.36,0.359,0.583,53,54.5,9.6,11.2,0.561,15.1,33.9,0.244
Kennesaw State,71.5,105,0.308,0.256,0.542,51,56.8,7.1,7.4,0.515,16.3,31.3,0.213
Kent State,70.7,107,0.328,0.349,0.521,54,45.5,8.9,9.7,0.484,14.9,38.7,0.236
Kentucky,74.3,113.8,0.409,0.316,0.564,53.2,51.6,8.1,13,0.529,13.4,33.2,0.288
La Salle,69.1,107.4,0.383,0.42,0.575,49.4,55.8,9.1,6,0.533,16.6,25.6,0.294
Lafayette,70.3,94.2,0.297,0.4,0.528,46.1,53.1,7,8.5,0.497,18.8,20,0.211
Lamar,70.7,108,0.411,0.37,0.555,50.6,53,11.2,7.5,0.526,16.1,31.9,0.275
Lehigh,70.4,106.7,0.324,0.385,0.589,51.7,54.5,9.4,8.5,0.555,17.9,23.4,0.251
Liberty,64.3,102.5,0.342,0.497,0.561,45.6,58.2,10.1,6.6,0.525,14.9,15.7,0.254
Lipscomb,76,111.4,0.41,0.469,0.593,50.9,63.8,8.7,8.2,0.561,17.5,29.6,0.296
Long Beach State,71.5,102.9,0.369,0.303,0.533,49.5,49.9,8,6.9,0.493,16.9,31.7,0.267
Long Island University,68.5,102.8,0.385,0.289,0.522,54,43.6,8.4,9.2,0.485,17.4,36.8,0.264
Longwood,71,94.7,0.293,0.342,0.533,44.7,43.9,8.2,10.3,0.501,19.4,21.8,0.214
Louisiana,73.3,111.4,0.415,0.333,0.559,54.2,50.3,9.6,7.1,0.524,15.4,36.7,0.288
Louisiana-Monroe,66.1,98.6,0.26,0.372,0.511,50.4,54.4,6.9,6,0.487,16.7,29.7,0.174
Louisiana State,73.2,102.2,0.316,0.309,0.532,49.4,46.5,8.2,9.4,0.502,17.2,30.9,0.22
Louisiana Tech,70.8,109.1,0.345,0.364,0.563,52.4,59.6,9.5,13.7,0.533,15.2,29.1,0.245
Louisville,68.5,112,0.34,0.321,0.543,54.1,48.4,9.7,15.2,0.514,13.4,36.6,0.233
Loyola (IL),66.9,108,0.31,0.379,0.584,49.2,55.6,10,6.7,0.56,15.8,22.1,0.219
Loyola Marymount,69,101.7,0.311,0.35,0.525,49.5,57,11,11.6,0.506,16.4,30.7,0.193
Loyola (MD),67.2,97.3,0.397,0.3,0.511,51.3,51.1,10.7,9.6,0.47,18.9,33.1,0.275
Maine,69.2,93.5,0.301,0.359,0.489,48.5,50.5,7.5,5.2,0.46,16.5,26.9,0.197
Manhattan,71.8,96.5,0.41,0.351,0.521,49.8,46.4,9.6,8.7,0.474,19.7,30.8,0.299
Marist,69.1,99.8,0.379,0.421,0.539,44.8,47,6.6,6.7,0.499,16.6,21.6,0.275
Marquette,71.1,115.2,0.31,0.415,0.607,49.6,57.1,10.1,9.3,0.576,15.5,27,0.242
Marshall,77.3,109.5,0.365,0.43,0.571,46.7,56.4,7.7,8.3,0.536,14.2,24.4,0.268
Maryland-Baltimore County,71.3,111.4,0.339,0.412,0.582,49.9,53,9,6.4,0.55,14.8,25.8,0.252
Maryland-Eastern Shore,69.8,100.6,0.332,0.38,0.52,46.4,52.6,8,7.5,0.489,15.4,26.7,0.227
Maryland,68.1,108.1,0.398,0.411,0.557,50.3,57.1,8,11.9,0.523,16.3,31.1,0.278
Massachusetts-Lowell,73,106,0.311,0.363,0.58,49,56.4,7.5,5.4,0.551,18.5,27.2,0.228
Massachusetts,73,98.5,0.346,0.407,0.525,49.3,62.5,10.4,13.2,0.497,17.8,28.1,0.228
McNeese State,72.4,96.9,0.359,0.346,0.514,45,42.2,7.5,7.5,0.479,16.9,26,0.246
Memphis,70,104.9,0.367,0.318,0.523,50.2,59.6,9.8,13,0.489,14,31.6,0.25
Mercer,63.5,110.4,0.324,0.393,0.554,54,55,6.5,7.5,0.512,15.2,35,0.253
Miami (FL),64.7,106.3,0.343,0.326,0.544,53,47.8,9.9,10.5,0.51,16.6,33.4,0.246
Miami (OH),71.6,97.4,0.38,0.356,0.525,47.1,46.3,10.3,11.8,0.488,17.9,25.6,0.262
Michigan State,68.2,105.1,0.335,0.38,0.563,52.6,65.3,6.3,11.9,0.54,18,29.1,0.224
Michigan,63.8,116.5,0.301,0.451,0.601,47.9,52.6,9,7.4,0.57,12.8,24.5,0.234
Middle Tennessee,66.4,112.4,0.304,0.299,0.567,53.9,54.4,10.1,8.3,0.543,13.6,30.7,0.212
Milwaukee,65.3,100.6,0.276,0.401,0.532,48.5,54.3,7,4.6,0.511,15.6,24.1,0.182
Minnesota,70.3,104.6,0.396,0.299,0.528,50.5,57.2,7.9,15.9,0.487,14,29.6,0.281
Mississippi State,70.8,102,0.339,0.385,0.54,48.9,47,10.5,10.7,0.511,16.8,27.2,0.233
Mississippi Valley State,72.1,95.8,0.335,0.262,0.496,47,45.7,9.3,5.2,0.466,17,30.4,0.218
Mississippi,73.4,105.4,0.428,0.377,0.539,52,50.9,9.1,11.3,0.488,16.5,33.8,0.322
Missouri-Kansas City,74.5,102.9,0.374,0.408,0.55,47.9,49.5,9,7,0.515,17.3,27.6,0.267
Missouri State,66.4,107.6,0.344,0.393,0.545,54.2,48.1,7.9,10.7,0.513,15.6,33.2,0.241
Missouri,70.5,97.4,0.387,0.39,0.494,48.1,51.9,8.8,6.2,0.452,14.6,28.2,0.264
Monmouth,74.2,108.3,0.373,0.382,0.551,50.2,46.4,9.2,11.9,0.508,14.5,29.7,0.282
Montana State,71.7,108.3,0.367,0.433,0.554,49.6,49.4,7.7,6.6,0.517,14.5,27.8,0.268
Montana,68.7,107.8,0.33,0.355,0.55,50,49.3,8.2,7.9,0.512,13.7,28,0.249
Morehead State,71.8,108.6,0.285,0.298,0.547,53.5,54.9,9.3,9.4,0.518,15.7,35.7,0.207
Morgan State,70.3,95.2,0.38,0.302,0.478,50.8,46.6,8,8.9,0.43,16.6,34.8,0.27
Mount St. Mary's,68.4,99.1,0.324,0.369,0.536,44.5,46,9,9.6,0.51,17.1,23,0.218
Murray State,71.1,110.1,0.368,0.394,0.551,50.9,50.9,8.3,6.1,0.512,14.4,31.8,0.271
Navy,64.9,99.5,0.359,0.385,0.51,54.2,58.9,10.9,7.1,0.482,18.6,37.2,0.23
Omaha,76.2,108.8,0.405,0.388,0.571,48.7,49.4,10.6,8.6,0.529,15.9,28.4,0.303
Nebraska,69.2,99.5,0.298,0.294,0.498,51.3,44.6,9.7,9.7,0.463,15.9,33.9,0.211
Nevada-Las Vegas,70.4,96.6,0.376,0.352,0.494,49.9,55.2,8.3,6.6,0.451,15.5,28.9,0.261
Nevada,70.9,112,0.413,0.402,0.561,52.4,59.9,7.6,11,0.525,13.4,30.3,0.291
New Hampshire,66.8,104.8,0.351,0.407,0.546,54.3,50.8,5.9,5,0.51,16.1,29.3,0.255
New Mexico State,70,112.1,0.431,0.382,0.568,54.4,55.3,6.9,9.6,0.531,16.5,36.7,0.307
New Mexico,70.5,104,0.461,0.262,0.553,50.5,53.9,8.6,10.3,0.502,16.3,27,0.344
New Orleans,69.5,103.2,0.427,0.25,0.552,52.9,60.2,11.2,8.6,0.513,20.2,36.7,0.303
Niagara,71.8,102.2,0.336,0.328,0.519,49.8,49.2,7.2,11.2,0.476,15.4,30.6,0.252
Nicholls State,72.2,102.2,0.372,0.446,0.546,45.3,55.8,10.3,15.4,0.504,17.5,26.8,0.275
NJIT,71.5,101.2,0.323,0.417,0.526,52,50.3,9.1,8.1,0.493,16.3,30.1,0.227
Norfolk State,70.6,97.5,0.373,0.34,0.517,51.2,45.3,7.1,14.5,0.482,18,29.7,0.254
North Carolina-Asheville,69.5,108.9,0.357,0.351,0.57,49,56.4,13.1,5.8,0.545,14.7,25,0.243
North Carolina A&T,65.1,97.3,0.342,0.355,0.515,49.8,48.4,6.8,6.4,0.483,18.9,32.2,0.233
North Carolina Central,68.8,108.7,0.341,0.38,0.546,51.7,52.7,8.9,8.7,0.517,14.8,32.9,0.233
North Carolina-Greensboro,68.4,109.8,0.295,0.395,0.564,52.6,55.4,10.2,10.9,0.539,16.9,34.8,0.209
North Carolina State,71.9,107.1,0.362,0.335,0.558,50.1,51.5,7,10.7,0.527,16.1,29.8,0.253
North Carolina-Wilmington,71.5,118.1,0.317,0.411,0.578,51.6,52.7,9.3,8.2,0.555,12.4,32.8,0.219
North Carolina,72.6,116,0.348,0.303,0.55,58.2,58.9,9.7,9.7,0.519,13.4,41.3,0.244
North Dakota State,68.8,107.4,0.384,0.372,0.561,50,47.1,8.8,10.1,0.526,14.8,25.7,0.273
North Dakota,72.9,108.8,0.364,0.305,0.573,50.5,52.6,10.6,7.5,0.542,15.7,26.8,0.26
North Florida,73.3,105.8,0.369,0.415,0.554,51.9,48.3,7.4,10,0.53,18.5,34.2,0.242
North Texas,71.6,96.2,0.362,0.333,0.507,48,45.7,9.2,8.4,0.477,16.7,26.9,0.234
Northeastern,67.2,105.9,0.378,0.433,0.563,49.7,54,8.1,9.9,0.535,16.4,25.6,0.257
Northern Arizona,71.1,97,0.34,0.394,0.504,51.5,57.2,6.2,5.4,0.47,17.5,31.2,0.233
Northern Colorado,70.5,100.7,0.354,0.439,0.533,50.7,53.6,7.1,6.1,0.516,17.3,28.1,0.214
Northern Illinois,69.3,101.8,0.385,0.273,0.516,52.2,41.9,10,7.6,0.48,16.1,33.4,0.261
Northern Iowa,64.7,94.4,0.334,0.45,0.513,44.4,47.9,10,8.5,0.472,15.9,18,0.244
Northern Kentucky,70.8,107.3,0.363,0.422,0.557,53.1,52.4,8.1,7.1,0.529,16.4,31.7,0.247
Northwestern State,73.4,102.7,0.426,0.327,0.54,49.6,53.9,9.1,6.8,0.502,17.7,31.3,0.294
Northwestern,66.6,106.8,0.304,0.357,0.534,50.6,59.1,7.9,13.2,0.497,13.8,30.7,0.227
Notre Dame,67.7,113.8,0.286,0.406,0.573,48.7,57.8,10.4,9.7,0.536,12.3,27.3,0.229
Oakland,74.5,106.2,0.372,0.359,0.558,51.5,61.6,10.5,11.6,0.515,16,29.1,0.283
Ohio State,68.7,105.6,0.381,0.331,0.552,51.6,52.5,7.5,10.8,0.522,16.7,29.7,0.26
Ohio,72.1,106.8,0.341,0.404,0.559,49.8,49.7,8.1,7.5,0.532,15.4,25.7,0.235
Oklahoma State,72.7,117.8,0.383,0.357,0.583,52.9,50.8,10.5,8.1,0.539,15.1,38.1,0.302
Oklahoma,71.1,100.6,0.368,0.3,0.517,50.5,41.6,9.5,12.7,0.475,16.4,30.9,0.265
Old Dominion,63.8,100.2,0.341,0.275,0.487,54,58,9.8,14.5,0.456,14.5,35.5,0.219
Oral Roberts,71.4,104.4,0.301,0.323,0.542,48.3,52.2,7.5,7.8,0.505,14.8,25.7,0.229
Oregon State,67,93.9,0.337,0.348,0.517,47.9,52.7,8.2,10.4,0.488,20.1,27.2,0.223
Oregon,68.8,114.2,0.347,0.388,0.582,52.9,56.3,9.4,17.2,0.554,14.7,32.2,0.247
Pacific,68,97.9,0.346,0.289,0.489,51.4,50.5,6.2,6,0.452,14.6,30.2,0.234
Penn State,71.5,98.5,0.329,0.341,0.515,47.6,54.4,9.3,14,0.473,15.8,26.6,0.245
Pennsylvania,67.4,101.8,0.26,0.43,0.535,49.3,56.5,9.6,10.6,0.516,16.6,27.5,0.171
Pepperdine,69.8,98.8,0.3,0.266,0.517,47.8,52,7.3,7.1,0.495,15.8,26.2,0.192
Pittsburgh,67.2,106.8,0.394,0.399,0.555,50.1,58.6,5.6,8.7,0.514,15.5,28.2,0.289
Portland State,74.6,110.8,0.373,0.35,0.564,47.6,51.2,12.9,7.2,0.541,13.8,27.5,0.246
Portland,67.5,98.4,0.365,0.32,0.526,47.6,42.9,7.2,9.7,0.482,16.8,25,0.27
