school,opp_pace,opp_ortg,opp_ftr,opp_tpar,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_to_pct,opp_orb_pct,opp_ft_fga
Portland,64.6,104.1,0.36,0.325,0.529,47.2,48.8,10,8,0.488,15,29.7,0.263
Prairie View,69.2,99.8,0.51,0.305,0.524,54.2,50.6,9.5,9.6,0.482,20.3,39.7,0.339
Presbyterian,63.3,109.4,0.28,0.426,0.547,50.9,58.5,10.9,7.4,0.523,14.7,32.8,0.194
Princeton,65,101.1,0.411,0.3,0.533,51.2,47.5,9.1,13.3,0.492,16.3,26,0.291
Providence,65.7,99,0.393,0.363,0.52,47.1,54.1,8.7,8,0.482,17.1,29,0.271
Purdue,64.9,98.3,0.384,0.305,0.497,46.5,51,10.6,8.8,0.454,15.1,30.9,0.266
Quinnipiac,66.4,99.1,0.334,0.308,0.489,42.1,51.2,9.7,7.8,0.452,12.1,26.5,0.23
Radford,66.1,100.8,0.349,0.286,0.513,47.9,44.8,9.8,8.8,0.476,16.1,31.7,0.244
Rhode Island,66.5,90.1,0.457,0.268,0.483,47.8,48.8,9.9,10.6,0.437,19,29,0.302
Rice,62.8,102.1,0.398,0.33,0.526,51.2,58.4,10.6,13.6,0.494,16.8,31.3,0.262
Richmond,61.9,96.8,0.335,0.293,0.501,54.6,42.6,7.4,9,0.46,17.9,33.3,0.239
Rider,64.6,97.6,0.377,0.384,0.521,49.7,56.8,10,7.9,0.475,18.8,29.6,0.278
Robert Morris,66.7,101.9,0.376,0.364,0.524,52.1,62.2,9.5,9.1,0.493,18.3,35.9,0.248
Rutgers,64.9,103.5,0.32,0.376,0.526,51,56.4,9.9,8.5,0.498,15.6,31.4,0.216
Sacramento State,63.5,107.3,0.323,0.37,0.56,51.7,59.1,8.5,9.4,0.529,17.1,32.1,0.232
Sacred Heart,69.2,104,0.336,0.346,0.526,49,48.2,10.7,8,0.49,15.8,32.5,0.24
Saint Francis (PA),63.8,99.7,0.301,0.357,0.522,52.2,48.1,9.2,9.5,0.49,17.5,30.7,0.214
Saint Joseph's,64.1,99.1,0.313,0.336,0.511,49.9,57.3,9.5,9.2,0.483,16.4,30.4,0.209
Saint Louis,63.7,103.3,0.436,0.331,0.547,52.8,57.6,10.7,13.2,0.513,18.4,31.8,0.295
Saint Mary's (CA),62.5,100.9,0.33,0.319,0.517,44.7,55.4,9.6,8.9,0.481,13.6,24.4,0.234
Saint Peter's,61.4,96.7,0.458,0.363,0.508,49.9,52,9.5,10.2,0.452,18,30.5,0.334
Sam Houston State,67.3,88.3,0.402,0.291,0.475,45,57,8.8,9.4,0.436,18.5,26.6,0.26
Samford,67.2,106.6,0.459,0.314,0.563,52,58.8,9.7,11.6,0.531,18.4,33.4,0.309
San Diego State,60.8,87.7,0.252,0.321,0.465,47.6,46.4,9,10.5,0.433,18.4,29.7,0.175
San Diego,63.3,98.5,0.416,0.278,0.52,50.8,51.3,8.4,10.2,0.478,18.2,31.3,0.289
San Francisco,65.6,102.5,0.384,0.365,0.527,49.5,52.9,7.8,8.3,0.49,16.4,30.4,0.267
San Jose State,64.3,107.6,0.417,0.342,0.553,54.2,61.1,11.4,9.5,0.526,15.4,30.5,0.274
Santa Clara,61.3,108.5,0.414,0.343,0.55,53.1,59.5,8.4,10.9,0.514,16,33.9,0.29
Savannah State,66,104.3,0.502,0.289,0.581,53.4,52.7,14,13.8,0.524,21.8,34.1,0.348
Seattle,62.1,98.8,0.329,0.404,0.503,47,63.2,11.8,9.1,0.463,15.1,27.9,0.238
Seton Hall,66,102.1,0.379,0.318,0.51,49.5,54.7,10,10.2,0.478,15.2,33.2,0.249
Siena,66.9,109.9,0.51,0.342,0.567,51,50.8,9.6,10.4,0.514,17.9,37.1,0.382
South Alabama,68.5,106.6,0.345,0.289,0.525,50.7,47.8,9.3,9,0.49,13.4,32.7,0.242
South Carolina State,65,102.4,0.352,0.368,0.531,52,53.6,9,10.9,0.506,17.4,32.6,0.229
South Carolina Upstate,64.9,94.1,0.292,0.402,0.485,47.3,53.8,8,7.3,0.455,17.8,32,0.194
South Carolina,65.3,94.9,0.438,0.363,0.498,48.4,51.4,9.1,11.1,0.445,18.2,31.5,0.314
South Dakota State,66.6,96.9,0.403,0.322,0.5,48.8,50,9.4,8.8,0.463,15.9,28.2,0.265
South Dakota,65.8,104.1,0.347,0.352,0.545,48.7,52.8,7.8,8.4,0.506,15.4,27,0.256
South Florida,64.4,105,0.423,0.338,0.523,51.2,55.3,10.3,10.3,0.485,15.8,34.7,0.288
Southeast Missouri State,67.2,101.9,0.41,0.318,0.536,49.7,51.4,8.7,6.6,0.5,17.7,30.9,0.282
Southeastern Louisiana,68.4,104.9,0.344,0.36,0.542,51.2,50.9,9.6,10.7,0.505,16.7,32.4,0.249
Southern California,68.8,101.7,0.312,0.353,0.514,51.2,53,9.8,8.8,0.48,16.2,34.3,0.221
SIU Edwardsville,67.3,99.5,0.373,0.327,0.517,50.5,57.5,8.8,10.1,0.483,17.3,31.2,0.253
Southern Illinois,61.7,100.4,0.4,0.359,0.553,48.7,58,9.7,8.7,0.512,19.1,26.3,0.292
Southern Methodist,63.3,94.1,0.31,0.453,0.488,45,60.9,10.4,9.2,0.455,17.5,29.4,0.21
Southern Mississippi,63,107.4,0.316,0.407,0.554,53.4,57.7,11.2,10.9,0.528,17.3,34.1,0.218
Southern Utah,68,107.9,0.503,0.305,0.552,52.1,50.1,9.4,8.3,0.509,14.2,28.8,0.351
Southern,66.3,95.3,0.437,0.317,0.483,50.3,46.1,9,8.5,0.437,17.4,33.7,0.292
St. Bonaventure,65.1,98.6,0.339,0.344,0.515,47.1,57.6,9,9.2,0.484,17.1,29,0.228
St. Francis (NY),65.7,97.2,0.402,0.265,0.516,45.3,47.8,9.5,7.8,0.474,17.7,28.6,0.281
St. John's (NY),67.6,100,0.333,0.358,0.496,52.6,56.1,7.6,8.5,0.466,16.2,34.9,0.218
Stanford,65.5,101.1,0.365,0.323,0.518,47,51.9,7.1,8.4,0.484,15,27.8,0.249
Stephen F. Austin,68,94.4,0.493,0.279,0.532,45.8,47.8,8.8,9.6,0.485,22.2,29.3,0.343
Stetson,67.2,109.9,0.321,0.375,0.541,53,52.9,9.2,9,0.507,14,33.6,0.232
Stony Brook,63.6,94.1,0.31,0.356,0.493,44.2,56.1,9.9,7.9,0.457,15.8,24.9,0.217
Syracuse,66.1,95.2,0.3,0.374,0.499,48.9,65.8,9.5,8,0.464,18.1,31.4,0.211
Temple,65.1,93.6,0.335,0.328,0.479,49.2,52.3,7.7,10.8,0.445,16.1,29.2,0.219
Tennessee-Martin,63.3,102.3,0.28,0.38,0.528,46.9,53.9,9,9.1,0.499,14.4,25.3,0.198
Tennessee State,64.7,105.2,0.408,0.423,0.531,52.2,59.4,9.7,10.4,0.496,15.5,32.3,0.275
Tennessee Tech,67.7,102.7,0.407,0.355,0.544,46.6,51.7,11,7,0.511,17.1,28.9,0.276
Tennessee,61.2,104.5,0.435,0.431,0.555,48.9,66.6,8.4,9.2,0.519,19.4,33.3,0.303
Texas A&M-Corpus Christi,64.2,100.1,0.456,0.356,0.52,50.5,53.7,8.8,7.5,0.476,17.9,33,0.315
Texas A&M,64.3,97.1,0.364,0.428,0.506,46.6,60.2,9.5,11.1,0.468,16.8,28.2,0.251
Texas-Arlington,70.2,100.9,0.413,0.403,0.518,49.7,53.8,9.4,11.5,0.472,16.9,32.8,0.294
Texas Christian,64.7,95.7,0.48,0.245,0.491,48.1,50.4,8.8,10.8,0.441,17,33.4,0.322
Texas-El Paso,65.4,97.1,0.319,0.32,0.499,49.3,50.5,9.4,7.9,0.469,16.1,29.8,0.211
Texas-Rio Grande Valley,65,108.1,0.327,0.363,0.538,52.8,57.6,10.8,8.8,0.503,15.8,36.6,0.237
Texas-San Antonio,66.9,104.7,0.295,0.393,0.552,48.4,54.6,9.8,14.6,0.522,17.7,31.3,0.214
Texas Southern,64.5,103.5,0.331,0.283,0.52,50,47.7,9.9,10.4,0.493,15.8,34.6,0.216
Texas State,63.4,92.5,0.368,0.338,0.506,51.8,51.9,9.5,9,0.462,20.7,31.5,0.263
Texas Tech,63,101.3,0.371,0.384,0.525,49.3,52.8,11.5,11.3,0.492,17.2,32.6,0.251
Texas,62.9,94.7,0.348,0.308,0.46,44,50.6,9.9,8.7,0.421,12,28.6,0.231
Toledo,67.2,104.8,0.31,0.382,0.528,47.2,50.4,10.4,8.4,0.497,14,29.5,0.218
Towson,61.6,103.9,0.441,0.331,0.515,43.8,52,9.7,11.6,0.469,12.9,28.8,0.31
Troy,66.6,103.4,0.285,0.367,0.528,51.2,52.3,9.6,9.3,0.499,16.7,34.1,0.202
Tulane,63.6,98.6,0.362,0.295,0.524,48.7,50.6,9.4,12.1,0.496,18,28.9,0.237
Tulsa,64.1,93.9,0.317,0.386,0.489,48.6,53,8.1,9.6,0.459,17.2,28.4,0.208
UCLA,67.3,100.5,0.323,0.385,0.518,47.4,58.4,9.3,8,0.485,15.6,28.6,0.225
Utah State,63,99.8,0.293,0.357,0.486,54.2,57.3,9.6,7.7,0.457,14.2,34,0.194
Utah Valley,62.5,102.6,0.355,0.346,0.527,50.2,51.6,10.9,11,0.489,15.5,29,0.253
Utah,62.6,90.9,0.337,0.293,0.47,46.3,43.6,8.9,9.9,0.43,16.1,27.9,0.23
Valparaiso,63.8,92.8,0.327,0.382,0.485,44.9,56.3,10.5,9,0.446,16.6,26.9,0.23
Vanderbilt,63.5,100,0.341,0.328,0.499,48.6,49.2,10.3,9.1,0.462,15.3,32.6,0.236
Vermont,64.3,91.4,0.399,0.295,0.481,48.8,47.6,10.5,10.4,0.431,17.4,28.2,0.282
Villanova,65,93.1,0.304,0.322,0.488,48.5,54,8.3,8.6,0.455,18.4,31.2,0.207
Virginia Commonwealth,66.4,96.7,0.378,0.351,0.53,50.8,56.8,8.6,9.6,0.495,20.5,30.6,0.262
VMI,77.5,102.7,0.418,0.247,0.549,51.7,46.6,10.1,12.9,0.515,18.6,33,0.286
Virginia Tech,64.1,107.5,0.338,0.389,0.535,54.8,56.7,8.1,13.1,0.508,15.8,36.6,0.226
Virginia,58.6,87.2,0.286,0.366,0.454,44,49.5,8.5,7.4,0.423,15.7,24.3,0.185
Wagner,67.9,106.6,0.529,0.344,0.572,47.9,56.9,10.1,11.5,0.532,18,30.1,0.366
Wake Forest,68.6,103.9,0.352,0.352,0.539,47.8,52,11.7,10.6,0.509,15,26.4,0.239
Washington State,67.6,111.8,0.341,0.296,0.552,52,48.2,8.8,8.6,0.524,12.2,30.3,0.236
Washington,66.2,102.2,0.317,0.295,0.504,50.4,47.8,9.1,8.2,0.47,14.2,33.2,0.219
Weber State,64.8,104.2,0.307,0.278,0.53,49.9,47.3,9.9,9.5,0.498,14.8,29.8,0.219
West Virginia,68.7,96.5,0.555,0.322,0.569,47.9,53.3,8.3,10.3,0.527,24.8,30.9,0.383
Western Carolina,66.8,104.8,0.51,0.407,0.547,49.8,55.5,11.3,9.2,0.497,18.1,33.9,0.365
Western Illinois,67.8,103.9,0.366,0.328,0.535,53.7,50.6,9,9.2,0.5,15,27.8,0.257
Western Kentucky,67.9,97.8,0.334,0.352,0.51,48.6,51.2,9.3,9.5,0.479,16.9,29.1,0.226
Western Michigan,64.8,105.6,0.357,0.409,0.551,49.6,53.1,9.1,8.8,0.516,16.7,30.2,0.257
Wichita State,61.9,92,0.368,0.309,0.497,46.4,45.4,6.5,9.2,0.456,18.7,26.8,0.255
William & Mary,64.6,102.8,0.305,0.381,0.525,50.3,55.1,10.6,8,0.495,15.2,29,0.211
Winthrop,67.4,98.6,0.378,0.337,0.504,50.4,45.4,8.9,10,0.463,16.8,32.1,0.263
Wisconsin,59.5,97.2,0.224,0.257,0.503,45.3,40,6.8,6.3,0.477,14,23.7,0.159
Wofford,62.7,95.2,0.357,0.317,0.507,48.9,43,8.4,9.5,0.467,17.8,26.9,0.251
Wright State,64.4,104.6,0.404,0.33,0.552,54,54.4,8.5,10.2,0.509,17.5,30.6,0.297
Wyoming,58.3,94.6,0.26,0.355,0.495,50.1,49,9,8.1,0.465,15.9,26.4,0.183
Xavier,65.6,100.9,0.333,0.371,0.529,47.2,54.7,9.9,9.9,0.5,16.4,27.3,0.226
Yale,62.3,95.4,0.32,0.329,0.499,45.6,49.1,9.7,9.3,0.467,16.7,27.7,0.217
Youngstown State,68.2,108.8,0.359,0.35,0.55,52.6,55.8,8.9,9.5,0.518,15.3,33.4,0.252
