school,gp,w,l,srs,sos,aw,al,tm_pts,opp_pts,mp,fga,fg_pct,tpa,tp_pct,fta,ft_pct,orb,trb,ast,stl,blk,to,pf
New Orleans,29,11,18,-11.86,-6.36,2,13,2062,2133,1170,1604,0.439,366,0.336,770,0.69,365,1014,279,216,101,452,608
Niagara,30,8,22,-9.27,-1.8,4,10,1930,2154,1210,1608,0.399,524,0.351,662,0.695,343,1016,338,172,69,408,559
Nicholls State,29,10,19,-15.84,-5.3,3,12,1885,2117,1170,1511,0.438,496,0.313,645,0.626,314,981,367,201,120,492,635
NJIT,33,21,12,-3.21,-4.07,6,10,2368,2229,1320,1768,0.457,742,0.376,680,0.696,319,1110,492,232,149,450,646
Norfolk State,34,20,14,-4.66,-6.35,7,10,2385,2254,1380,1801,0.472,549,0.346,751,0.659,370,1224,459,173,167,460,668
North Carolina-Asheville,31,15,16,-7.19,-5.65,6,10,2242,2183,1245,1774,0.44,652,0.357,619,0.725,352,1120,423,228,144,437,594
North Carolina A&T,32,9,23,-16.76,-8.02,2,15,1884,2112,1285,1622,0.4,555,0.283,633,0.681,366,1066,297,170,127,483,594
North Carolina Central,33,25,8,0.66,-8.67,9,7,2278,1821,1325,1668,0.487,593,0.369,632,0.685,312,1121,461,219,134,414,636
North Carolina-Greensboro,33,11,22,-7.99,-4.36,4,9,2290,2337,1330,1895,0.442,598,0.361,613,0.649,364,1138,400,206,109,414,711
North Carolina State,36,22,14,14.11,9.72,5,5,2525,2367,1450,2054,0.436,661,0.357,727,0.686,435,1369,415,138,184,375,637
North Carolina-Wilmington,32,18,14,-2.53,-1.92,7,11,2239,2200,1295,1834,0.442,465,0.348,677,0.675,359,1131,368,244,140,395,661
North Carolina,38,26,12,20.63,11.76,7,4,2953,2616,1530,2309,0.476,514,0.358,814,0.701,526,1541,661,251,160,481,738
North Dakota State,33,23,10,-1.72,-3.63,5,8,2141,2057,1335,1713,0.434,600,0.383,614,0.692,274,1098,315,156,123,325,504
North Dakota,30,8,22,-12.16,-3.73,4,12,2032,2201,1211,1637,0.436,543,0.331,628,0.678,260,961,353,189,94,373,640
North Florida,35,23,12,-0.82,-5.94,9,9,2651,2385,1400,1910,0.47,810,0.391,747,0.723,339,1219,506,214,146,436,568
North Texas,31,14,17,-4.95,-0.71,3,10,2025,2113,1245,1678,0.433,489,0.301,677,0.629,338,1094,310,209,103,420,548
Northeastern,35,23,12,2.03,-1.34,8,7,2397,2279,1415,1725,0.486,526,0.386,713,0.727,297,1160,500,183,129,483,496
Northern Arizona,38,23,15,-3.48,-4.13,8,12,2606,2556,1535,2175,0.404,734,0.347,793,0.75,501,1463,463,182,153,447,709
Northern Colorado,30,15,15,-6.82,-6.21,3,11,2242,2203,1220,1691,0.475,535,0.381,602,0.714,339,978,370,196,59,313,594
Northern Illinois,30,14,16,-1.79,-0.14,4,11,1971,1989,1215,1543,0.428,470,0.317,735,0.68,373,1039,294,226,73,426,573
Northern Iowa,35,31,4,12.54,2,9,3,2281,1912,1420,1618,0.48,645,0.398,644,0.733,255,1071,413,207,84,363,508
Northern Kentucky,30,13,17,-6.85,-4.49,4,11,2117,2079,1210,1693,0.46,648,0.349,507,0.657,299,1014,379,173,85,348,612
Northwestern State,32,19,13,-5.48,-4.52,7,8,2687,2656,1280,2052,0.461,740,0.357,709,0.749,372,1106,509,242,144,392,596
Northwestern,32,15,17,6.11,7.2,3,8,2031,2066,1305,1669,0.436,635,0.359,477,0.732,277,1052,460,118,126,357,573
Notre Dame,38,32,6,19.23,7.02,7,2,2963,2499,1545,2061,0.509,775,0.39,756,0.742,313,1231,576,256,138,357,540
Oakland,33,16,17,-1.28,1.27,4,12,2450,2482,1350,1854,0.462,716,0.362,695,0.686,340,1109,517,196,55,416,572
Ohio State,35,24,11,19.68,7.37,4,6,2635,2204,1410,1995,0.483,637,0.37,693,0.68,387,1241,534,266,178,396,563
Ohio,30,10,20,-4.15,0.45,1,11,2028,2166,1205,1678,0.433,637,0.341,486,0.735,268,1023,341,154,128,382,512
Oklahoma State,32,18,14,12.95,9.63,3,8,2160,2011,1290,1667,0.44,647,0.349,645,0.726,287,1039,366,253,156,392,614
Oklahoma,35,24,11,18.65,9.94,5,6,2501,2196,1410,2035,0.435,688,0.343,668,0.741,389,1332,430,237,174,419,570
Old Dominion,35,27,8,7.68,-0.15,5,5,2273,1999,1410,1935,0.432,636,0.325,592,0.666,438,1267,472,221,115,377,618
Oral Roberts,34,19,15,-3.83,-1.99,5,11,2377,2343,1370,1859,0.429,575,0.357,801,0.719,363,1157,376,197,131,396,632
Oregon State,31,17,14,5.93,4.97,2,9,1887,1834,1245,1577,0.422,495,0.323,573,0.693,293,973,373,241,123,365,590
Oregon,36,26,10,11.43,7.65,6,4,2713,2550,1460,2143,0.463,726,0.362,613,0.76,372,1298,508,207,157,421,655
Pacific,31,12,19,-3.19,3.31,5,8,1996,2115,1255,1633,0.417,584,0.346,667,0.648,385,1076,363,125,74,391,667
Penn State,34,18,16,7.77,7.1,3,8,2273,2250,1380,1893,0.42,679,0.334,656,0.695,354,1201,336,206,138,414,692
Pennsylvania,28,9,19,-8.32,-1.36,5,10,1687,1882,1125,1379,0.434,448,0.346,495,0.675,258,886,329,153,67,419,557
Pepperdine,32,18,14,3.86,2.8,7,7,2020,1972,1280,1666,0.423,463,0.313,630,0.741,300,1062,425,200,108,395,562
Pittsburgh,34,19,15,8.45,7.36,2,8,2279,2230,1375,1866,0.447,484,0.339,650,0.685,407,1136,561,168,95,336,606
Portland State,29,15,14,-7.75,-4.86,6,9,2083,2098,1165,1645,0.44,507,0.381,598,0.742,283,942,381,183,117,324,511
Portland,33,17,16,3.06,2.67,5,7,2315,2253,1340,1825,0.444,574,0.376,668,0.717,389,1173,486,192,148,402,610
Prairie View,33,15,18,-10.86,-8.2,7,12,2211,2280,1320,1923,0.427,532,0.333,604,0.646,388,1072,354,287,105,471,716
Presbyterian,32,10,22,-16.26,-4.51,3,11,1978,2214,1280,1656,0.447,425,0.32,546,0.659,296,1029,341,166,90,415,507
Princeton,31,16,14,-1.34,-2.92,4,9,2066,1972,1200,1455,0.463,668,0.377,658,0.711,189,913,391,165,90,366,562
Providence,34,22,12,13.71,9.5,5,6,2370,2227,1370,1889,0.438,546,0.313,768,0.707,411,1228,474,242,155,407,628
Purdue,34,21,13,12.93,7.64,4,6,2375,2195,1375,1840,0.449,597,0.327,767,0.683,409,1249,505,185,177,444,642
Quinnipiac,30,15,15,-1.46,-3.66,5,7,2092,2026,1230,1813,0.394,537,0.307,643,0.773,491,1361,416,107,173,416,570
Radford,34,22,12,-3.89,-5.53,8,8,2476,2301,1380,1946,0.458,634,0.334,695,0.691,411,1240,450,242,150,408,611
Rhode Island,33,23,10,9.31,2.87,7,5,2232,1986,1325,1732,0.449,482,0.303,812,0.655,362,1183,430,215,184,453,694
Rice,32,12,20,-2.86,-0.79,4,10,2052,2107,1315,1615,0.42,797,0.363,548,0.739,276,1019,405,190,70,459,606
Richmond,35,21,14,8.65,3.77,4,9,2313,2142,1430,1821,0.458,680,0.34,600,0.69,240,1025,469,242,116,346,595
Rider,33,21,12,-1.6,-3.11,11,5,2153,2103,1335,1790,0.438,599,0.334,638,0.603,357,1131,400,234,87,413,591
Robert Morris,35,20,15,-3.02,-3.5,8,8,2414,2397,1410,1926,0.443,590,0.375,684,0.709,367,1162,428,300,100,467,650
Rutgers,32,10,22,0.23,8.11,2,10,1898,2150,1280,1751,0.392,515,0.295,570,0.653,359,1118,343,178,118,417,530
Sacramento State,33,21,12,-4.62,-5.45,7,9,2342,2250,1320,1729,0.486,510,0.408,614,0.736,276,974,466,231,78,355,563
Sacred Heart,32,15,17,-7.36,-5.97,4,12,2360,2367,1315,1911,0.457,529,0.319,685,0.647,401,1225,469,210,110,439,588
Saint Francis (PA),32,16,16,-5.68,-4.97,6,13,2061,2050,1290,1653,0.438,677,0.334,576,0.672,267,998,376,209,83,398,507
Saint Joseph's,31,13,18,-0.23,2.58,3,11,1912,1999,1260,1704,0.404,559,0.299,600,0.615,352,1099,394,205,135,387,523
Saint Louis,32,11,21,-5.38,2.43,1,10,1912,2122,1290,1587,0.411,528,0.326,666,0.655,290,979,391,170,72,443,630
Saint Mary's (CA),31,21,10,8.68,3.78,7,4,2141,1984,1260,1645,0.457,603,0.373,576,0.715,328,1115,466,157,70,375,541
Saint Peter's,34,16,18,-2.95,-3.92,7,10,2081,2048,1380,1695,0.412,563,0.343,745,0.66,353,1109,344,213,101,413,654
Sam Houston State,35,26,9,2.97,-6.03,8,5,2592,2101,1415,1973,0.429,808,0.329,898,0.706,463,1409,516,229,154,455,712
Samford,32,13,19,-9.41,-5.57,4,11,2216,2301,1285,1756,0.444,588,0.347,661,0.684,326,1015,423,235,96,414,657
San Diego State,36,27,9,11.81,4.24,6,5,2226,1939,1455,1916,0.418,591,0.32,694,0.63,439,1270,377,247,179,410,506
San Diego,31,15,16,5.03,3.47,4,8,2006,1949,1250,1636,0.422,562,0.342,632,0.687,321,1016,388,199,119,365,618
San Francisco,32,14,18,3.08,2.83,4,8,2215,2167,1290,1735,0.451,596,0.341,709,0.629,340,1113,443,186,79,376,647
San Jose State,30,2,28,-16.22,1.92,0,12,1612,2086,1205,1559,0.355,668,0.293,475,0.653,272,939,294,145,78,426,548
Santa Clara,32,14,18,-0.38,4.12,3,9,2027,2136,1285,1675,0.424,636,0.349,520,0.737,296,956,379,180,59,339,599
Savannah State,31,9,22,-18.17,-6.27,2,16,1758,2072,1205,1549,0.409,400,0.255,548,0.575,328,907,277,263,71,513,588
Seattle,34,18,16,-5.85,-4.69,2,10,2123,2095,1365,1674,0.442,609,0.388,612,0.665,324,1149,471,185,50,466,572
Seton Hall,31,16,15,7.95,7.56,3,9,2119,2107,1250,1745,0.421,609,0.35,664,0.657,391,1123,384,185,127,385,595
Siena,31,11,20,-6.93,-2.9,5,10,2164,2289,1245,1736,0.431,458,0.332,727,0.71,395,1023,411,233,111,389,649
South Alabama,33,12,21,-9.46,-3.04,4,12,2275,2438,1335,1813,0.42,640,0.334,764,0.703,360,1175,353,157,121,474,586
South Carolina State,33,11,22,-17.37,-7.46,4,14,1965,2203,1325,1846,0.382,608,0.303,612,0.603,394,1142,360,200,101,412,579
South Carolina Upstate,36,24,12,-2.28,-7.5,9,7,2579,2198,1440,2124,0.442,863,0.336,631,0.655,482,1372,534,283,114,390,588
South Carolina,33,17,16,10.55,8.24,3,7,2146,2046,1320,1819,0.404,599,0.301,673,0.737,406,1178,437,208,133,424,634
South Dakota State,35,24,11,3.32,-3.23,7,9,2572,2277,1411,1918,0.452,732,0.383,780,0.713,337,1254,428,191,129,399,691
South Dakota,33,17,16,-4.9,-3.48,8,7,2309,2312,1350,1924,0.422,589,0.36,650,0.731,384,1169,388,184,80,372,603
South Florida,32,9,23,-4.96,2.56,1,13,1970,2189,1295,1720,0.433,448,0.304,556,0.619,343,1084,362,184,156,436,609
Southeast Missouri State,30,13,17,-5.23,-3.73,4,9,2087,2064,1205,1686,0.44,553,0.342,621,0.667,346,1050,378,218,132,394,598
Southeastern Louisiana,32,9,23,-10.97,-6.14,3,16,2186,2324,1295,1760,0.459,591,0.313,582,0.665,311,1068,389,194,112,492,590
Southern California,32,12,20,2.15,6.15,2,9,2143,2271,1300,1863,0.422,517,0.329,629,0.634,366,1149,397,208,133,446,565
SIU Edwardsville,28,12,16,-7.28,-4.54,1,12,1909,1884,1125,1532,0.431,521,0.38,579,0.675,292,969,345,178,120,375,518
Southern Illinois,33,12,21,-3.48,-0.6,2,12,1968,2044,1320,1626,0.419,418,0.33,667,0.702,327,1027,274,221,72,423,605
Southern Methodist,34,27,7,12.94,3.57,8,4,2350,2032,1365,1750,0.475,400,0.363,770,0.703,388,1244,524,237,146,426,551
Southern Mississippi,29,9,20,-10.03,-0.06,1,13,1742,1978,1170,1438,0.43,554,0.33,515,0.627,248,863,352,178,63,408,449
Southern Utah,29,10,19,-11.98,-5.48,4,11,2011,2146,1170,1537,0.455,537,0.391,599,0.669,218,920,344,144,108,393,651
Southern,35,18,17,-9.95,-8.23,7,10,2259,2226,1410,1895,0.423,484,0.31,775,0.654,403,1262,359,240,145,462,702
St. Bonaventure,31,18,13,3.93,1.34,7,6,2085,2005,1250,1723,0.425,503,0.314,653,0.706,384,1153,383,206,149,384,535
St. Francis (NY),35,23,12,-2.14,-6.2,9,7,2418,2262,1415,2005,0.417,662,0.295,809,0.679,521,1361,431,232,172,459,643
St. John's (NY),33,21,12,11.85,9.04,5,6,2343,2240,1325,1890,0.442,569,0.348,687,0.691,336,1164,408,246,210,352,587
Stanford,37,24,13,12.33,7.33,4,8,2676,2491,1505,2089,0.435,651,0.378,846,0.726,428,1363,435,204,102,399,708
Stephen F. Austin,34,29,5,8.61,-4.2,10,3,2672,2188,1365,1870,0.487,692,0.379,799,0.736,413,1176,596,259,120,476,734
Stetson,31,9,22,-16.22,-6.68,1,15,2064,2290,1240,1717,0.433,586,0.329,583,0.657,297,1041,388,139,103,384,543
Stony Brook,35,23,12,-0.03,-4.03,9,10,2290,2102,1405,1999,0.418,576,0.332,647,0.663,488,1395,420,180,147,416,578
Syracuse,31,18,13,11.91,7.68,4,7,2096,1965,1250,1775,0.43,515,0.301,629,0.66,373,1135,468,258,157,370,471
Temple,37,26,11,8.2,3.52,7,5,2436,2263,1485,2149,0.388,772,0.304,765,0.699,453,1410,457,254,165,352,632
Tennessee-Martin,34,21,13,-2.12,-3.9,12,9,2390,2224,1375,1838,0.465,681,0.394,582,0.708,332,1175,441,178,63,394,507
Tennessee State,31,5,26,-14.93,-2.38,0,17,1793,2111,1240,1548,0.395,486,0.35,648,0.619,297,1022,294,167,108,446,628
Tennessee Tech,30,12,18,-6.49,-3.99,2,14,2118,2095,1205,1741,0.441,526,0.321,609,0.678,396,1110,395,186,103,412,567
Tennessee,32,16,16,7.23,8.16,5,5,2025,2055,1285,1706,0.425,586,0.331,551,0.691,396,1040,350,247,108,387,625
Texas A&M-Corpus Christi,34,20,14,-5.58,-6.43,8,8,2266,2192,1365,1678,0.446,499,0.331,881,0.687,333,1101,354,230,91,430,693
Texas A&M,33,21,12,10.73,5.91,5,6,2236,2077,1330,1778,0.453,521,0.347,676,0.658,374,1197,485,186,97,410,595
Texas-Arlington,31,16,15,-3.59,-2.76,7,9,2220,2206,1245,1773,0.439,648,0.316,679,0.673,352,1144,399,206,107,453,654
Texas Christian,33,18,15,11.1,5.32,2,8,2249,2058,1330,1809,0.437,459,0.327,841,0.615,445,1214,435,207,176,395,681
Texas-El Paso,33,22,11,4.89,-0.51,5,7,2282,2104,1325,1717,0.466,506,0.366,752,0.661,312,1140,452,178,133,406,566
Texas-Rio Grande Valley,31,10,21,-14.46,-4.68,1,15,1927,2179,1240,1610,0.421,433,0.3,652,0.676,322,1000,411,171,102,417,544
Texas-San Antonio,30,14,16,-3.33,-2.61,7,7,2120,2111,1205,1701,0.422,587,0.325,708,0.699,387,1071,370,213,69,370,501
Texas Southern,35,22,13,-5.98,-6.09,10,11,2390,2386,1430,1840,0.445,574,0.322,861,0.661,394,1193,375,214,109,454,609
Texas State,31,14,17,-5.25,-3.36,4,10,1905,1854,1265,1645,0.404,506,0.314,606,0.69,315,1003,345,224,77,395,546
Texas Tech,32,13,19,3.77,7.2,0,10,1949,2059,1290,1610,0.405,524,0.323,742,0.642,374,1072,356,187,131,442,558
Texas,34,20,14,16.16,9.07,4,7,2290,2049,1375,1837,0.433,626,0.339,671,0.724,422,1351,442,128,265,435,555
Toledo,33,20,13,4.86,0.62,9,7,2483,2343,1330,1837,0.47,533,0.366,757,0.742,360,1204,432,170,108,405,563
Towson,32,12,20,-7.02,-3.8,6,10,2034,2080,1300,1678,0.411,429,0.312,787,0.663,468,1256,290,113,127,423,672
Troy,29,10,19,-8.72,-5.09,4,10,1946,2013,1170,1566,0.43,577,0.333,612,0.663,316,986,271,193,61,410,456
Tulane,31,15,16,-1.51,0.32,6,5,1973,1984,1265,1700,0.411,610,0.326,579,0.649,365,1076,349,193,62,397,550
Tulsa,34,23,11,6.66,2.81,8,4,2188,2064,1370,1820,0.416,586,0.321,746,0.649,375,1246,375,198,116,389,573
UCLA,36,22,14,12.07,8.27,2,8,2590,2453,1450,2099,0.443,606,0.368,750,0.676,440,1367,498,238,139,430,645
Utah State,31,18,13,2.92,0.28,7,7,2064,1973,1255,1596,0.452,591,0.394,579,0.672,215,978,445,149,142,323,505
Utah Valley,30,11,19,-12.72,-4.87,3,13,1758,1923,1200,1540,0.4,566,0.299,514,0.695,297,989,387,134,69,385,519
Utah,35,26,9,20.98,7.42,6,5,2496,1999,1405,1760,0.482,654,0.404,760,0.703,322,1204,489,208,175,407,581
Valparaiso,34,28,6,6.29,-2,8,4,2366,2021,1365,1836,0.456,620,0.381,676,0.675,397,1276,443,203,157,422,563
Vanderbilt,35,21,14,11.89,6.22,5,8,2472,2252,1420,1775,0.472,651,0.392,764,0.708,339,1184,541,168,186,452,603
Vermont,34,20,14,1.21,-5.52,7,10,2279,2012,1370,1701,0.471,513,0.355,715,0.692,274,1129,446,216,173,442,648
Villanova,36,33,3,23.13,7.55,9,2,2754,2193,1450,1951,0.47,837,0.389,815,0.731,371,1235,570,278,146,382,596
Virginia Commonwealth,36,26,10,12.79,6.1,8,4,2609,2368,1475,2139,0.419,854,0.343,797,0.657,444,1277,456,342,153,383,690
VMI,30,11,19,-9.85,-3.92,4,9,2415,2428,1220,2074,0.4,1078,0.317,607,0.684,434,1178,408,255,177,449,646
Virginia Tech,33,11,22,1.29,5.32,0,11,2156,2289,1330,1747,0.446,619,0.389,558,0.64,274,978,395,144,97,386,598
Virginia,34,30,4,21.73,7.81,11,1,2224,1751,1370,1758,0.457,483,0.352,614,0.726,358,1232,430,186,143,316,484
Wagner,30,10,20,-11.47,-4.99,2,15,2052,2206,1220,1804,0.4,574,0.312,616,0.696,445,1112,324,195,79,420,681
Wake Forest,32,13,19,4.62,7.68,2,10,2209,2307,1295,1809,0.421,614,0.336,751,0.638,375,1200,451,208,123,428,579
Washington State,31,13,18,0.14,6.08,3,9,2189,2373,1255,1712,0.434,626,0.342,679,0.72,282,1026,453,120,102,367,570
Washington,31,16,15,5.57,4.83,3,7,2128,2105,1245,1747,0.438,579,0.333,593,0.683,329,1082,412,152,153,361,535
Weber State,30,13,17,-7.29,-3.5,4,9,2010,2041,1210,1518,0.422,607,0.357,683,0.748,283,997,358,158,120,402,539
West Virginia,35,25,10,15.12,9.29,5,5,2542,2338,1410,2138,0.408,719,0.316,863,0.662,575,1272,494,376,96,453,821
Western Carolina,32,15,17,-5.83,-3.56,6,10,2251,2284,1305,1839,0.434,576,0.342,651,0.7,401,1130,375,260,141,435,671
Western Illinois,28,8,20,-13.81,-2.93,0,13,1747,1983,1125,1543,0.401,537,0.35,463,0.698,207,907,335,148,67,352,483
Western Kentucky,32,20,12,1.12,-0.44,5,8,2285,2149,1295,1824,0.435,685,0.362,690,0.654,363,1190,456,175,106,413,580
Western Michigan,34,20,14,0.25,0.19,5,9,2401,2354,1375,1802,0.454,649,0.364,750,0.703,338,1108,424,220,77,406,615
Wichita State,35,30,5,15.56,3.68,10,2,2460,2008,1410,1933,0.445,670,0.357,715,0.701,415,1245,476,250,134,327,587
William & Mary,33,20,13,2.82,-1.15,6,10,2414,2208,1330,1726,0.483,736,0.398,617,0.734,248,1065,487,204,137,379,513
Winthrop,32,19,13,-3.9,-7.38,6,9,2356,2159,1300,1809,0.449,700,0.359,664,0.724,332,1127,388,224,140,387,574
Wisconsin,40,36,4,24.61,10.29,10,2,2900,2327,1610,2115,0.479,790,0.365,765,0.763,383,1338,504,174,127,296,501
Wofford,35,28,7,2.56,-2.98,10,5,2331,2089,1400,1802,0.454,596,0.372,688,0.688,324,1139,461,228,87,379,589
Wright State,31,11,20,-6.41,-1.14,6,10,1989,2107,1250,1619,0.442,571,0.34,524,0.697,232,902,407,168,75,373,594
Wyoming,35,25,10,3.81,-0.04,5,7,2151,1974,1430,1619,0.461,642,0.326,638,0.702,216,1047,501,191,102,392,481
Xavier,37,23,14,15.42,9.48,5,7,2712,2492,1505,2011,0.475,666,0.351,775,0.73,364,1282,596,223,106,447,661
Yale,33,22,10,3.53,-0.87,11,6,2164,1931,1300,1667,0.444,595,0.37,653,0.711,360,1139,437,188,127,406,552
Youngstown State,32,11,21,-7.63,-1.73,3,12,2287,2394,1290,1826,0.442,588,0.354,670,0.694,315,1055,450,192,67,374,586
