school,gp,w,l,srs,sos,aw,al,tm_pts,opp_pts,mp,fga,fg_pct,tpa,tp_pct,fta,ft_pct,orb,trb,ast,stl,blk,to,pf
New Orleans,26,11,15,-15.03,-5.53,5,9,1858,1987,1040,1434,0.429,402,0.338,722,0.681,340,968,316,172,84,437,546
Niagara,33,7,26,-8.16,-1.34,1,14,2484,2709,1320,1949,0.429,554,0.3,947,0.682,409,1132,330,230,71,450,784
Nicholls State,29,14,15,-13.13,-7.67,4,12,1986,2114,1170,1595,0.444,582,0.306,619,0.633,293,920,384,168,83,351,685
NJIT,29,13,16,-12.52,-7.48,6,10,2109,2061,1170,1638,0.444,578,0.374,603,0.721,284,990,394,187,104,379,585
Norfolk State,34,19,15,-7.82,-7.17,7,8,2428,2398,1370,1864,0.465,532,0.352,734,0.693,418,1195,465,207,135,457,671
North Carolina-Asheville,32,17,15,-6.81,-5.5,5,10,2486,2424,1290,1832,0.456,601,0.371,793,0.745,385,1202,402,207,191,438,612
North Carolina A&T,32,9,23,-16.43,-7.4,1,17,2089,2342,1295,1626,0.383,564,0.303,964,0.699,388,1159,297,151,129,489,742
North Carolina Central,34,28,6,3.97,-8.03,11,5,2513,2023,1380,1832,0.462,545,0.338,872,0.728,403,1197,500,262,137,389,660
North Carolina-Greensboro,32,14,18,-12.33,-6.12,4,8,2267,2373,1290,1835,0.44,488,0.342,704,0.688,336,1172,380,180,75,447,681
North Carolina State,36,22,14,9.02,7.44,6,6,2561,2504,1460,2060,0.461,525,0.305,762,0.657,422,1239,466,173,149,375,670
North Carolina-Wilmington,32,9,23,-8.75,-0.78,3,14,2018,2221,1300,1841,0.402,509,0.273,606,0.655,390,1148,346,191,129,367,581
North Carolina,34,24,10,15.24,8.42,6,5,2604,2372,1370,2057,0.463,434,0.336,882,0.626,483,1350,523,249,161,406,690
North Dakota State,33,26,7,6.31,-0.02,10,5,2492,2164,1325,1759,0.505,483,0.364,719,0.751,307,1081,382,206,145,325,588
North Dakota,34,17,17,-6.84,-3.78,4,11,2526,2537,1359,1951,0.456,611,0.327,797,0.688,378,1071,417,287,90,378,691
North Florida,32,16,16,-7.52,-3.32,7,11,2318,2377,1285,1784,0.442,633,0.359,728,0.705,383,1183,401,167,126,483,601
North Texas,32,16,16,-4.67,-1.53,6,6,2228,2313,1295,1845,0.42,476,0.33,769,0.68,361,1183,324,210,114,405,645
Northeastern,32,11,21,-3.11,-0.3,4,9,2109,2199,1295,1692,0.434,481,0.324,752,0.645,361,1117,371,173,110,420,553
Northern Arizona,32,15,17,-6.6,-4.37,6,10,2144,2189,1290,1715,0.454,485,0.351,586,0.713,344,1055,344,198,126,404,564
Northern Colorado,32,18,14,-4.33,-6.09,4,11,2364,2248,1295,1752,0.493,492,0.386,651,0.685,346,1025,388,183,73,365,626
Northern Illinois,32,15,17,-3.54,-1.28,5,9,1992,2012,1305,1651,0.391,494,0.277,826,0.684,429,1199,271,211,107,470,642
Northern Iowa,31,16,15,5.29,2.85,3,10,2256,2149,1250,1693,0.45,732,0.361,646,0.724,272,1022,436,175,90,330,568
Northern Kentucky,30,9,21,-10.53,-4.97,2,12,2044,2211,1215,1618,0.435,654,0.349,578,0.706,286,940,334,163,89,348,624
Northwestern State,31,17,14,-3.59,-4.66,6,10,2686,2599,1260,2037,0.47,527,0.334,802,0.741,394,1182,513,270,165,420,635
Northwestern,33,14,19,4.72,8.57,5,7,1964,2091,1330,1679,0.396,708,0.306,596,0.7,249,1074,364,142,121,360,609
Notre Dame,32,15,17,8.19,6.78,1,9,2303,2258,1305,1842,0.455,637,0.358,553,0.718,344,1081,484,187,97,331,518
Oakland,33,13,20,-2.23,2.78,3,11,2455,2554,1334,1890,0.434,754,0.37,732,0.73,298,1025,522,229,61,367,658
Ohio State,35,25,10,17.84,8.12,5,5,2432,2092,1410,1875,0.45,617,0.324,793,0.689,346,1187,421,270,157,394,577
Ohio,37,25,12,2.7,-1.17,10,4,2647,2480,1465,1978,0.458,754,0.351,679,0.717,351,1252,532,232,151,475,688
Oklahoma State,34,21,13,19.02,8.34,3,7,2728,2365,1391,1941,0.463,656,0.364,964,0.719,332,1203,463,260,160,356,680
Oklahoma,33,23,10,14.91,8.97,5,4,2704,2508,1335,2034,0.447,752,0.379,802,0.749,398,1242,483,224,108,376,625
Old Dominion,36,18,18,-1.12,-0.81,5,9,2311,2322,1450,1927,0.428,583,0.326,758,0.621,430,1282,382,226,142,474,709
Oral Roberts,33,17,16,-2.94,-4.43,5,11,2357,2287,1330,1806,0.46,447,0.351,747,0.72,364,1168,398,172,147,376,644
Oregon State,32,16,16,6.03,5.87,3,9,2425,2420,1295,1689,0.488,451,0.392,860,0.695,312,1097,430,155,152,432,607
Oregon,34,24,10,15.75,8.05,5,5,2783,2521,1385,1977,0.469,666,0.389,865,0.772,356,1159,492,263,113,389,725
Pacific,34,18,16,1.74,3.25,5,9,2484,2523,1365,1889,0.446,600,0.36,763,0.765,375,1177,423,173,61,415,767
Penn State,34,16,18,7.68,7.06,4,8,2409,2388,1375,1915,0.428,659,0.319,754,0.741,357,1197,384,154,159,361,711
Pennsylvania,28,8,20,-6.59,-0.01,2,12,1911,2095,1125,1517,0.451,436,0.321,594,0.678,268,939,408,163,97,452,633
Pepperdine,31,15,16,0.8,2.6,6,7,2206,2247,1245,1701,0.454,551,0.358,661,0.7,314,1075,428,148,134,379,584
Pittsburgh,36,26,10,17.46,7.54,7,2,2586,2229,1466,1944,0.46,522,0.351,861,0.712,432,1291,563,254,107,373,620
Portland State,32,17,15,-7.59,-5.59,4,9,2320,2311,1310,1729,0.464,543,0.361,711,0.731,285,979,411,194,69,366,616
Portland,31,15,16,4.77,1.73,3,9,2327,2233,1270,1778,0.456,485,0.394,702,0.735,339,1116,472,184,128,366,620
Prairie View,34,11,23,-16.72,-7.99,2,16,2362,2623,1405,1949,0.417,651,0.343,791,0.649,403,1164,362,243,89,490,746
Presbyterian,32,6,26,-20.71,-7.51,1,15,2092,2445,1280,1724,0.448,538,0.353,529,0.677,244,980,372,141,96,398,494
Princeton,30,21,9,3.01,-2.4,9,6,2118,1931,1220,1592,0.442,774,0.359,599,0.721,252,982,431,189,109,335,508
Providence,35,23,12,11.37,7.85,5,6,2566,2443,1450,1984,0.428,628,0.347,831,0.782,432,1278,476,194,173,406,603
Purdue,32,15,17,8.21,7.62,2,8,2312,2293,1310,1926,0.427,538,0.327,733,0.671,446,1256,419,179,168,393,662
Quinnipiac,32,20,12,-0.13,-2.41,8,8,2521,2448,1290,1968,0.424,485,0.357,947,0.716,535,1454,404,115,147,402,623
Radford,35,22,13,-7.9,-8.31,9,8,2729,2600,1405,2035,0.478,610,0.362,820,0.688,397,1213,460,247,128,383,662
Rhode Island,32,14,18,2.87,3.26,3,11,2169,2178,1285,1703,0.443,474,0.321,779,0.653,356,1154,385,158,166,451,651
Rice,30,7,23,-9.43,-0.43,1,11,1853,2083,1225,1582,0.403,733,0.323,527,0.649,233,971,414,140,57,394,569
Richmond,33,19,14,5.7,4.3,5,8,2196,2150,1340,1777,0.422,649,0.322,728,0.669,304,1074,349,193,142,351,636
Rider,31,14,17,-4.34,-1.69,6,8,2292,2374,1260,1704,0.436,597,0.397,778,0.731,338,1040,377,188,89,409,623
Robert Morris,36,22,14,-3.52,-3.79,10,11,2593,2583,1445,2033,0.438,703,0.385,745,0.728,384,1205,445,255,65,411,656
Rutgers,33,12,21,-0.29,5.8,1,10,2347,2515,1320,1931,0.426,593,0.336,711,0.706,399,1169,418,190,140,417,681
Sacramento State,30,14,16,-8.04,-5.54,3,12,2070,2079,1210,1598,0.46,491,0.373,575,0.725,281,947,402,158,42,338,634
Sacred Heart,31,5,26,-12.93,-5.97,4,13,2162,2378,1255,1836,0.413,603,0.327,655,0.685,379,1070,388,166,65,378,618
Saint Francis (PA),31,10,21,-13.2,-5.65,5,13,1916,2150,1240,1649,0.409,688,0.32,539,0.642,280,934,361,176,85,333,481
Saint Joseph's,34,24,10,9.05,5.08,8,4,2433,2298,1365,1789,0.47,660,0.379,780,0.645,319,1218,476,151,154,409,544
Saint Louis,34,27,7,11.63,4.24,11,1,2374,2105,1375,1869,0.444,601,0.316,755,0.697,345,1231,482,253,138,431,597
Saint Mary's (CA),35,23,12,9.35,4.29,6,6,2502,2292,1406,1818,0.45,640,0.384,873,0.708,407,1188,430,203,117,409,678
Saint Peter's,31,14,17,-5.88,-3.27,5,11,1961,2042,1250,1618,0.407,516,0.316,682,0.704,329,1053,303,199,135,373,568
Sam Houston State,35,24,11,-4.45,-7.6,7,7,2647,2431,1420,1893,0.462,638,0.392,969,0.668,416,1220,551,236,122,447,746
Samford,33,13,20,-14.91,-7.41,2,15,2327,2521,1325,1792,0.474,488,0.33,692,0.676,299,1058,450,185,99,421,694
San Diego State,36,31,5,14.95,4.86,9,2,2530,2052,1450,2009,0.435,519,0.358,902,0.663,470,1364,356,274,183,355,600
San Diego,35,18,17,2.16,1.97,6,8,2362,2283,1400,1815,0.45,600,0.375,726,0.696,335,1160,410,202,137,415,652
San Francisco,33,21,12,5.92,4.28,7,5,2469,2357,1341,1819,0.473,618,0.362,807,0.648,372,1176,479,177,85,381,644
San Jose State,31,7,24,-7.96,3.05,3,12,1938,2222,1255,1686,0.374,797,0.332,569,0.722,322,1106,346,133,86,416,637
Santa Clara,33,14,19,0.88,3.01,5,8,2340,2325,1325,1853,0.425,678,0.366,704,0.733,343,1057,403,200,137,329,663
Savannah State,32,13,19,-9.57,-5.37,5,11,1968,2057,1295,1653,0.419,502,0.313,652,0.652,352,1072,334,223,157,502,669
Seattle,30,13,17,-5.86,-4.11,5,9,2139,2119,1215,1798,0.423,657,0.338,609,0.652,421,1151,394,192,91,419,662
Seton Hall,34,17,17,7.53,5.56,4,7,2442,2375,1385,1797,0.454,704,0.358,774,0.721,288,1103,452,226,93,415,675
Siena,38,20,18,-0.86,-0.15,6,9,2635,2662,1540,2165,0.419,516,0.328,903,0.72,525,1429,514,222,178,523,854
South Alabama,31,11,20,-5.08,-0.51,1,12,2136,2182,1260,1776,0.403,724,0.333,679,0.682,379,1155,349,153,123,380,621
South Carolina State,30,9,21,-17.21,-5.96,2,14,1883,2180,1220,1709,0.396,524,0.282,587,0.652,401,1090,364,168,99,452,577
South Carolina Upstate,34,19,15,-2.02,-4.61,5,12,2398,2282,1338,1888,0.453,645,0.318,716,0.675,424,1240,511,219,116,413,608
South Carolina,34,14,20,5.41,6.96,1,11,2323,2376,1360,1853,0.413,516,0.378,847,0.706,468,1202,416,214,128,485,771
South Dakota State,32,19,13,-0.17,-1.93,7,8,2315,2198,1280,1719,0.447,605,0.345,751,0.756,317,1138,421,174,102,381,561
South Dakota,30,12,18,-7.07,-0.81,2,13,2084,2152,1205,1613,0.442,539,0.354,622,0.751,263,983,381,163,113,371,522
South Florida,32,12,20,-0.52,4.6,5,7,2100,2264,1295,1729,0.434,376,0.258,757,0.662,354,1122,402,186,118,411,566
Southeast Missouri State,32,18,14,-5.49,-6.59,5,9,2654,2514,1297,1924,0.499,607,0.359,743,0.692,360,1191,533,228,136,419,641
Southeastern Louisiana,30,12,18,-13.06,-7.67,4,11,2085,2172,1210,1612,0.443,560,0.364,650,0.697,256,958,351,137,124,363,593
Southern California,32,11,21,2.6,8.02,2,10,2258,2410,1295,1824,0.439,501,0.291,761,0.67,354,1185,404,174,141,449,628
SIU Edwardsville,31,11,20,-10.61,-5.33,2,12,2264,2364,1245,1715,0.47,590,0.378,645,0.665,298,963,436,212,94,429,627
Southern Illinois,33,14,19,-0.46,0.23,3,11,2208,2208,1325,1717,0.455,449,0.33,741,0.672,371,1104,330,237,70,404,632
Southern Methodist,37,27,10,13.73,4.97,6,6,2627,2303,1480,1938,0.483,459,0.379,848,0.683,402,1333,560,282,165,493,692
Southern Mississippi,36,29,7,6.84,-0.08,10,6,2596,2280,1445,1884,0.463,576,0.349,956,0.679,443,1286,507,294,74,466,743
Southern Utah,29,2,27,-19.9,-3.19,0,16,1710,2171,1165,1462,0.404,401,0.327,576,0.689,234,827,313,129,94,403,675
Southern,32,19,13,-4.22,-7.95,9,8,2278,2006,1290,1822,0.452,554,0.339,718,0.618,380,1236,419,199,156,425,685
St. Bonaventure,33,18,15,5.92,2.64,4,9,2421,2313,1320,1881,0.455,475,0.326,774,0.716,418,1164,443,230,139,423,668
St. Francis (NY),32,18,14,-4.64,-5.9,7,11,2207,2139,1295,1813,0.431,619,0.315,659,0.683,383,1189,399,181,170,421,639
St. John's (NY),33,20,13,11.68,6.56,4,5,2403,2234,1345,1948,0.445,470,0.349,722,0.699,372,1216,434,224,249,353,623
Stanford,36,23,13,13.42,9,6,5,2616,2457,1445,1950,0.459,571,0.364,877,0.702,347,1257,415,191,154,409,655
Stephen F. Austin,35,32,3,4.82,-6.76,14,2,2661,2219,1410,1992,0.463,718,0.345,800,0.711,451,1186,574,257,104,393,730
Stetson,31,7,24,-15.81,-4.97,1,15,1916,2252,1248,1628,0.42,541,0.294,590,0.663,294,926,370,174,116,383,529
Stony Brook,34,23,11,-1.71,-6.47,8,6,2426,2253,1367,1900,0.453,518,0.355,725,0.72,394,1251,434,200,108,426,647
Syracuse,34,28,6,16.05,7.25,8,2,2311,2012,1370,1873,0.437,505,0.331,715,0.708,446,1200,402,271,171,306,546
Temple,31,9,22,2.69,6.88,2,9,2291,2421,1265,1934,0.428,594,0.338,614,0.707,383,1102,421,180,109,327,573
Tennessee-Martin,31,8,23,-13.45,-4.82,3,13,2304,2526,1240,1870,0.424,636,0.343,692,0.725,350,982,426,234,82,361,654
Tennessee State,30,5,25,-9.82,-1.99,2,13,2061,2265,1205,1647,0.429,502,0.293,714,0.7,344,1007,314,163,84,371,641
Tennessee Tech,33,17,16,-8.09,-4.57,6,9,2376,2376,1319,1810,0.454,565,0.327,808,0.677,390,1171,408,245,154,487,729
Tennessee,37,24,13,17.34,7.84,4,7,2672,2283,1490,2048,0.453,631,0.325,852,0.719,501,1424,472,192,172,388,617
Texas A&M-Corpus Christi,34,18,16,-6.41,-6.69,8,8,2350,2312,1365,1764,0.474,405,0.365,796,0.663,365,1135,425,224,98,405,685
Texas A&M,34,18,16,5.5,3.62,1,9,2199,2135,1385,1821,0.425,621,0.317,707,0.642,325,1147,439,218,130,386,609
Texas-Arlington,32,15,17,-4.92,-0.92,5,11,2443,2488,1304,1865,0.437,748,0.346,785,0.706,373,1185,390,163,120,431,634
Texas Christian,31,9,22,-1.33,7.9,3,9,1973,2247,1240,1623,0.403,454,0.322,709,0.732,259,928,354,185,100,362,534
Texas-El Paso,34,23,11,4.39,0.05,8,2,2347,2152,1370,1714,0.465,457,0.33,880,0.684,348,1233,458,170,138,451,618
Texas-Rio Grande Valley,32,9,23,-10.65,-4.42,5,11,2101,2262,1305,1828,0.413,555,0.279,660,0.661,349,1058,400,224,75,391,663
Texas-San Antonio,30,8,22,-11.1,-1.03,1,12,2066,2304,1205,1545,0.423,547,0.331,836,0.69,360,1038,316,181,55,473,619
Texas Southern,34,19,15,-8.41,-10.07,6,11,2584,2512,1380,1854,0.462,603,0.36,910,0.718,386,1246,476,155,124,454,561
Texas State,31,8,23,-7.74,-1.4,1,13,1903,2047,1245,1604,0.435,474,0.306,549,0.663,313,1004,344,182,87,425,561
Texas Tech,32,14,18,8.61,8.61,2,10,2190,2190,1285,1718,0.456,450,0.311,665,0.728,377,1054,366,196,117,385,605
Texas,35,24,11,12.67,9.15,4,6,2598,2475,1405,2095,0.432,545,0.327,909,0.671,528,1449,452,199,206,426,669
Toledo,34,27,7,3.3,-1.46,9,6,2694,2490,1370,1996,0.465,560,0.345,887,0.725,421,1218,508,231,101,346,592
Towson,36,25,11,0.55,-3.06,9,8,2633,2477,1445,1910,0.454,596,0.357,998,0.687,433,1395,355,147,177,415,711
Troy,31,11,20,-6.17,-2.9,3,11,2121,2171,1259,1688,0.416,645,0.34,750,0.661,361,1102,343,182,78,377,493
Tulane,34,17,17,-7.89,-1.73,4,6,2164,2357,1365,1681,0.413,584,0.351,823,0.694,351,1146,314,163,97,436,630
Tulsa,34,21,13,6.23,1.17,6,7,2471,2299,1370,1899,0.44,603,0.327,894,0.676,368,1231,427,232,127,394,725
UCLA,37,28,9,18.4,7.62,5,5,3003,2604,1490,2196,0.489,603,0.38,839,0.749,368,1308,636,341,111,379,652
Utah State,32,18,14,4.77,3.09,4,7,2215,2132,1290,1732,0.452,542,0.406,587,0.734,347,1166,510,110,116,353,565
Utah Valley,32,20,12,-4.42,-3.65,6,9,2161,2093,1285,1676,0.436,600,0.347,650,0.755,294,1087,453,159,89,355,536
Utah,33,21,12,12.66,6.21,2,9,2479,2122,1335,1781,0.488,581,0.351,723,0.743,299,1162,504,222,149,396,563
Valparaiso,34,18,16,0.21,-0.24,5,9,2439,2283,1375,1738,0.468,624,0.373,790,0.734,337,1220,437,190,173,506,706
Vanderbilt,31,15,16,5.52,6.49,3,8,2002,2032,1250,1598,0.431,599,0.319,658,0.658,305,1069,404,145,138,414,541
Vermont,33,22,11,4.52,-4.57,9,8,2334,2000,1325,1673,0.469,487,0.4,785,0.725,327,1131,424,238,140,396,615
Villanova,34,29,5,18.97,7.5,10,2,2651,2261,1385,1907,0.456,855,0.356,848,0.716,379,1263,523,236,141,406,672
Virginia Commonwealth,35,26,9,14.55,4.78,6,5,2624,2282,1420,2196,0.42,744,0.349,772,0.674,479,1317,459,391,150,423,686
VMI,35,22,13,-5.53,-6.33,7,9,3089,2891,1430,2441,0.446,962,0.325,842,0.713,503,1452,491,254,218,371,661
Virginia Tech,31,9,22,1.9,5.99,1,8,1950,2077,1255,1639,0.406,596,0.361,625,0.648,336,1138,338,101,141,392,524
Virginia,37,30,7,18.38,7.86,7,4,2449,2060,1486,1884,0.454,559,0.369,792,0.673,379,1312,484,193,150,362,594
Wagner,31,19,12,-3.83,-6.73,8,7,2217,2122,1250,1849,0.42,505,0.335,679,0.73,404,1221,356,195,200,395,634
Wake Forest,33,17,16,5.49,6.73,1,9,2300,2341,1324,1740,0.451,505,0.329,871,0.65,336,1143,440,181,132,410,636
Washington State,31,10,21,1.34,7.24,1,10,1934,2081,1250,1633,0.4,713,0.328,596,0.658,308,1016,325,159,89,355,565
Washington,32,17,15,6.26,6.45,3,8,2384,2390,1290,1871,0.446,552,0.339,695,0.758,354,1105,427,172,92,365,618
Weber State,31,19,12,-0.92,-4.23,5,9,2254,2061,1260,1541,0.475,566,0.392,767,0.741,265,1065,407,131,123,382,558
West Virginia,33,17,16,11.78,8.02,3,9,2546,2422,1330,1973,0.439,678,0.381,771,0.721,393,1176,432,206,99,323,684
Western Carolina,34,19,15,-6.75,-6.43,5,11,2524,2469,1381,2041,0.425,706,0.351,754,0.716,461,1226,415,248,165,413,759
Western Illinois,30,10,20,-7.55,-2.74,1,13,1838,1880,1210,1467,0.455,418,0.34,545,0.664,238,914,373,180,87,400,553
Western Kentucky,32,20,12,-1.47,-1.34,7,7,2196,2162,1295,1766,0.414,698,0.337,755,0.656,401,1171,361,165,78,434,608
Western Michigan,33,23,10,1.73,-1.45,6,7,2373,2235,1340,1684,0.463,593,0.329,856,0.724,323,1143,376,194,111,464,602
Wichita State,36,35,1,16.65,1.74,12,0,2706,2141,1445,1942,0.461,713,0.351,916,0.725,419,1381,491,247,184,374,611
William & Mary,32,20,12,-1.48,-2.29,8,6,2340,2281,1285,1676,0.476,705,0.399,667,0.694,250,994,447,177,104,331,519
Winthrop,33,20,13,-6.43,-6.56,5,10,2442,2355,1345,1843,0.445,686,0.397,741,0.713,333,1072,378,211,89,412,649
Wisconsin,38,30,8,19.69,10.19,8,3,2793,2432,1525,2019,0.459,790,0.376,861,0.746,337,1266,468,183,127,307,574
Wofford,33,20,13,-4.32,-5.95,8,8,2205,2054,1325,1804,0.448,544,0.36,592,0.664,352,1090,423,205,54,351,578
Wright State,36,21,15,0.21,-2.8,5,12,2419,2234,1440,1793,0.456,609,0.361,765,0.739,263,1061,493,254,110,480,708
Wyoming,33,18,15,4.4,2.34,3,11,2130,2035,1340,1533,0.472,538,0.351,689,0.716,171,953,412,155,124,346,553
Xavier,34,21,13,11.84,8.14,4,6,2442,2316,1370,1850,0.47,500,0.348,770,0.688,379,1213,497,196,97,421,674
Yale,33,19,14,-1.66,-1.28,9,10,2209,2182,1326,1725,0.418,532,0.329,853,0.694,398,1179,379,203,138,427,637
Youngstown State,32,15,17,-2.3,-1.26,2,13,2461,2370,1305,1822,0.459,712,0.35,735,0.735,297,1065,499,213,86,357,607
