school,gp,w,l,srs,sos,aw,al,tm_pts,opp_pts,mp,fga,fg_pct,tpa,tp_pct,fta,ft_pct,orb,trb,ast,stl,blk,to,pf
New Mexico,32,17,15,5.21,2.58,5,7,2432,2348,1285,1782,0.465,540,0.363,783,0.738,310,1173,462,180,130,489,657
New Orleans,30,10,20,-14.21,-8.17,3,14,2249,2325,1205,1820,0.419,480,0.338,816,0.688,422,1138,408,252,77,452,640
Niagara,32,7,25,-11.26,-3.86,1,14,2067,2304,1300,1821,0.404,589,0.282,620,0.695,384,1168,347,165,103,461,626
Nicholls State,34,11,23,-16.68,-5.23,1,17,2298,2598,1375,1875,0.42,694,0.305,782,0.655,315,1144,433,229,164,534,686
NJIT,35,20,15,-4.17,-4.56,8,9,2629,2587,1410,2045,0.445,865,0.354,679,0.738,330,1214,562,226,93,452,672
Norfolk State,34,17,17,-7.55,-6.73,7,10,2494,2494,1370,1919,0.424,697,0.347,808,0.775,376,1182,411,191,174,423,712
North Carolina-Asheville,34,22,12,1.1,-3.25,6,7,2552,2313,1370,1973,0.455,603,0.323,808,0.694,396,1278,422,312,112,444,587
North Carolina A&T,32,10,22,-16.78,-8.49,2,13,2169,2433,1305,1836,0.406,633,0.314,675,0.711,357,1148,339,162,77,439,718
North Carolina Central,32,13,19,-13,-10.03,3,12,2220,2235,1285,1805,0.432,575,0.348,697,0.663,395,1178,406,186,54,444,635
North Carolina-Greensboro,34,15,19,-6.01,-3.23,3,14,2469,2494,1370,1997,0.446,815,0.363,579,0.679,322,1167,440,208,86,407,675
North Carolina State,33,16,17,9.83,9.04,3,8,2482,2456,1330,1999,0.433,595,0.348,777,0.699,457,1306,383,149,141,366,558
North Carolina-Wilmington,33,25,8,6.25,0.35,8,5,2620,2379,1335,2039,0.455,677,0.34,760,0.703,397,1237,438,246,143,374,793
North Carolina,40,33,7,23.44,10.69,6,5,3311,2801,1600,2560,0.482,685,0.327,826,0.747,568,1624,708,269,177,431,718
North Dakota State,33,20,13,-0.93,-2.99,4,11,2271,2129,1325,1837,0.445,630,0.34,619,0.683,302,1149,347,198,117,348,523
North Dakota,33,17,16,-3.68,-4.91,4,9,2474,2366,1340,1926,0.455,565,0.359,761,0.682,293,1209,439,257,90,435,694
North Florida,34,22,12,-1.41,-3.92,7,9,2865,2704,1360,2065,0.484,1002,0.41,624,0.728,293,1168,559,177,172,383,551
North Texas,32,12,20,-9.83,-3.23,1,12,2386,2505,1285,1838,0.452,567,0.33,838,0.643,362,1158,362,210,98,443,685
Northeastern,33,18,15,1.6,1.35,8,7,2376,2339,1365,1808,0.439,770,0.371,704,0.716,295,1111,485,202,109,409,546
Northern Arizona,30,5,25,-18.29,-2.83,1,15,2054,2438,1225,1749,0.4,650,0.338,619,0.704,260,1002,372,185,60,389,563
Northern Colorado,31,10,21,-12.22,-4.01,3,10,2292,2482,1240,1726,0.452,545,0.372,727,0.728,327,1077,320,178,78,427,703
Northern Illinois,34,21,13,-0.46,-1.2,3,10,2463,2285,1370,1970,0.427,681,0.349,791,0.684,416,1331,472,250,118,430,687
Northern Iowa,36,23,13,8.78,4.44,6,8,2475,2303,1455,1864,0.455,796,0.374,633,0.757,195,1091,429,204,94,357,560
Northern Kentucky,30,9,21,-6.87,-0.69,2,13,2116,2233,1210,1719,0.439,656,0.357,545,0.683,281,1033,439,142,88,406,615
Northwestern State,28,8,20,-15.74,-5.66,2,13,2224,2413,1120,1688,0.456,578,0.358,623,0.766,286,919,433,174,90,407,560
Northwestern,32,20,12,10.16,4.12,5,6,2304,2111,1305,1859,0.45,776,0.358,528,0.667,342,1167,527,124,121,331,605
Notre Dame,36,24,12,14.1,9.57,5,5,2704,2541,1445,2042,0.476,700,0.374,671,0.742,381,1265,480,197,143,359,544
Oakland,35,23,12,6.3,-1.61,11,5,3023,2746,1405,2186,0.458,794,0.398,913,0.77,399,1373,545,215,116,399,667
Ohio State,35,21,14,9.39,7.08,4,6,2462,2381,1420,1995,0.439,655,0.334,718,0.684,379,1333,397,191,183,451,620
Ohio,35,23,12,1.9,-1.18,5,6,2746,2617,1410,1993,0.47,767,0.386,759,0.759,288,1251,487,157,128,414,632
Oklahoma State,32,12,20,8.18,8.81,1,9,2128,2148,1295,1709,0.423,625,0.328,654,0.729,310,1111,389,179,132,402,636
Oklahoma,37,29,8,19.76,11.14,7,5,2948,2629,1495,2225,0.458,906,0.422,734,0.722,407,1418,537,247,188,484,630
Old Dominion,38,25,13,4.66,-2.31,7,6,2604,2339,1530,2227,0.443,528,0.301,691,0.682,501,1474,505,221,150,346,687
Oral Roberts,31,14,17,-2.69,0.59,4,12,2356,2384,1245,1821,0.457,514,0.377,665,0.749,299,1101,384,162,133,373,563
Oregon State,32,19,13,10.39,9.26,4,7,2301,2244,1280,1843,0.44,587,0.371,687,0.671,337,1102,432,236,106,361,642
Oregon,38,31,7,18.05,8.64,5,5,2990,2614,1525,2230,0.467,758,0.343,906,0.715,442,1382,517,275,221,431,675
Pacific,28,8,20,-3.57,2.35,2,11,1948,2009,1140,1559,0.439,576,0.33,575,0.675,282,993,362,125,71,383,637
Penn State,32,16,16,3.17,6.95,3,8,2107,2228,1290,1799,0.407,665,0.317,621,0.696,333,1109,322,166,141,361,644
Pennsylvania,28,11,17,-6.18,-2.15,2,11,1911,2013,1130,1606,0.427,657,0.304,508,0.671,288,1001,381,146,75,373,513
Pepperdine,32,18,14,2.33,1.68,6,8,2349,2287,1300,1861,0.451,469,0.345,754,0.672,351,1182,457,187,93,357,595
Pittsburgh,33,21,12,15.47,8.75,3,6,2476,2220,1330,1919,0.458,589,0.346,686,0.752,417,1257,547,162,121,384,581
Portland State,31,13,18,-8.15,-5.94,4,11,2408,2409,1240,1904,0.477,519,0.322,645,0.659,329,1096,527,263,112,390,589
Portland,32,12,20,-2.21,0.56,3,9,2483,2552,1285,2012,0.431,787,0.367,633,0.724,369,1130,425,208,128,389,697
Prairie View,31,7,24,-17.43,-6.82,3,16,1873,2202,1240,1727,0.38,467,0.272,630,0.686,355,998,269,239,84,465,691
Presbyterian,31,11,20,-13.38,-4.98,3,11,2093,2259,1245,1743,0.433,502,0.295,615,0.711,298,1047,350,206,60,441,595
Princeton,29,22,7,7.17,-1.72,9,6,2294,1989,1175,1725,0.464,736,0.383,579,0.712,288,1069,431,206,104,330,503
Providence,35,24,11,11.94,8.46,7,4,2577,2455,1415,2093,0.421,776,0.321,781,0.725,402,1263,550,229,123,397,591
Purdue,35,26,9,20.17,7.46,5,5,2726,2281,1415,2042,0.47,731,0.367,723,0.744,400,1443,615,147,165,419,607
Quinnipiac,30,9,21,-10.38,-4.98,3,11,1969,2131,1215,1897,0.368,671,0.341,532,0.647,495,1299,377,146,141,459,611
Radford,31,16,15,-5.17,-3.45,7,7,2266,2248,1270,1885,0.448,658,0.343,541,0.651,408,1174,410,183,138,416,580
Rhode Island,32,17,15,7.92,3.29,3,9,2220,2072,1295,1762,0.444,584,0.365,662,0.669,335,1118,391,170,159,368,606
Rice,32,12,20,-8.8,-2.7,3,11,2427,2576,1285,1798,0.452,716,0.318,773,0.741,294,1052,419,205,89,419,562
Richmond,32,16,16,7.28,4.56,5,7,2450,2363,1295,1848,0.482,674,0.356,652,0.66,251,1021,531,210,74,327,610
Rider,33,13,20,-5,-3.6,4,12,2177,2223,1340,1803,0.427,647,0.315,638,0.682,330,1170,416,189,124,421,587
Robert Morris,32,10,22,-13.53,-7.75,5,14,2082,2267,1285,1780,0.416,645,0.276,633,0.667,303,1042,400,265,127,454,552
Rutgers,32,7,25,-7.06,6.43,0,11,2166,2571,1295,1878,0.418,503,0.32,640,0.68,314,1113,377,195,113,443,562
Sacramento State,31,14,17,-8.63,-5.32,3,11,2210,2237,1245,1784,0.443,618,0.338,627,0.671,302,1112,434,175,130,367,631
Sacred Heart,30,12,18,-13.01,-9.05,5,13,2217,2336,1210,1795,0.437,544,0.311,695,0.688,378,1128,363,190,77,442,625
Saint Francis (PA),30,13,17,-12.57,-9.06,5,11,2110,2181,1210,1700,0.421,607,0.359,662,0.695,349,1093,356,140,95,379,515
Saint Joseph's,36,28,8,12.1,4.93,10,2,2780,2522,1445,2153,0.453,767,0.327,806,0.716,359,1378,534,184,119,355,583
Saint Louis,32,11,21,-2.73,3.49,3,8,2106,2305,1290,1726,0.419,607,0.328,653,0.703,230,1045,426,175,66,436,646
Saint Mary's (CA),35,29,6,13.6,1.24,7,4,2576,2132,1400,1887,0.504,747,0.406,539,0.688,310,1225,583,169,119,335,539
Saint Peter's,30,14,16,-5,-4.3,5,10,1966,1987,1210,1660,0.422,560,0.327,582,0.658,322,1102,357,164,96,392,528
Sam Houston State,34,18,16,-6.06,-6.5,6,9,2551,2427,1370,2013,0.435,775,0.341,767,0.698,380,1261,575,188,57,400,742
Samford,33,14,19,-5.94,-4.49,5,11,2440,2442,1345,1857,0.455,548,0.323,798,0.718,345,1143,435,226,113,455,691
San Diego State,38,28,10,11.89,4.33,9,2,2605,2303,1530,2100,0.421,687,0.323,892,0.687,453,1475,405,210,207,467,648
San Diego,30,9,21,-7.78,1.42,1,11,1822,2074,1200,1614,0.39,673,0.285,559,0.662,289,995,328,139,118,410,640
San Francisco,30,15,15,-2.92,-0.68,5,7,2329,2362,1220,1839,0.439,659,0.354,708,0.678,389,1181,371,162,88,379,619
San Jose State,31,9,22,-5.79,1.35,1,13,2186,2290,1245,1783,0.424,690,0.307,701,0.659,327,1130,449,186,120,430,687
Santa Clara,31,11,20,-4.67,1.86,3,9,2083,2272,1265,1741,0.41,675,0.344,592,0.718,279,1047,383,134,83,350,613
Savannah State,32,16,16,-15.39,-8.59,2,12,1992,2167,1285,1685,0.396,647,0.315,686,0.659,297,1022,330,201,84,473,632
Seattle,32,15,17,-9.62,-5.02,3,8,2074,2140,1285,1732,0.424,550,0.358,612,0.665,365,1174,415,193,51,505,584
Seton Hall,34,25,9,14.66,8.28,7,4,2522,2305,1365,1999,0.446,594,0.347,808,0.658,438,1355,455,251,155,469,636
Siena,34,21,13,1.73,-3.19,7,9,2659,2492,1385,1992,0.466,585,0.368,812,0.722,455,1362,492,210,155,546,714
South Alabama,33,14,19,-8.18,-2.02,4,11,2284,2426,1345,1917,0.409,660,0.323,747,0.673,390,1228,350,221,132,483,664
South Carolina State,34,19,15,-9.99,-8.24,6,12,2485,2485,1360,1955,0.453,589,0.341,716,0.718,342,1145,432,156,94,400,656
South Carolina Upstate,32,10,22,-13.78,-4.39,3,12,2315,2495,1290,1914,0.449,640,0.341,590,0.639,413,1228,484,175,106,449,623
South Carolina,34,25,9,12.01,5.83,5,5,2583,2357,1370,2040,0.432,614,0.352,883,0.683,472,1372,461,230,151,464,672
South Dakota State,34,26,8,5.44,-1.22,8,7,2591,2316,1360,1950,0.45,715,0.357,783,0.743,381,1279,381,169,84,399,670
South Dakota,32,14,18,-5.58,-0.88,5,10,2443,2537,1305,1954,0.467,565,0.356,596,0.701,289,1077,492,209,113,388,662
South Florida,33,8,25,-2.85,5.24,3,9,2085,2352,1320,1852,0.418,465,0.286,612,0.66,413,1271,331,150,176,485,588
Southeast Missouri State,29,5,24,-16.05,-3.43,2,14,1944,2252,1165,1710,0.409,513,0.3,612,0.641,326,1022,358,218,46,402,514
Southeastern Louisiana,33,12,21,-13.61,-7.55,2,15,2344,2489,1325,1833,0.453,648,0.372,694,0.635,336,1140,472,211,89,504,688
Southern California,34,21,13,13.52,7.64,3,7,2737,2537,1380,2138,0.459,688,0.387,750,0.676,401,1337,504,215,181,415,590
SIU Edwardsville,28,6,22,-10.78,-2.6,3,11,1839,2068,1130,1591,0.398,519,0.304,587,0.704,339,1001,303,138,112,377,619
Southern Illinois,32,22,10,2.79,-1.3,9,4,2360,2229,1290,1827,0.453,618,0.343,718,0.685,357,1135,371,232,63,438,685
Southern Methodist,30,25,5,18.42,4.56,7,4,2319,1903,1200,1727,0.497,462,0.42,584,0.7,396,1183,528,182,137,372,472
Southern Mississippi,29,8,21,-10.58,-3.66,2,12,1866,2045,1180,1496,0.409,721,0.356,540,0.713,228,920,353,156,63,388,543
Southern Utah,30,6,24,-17.36,-4.22,3,13,2119,2429,1210,1682,0.439,577,0.364,607,0.71,238,926,356,170,86,381,621
Southern,35,22,13,-7.68,-9.37,6,10,2534,2406,1400,2046,0.444,610,0.346,754,0.67,365,1258,381,258,123,391,680
St. Bonaventure,31,22,9,6.55,1.87,8,5,2409,2264,1250,1826,0.445,687,0.373,684,0.773,345,1102,418,184,132,357,602
St. Francis (NY),32,15,17,-11.24,-9.24,6,11,2095,2131,1290,1787,0.397,776,0.309,652,0.667,390,1185,370,191,161,442,600
St. John's (NY),32,8,24,-1.9,7.94,0,10,2174,2472,1280,1864,0.406,633,0.325,714,0.636,346,1142,413,202,175,491,680
Stanford,30,15,15,8.06,10.41,2,8,2088,2111,1210,1653,0.426,538,0.32,742,0.685,328,1030,350,203,94,355,600
Stephen F. Austin,34,28,6,9.23,-5.47,9,4,2728,2153,1360,2032,0.478,741,0.363,701,0.735,405,1188,635,310,122,411,700
Stetson,34,12,22,-10.78,-4.35,5,13,2729,2807,1390,2124,0.453,773,0.365,725,0.721,328,1213,519,215,83,418,614
Stony Brook,33,26,7,3.75,-5.28,11,5,2515,2115,1325,1992,0.468,598,0.368,637,0.673,425,1312,541,204,150,379,523
Syracuse,37,23,14,14.62,9.75,3,7,2589,2409,1495,2080,0.425,876,0.36,736,0.688,445,1319,493,300,162,440,598
Temple,33,21,12,7.69,6.57,8,4,2267,2230,1345,2021,0.407,757,0.337,538,0.684,371,1225,445,173,103,305,535
Tennessee-Martin,35,20,15,-5.57,-4.72,8,10,2554,2494,1420,2000,0.444,789,0.347,711,0.709,371,1279,425,203,70,426,609
Tennessee State,31,20,11,-1.81,-5.3,7,7,2273,2134,1260,1760,0.452,517,0.335,734,0.695,353,1149,328,250,113,426,639
Tennessee Tech,31,19,12,-3.21,-3.66,5,9,2416,2340,1245,1730,0.458,731,0.364,762,0.743,291,1102,442,159,119,383,600
Tennessee,34,15,19,7.8,7.86,1,11,2554,2556,1360,2116,0.421,767,0.327,721,0.725,428,1292,459,180,156,380,662
Texas A&M-Corpus Christi,33,25,8,-3.18,-5.44,10,6,2428,2308,1320,1918,0.437,631,0.341,728,0.738,373,1159,421,306,149,419,700
Texas A&M,37,28,9,18.45,8.45,5,5,2828,2458,1500,2208,0.449,824,0.341,841,0.672,460,1461,612,260,133,434,668
Texas-Arlington,35,24,11,5.02,-3.42,10,8,2762,2417,1415,2249,0.425,942,0.326,780,0.696,520,1530,590,261,99,482,730
Texas Christian,33,12,21,4.07,8.62,1,10,2209,2359,1320,1810,0.406,558,0.335,826,0.671,355,1111,382,213,126,478,675
Texas-El Paso,33,19,14,-3.81,-4.93,2,9,2554,2471,1335,1926,0.465,618,0.361,809,0.666,299,1197,512,197,116,417,672
Texas-Rio Grande Valley,30,8,22,-17.88,-4.25,1,13,1993,2330,1200,1712,0.418,633,0.335,520,0.671,258,1004,459,143,91,374,536
Texas-San Antonio,32,5,27,-16.36,-3.36,1,14,2317,2698,1290,1915,0.416,691,0.318,719,0.702,327,1086,366,206,80,435,701
Texas Southern,33,18,15,-4.64,-6.94,7,13,2403,2327,1320,1853,0.458,657,0.338,769,0.631,408,1249,469,146,101,434,505
Texas State,31,15,16,-5.36,-4.29,4,11,2046,1993,1250,1692,0.43,459,0.325,658,0.673,336,1063,366,189,96,370,576
Texas Tech,32,19,13,12.41,10.25,3,7,2305,2236,1295,1754,0.448,534,0.346,741,0.742,326,1086,418,190,134,385,589
Texas,33,20,13,14.8,11.71,5,5,2355,2253,1330,1884,0.432,681,0.341,743,0.666,363,1139,377,167,144,341,688
Toledo,32,17,15,2.96,-2.36,6,8,2482,2286,1280,1881,0.46,722,0.364,655,0.747,306,1161,523,167,63,373,552
Towson,33,20,13,-0.06,-1.57,7,6,2358,2227,1330,1888,0.426,574,0.317,840,0.674,472,1295,371,203,155,401,677
Troy,31,9,22,-9.21,-2.07,4,10,2145,2329,1250,1817,0.407,675,0.308,713,0.641,349,1132,349,185,88,376,582
Tulane,34,12,22,-0.85,3.79,2,10,2240,2398,1390,2021,0.397,719,0.3,621,0.676,415,1268,372,218,131,451,649
Tulsa,32,20,12,9.79,5.76,6,5,2356,2227,1290,1849,0.444,671,0.326,731,0.677,323,1123,435,216,88,346,563
UCLA,32,15,17,10.48,9.69,3,7,2480,2455,1295,2016,0.454,551,0.363,651,0.691,393,1266,502,175,110,392,595
Utah State,31,16,15,2.68,2.06,5,8,2274,2217,1240,1779,0.451,695,0.37,597,0.692,319,1108,454,171,81,373,546
Utah Valley,30,12,18,-9.58,-3.58,5,9,2280,2360,1210,1833,0.428,729,0.351,628,0.723,276,1100,435,176,95,399,627
Utah,36,27,9,15.5,8.79,5,5,2778,2502,1460,2000,0.489,746,0.366,764,0.721,347,1335,557,199,149,451,549
Valparaiso,37,30,7,10.71,0.02,12,4,2782,2323,1490,2178,0.443,829,0.359,769,0.723,468,1533,526,246,175,479,731
Vanderbilt,33,19,14,17.2,8.68,3,9,2506,2225,1330,1879,0.456,714,0.382,747,0.695,313,1273,487,139,182,386,632
Vermont,37,23,14,-1.51,-4.73,9,10,2774,2611,1480,2051,0.481,666,0.383,772,0.709,343,1321,495,212,161,490,719
Villanova,40,35,5,24.08,9.71,10,2,3118,2543,1605,2247,0.483,959,0.362,766,0.782,351,1385,637,282,136,440,681
Virginia Commonwealth,36,25,11,13.83,4.35,7,4,2781,2440,1450,2238,0.451,745,0.352,721,0.692,435,1347,515,309,135,405,706
VMI,30,9,21,-12.96,-3.15,1,14,2081,2264,1205,1770,0.412,783,0.336,498,0.723,290,996,330,184,126,397,586
Virginia Tech,35,20,15,9.93,7.53,4,7,2624,2540,1425,1953,0.449,575,0.348,964,0.697,371,1230,426,188,125,447,673
Virginia,37,29,8,22.04,11.12,5,6,2626,2222,1485,1964,0.491,557,0.402,630,0.752,323,1189,551,199,119,345,596
Wagner,34,23,11,-4.79,-9.52,10,7,2389,2209,1365,2019,0.424,617,0.329,665,0.713,474,1348,451,237,136,454,743
Wake Forest,31,11,20,5.53,10.53,3,9,2295,2450,1250,1804,0.44,618,0.316,779,0.66,377,1186,434,184,138,451,649
Washington State,31,9,22,0.5,7.97,0,10,2187,2394,1260,1760,0.457,530,0.347,551,0.713,247,1048,419,155,134,440,615
Washington,34,19,15,11.21,8.12,3,7,2853,2748,1385,2264,0.426,752,0.331,932,0.725,473,1360,488,258,222,470,813
Weber State,35,26,9,0.18,-5.13,6,7,2662,2344,1420,1885,0.482,785,0.371,821,0.676,300,1296,477,175,119,462,611
West Virginia,35,26,9,21.61,9.78,7,4,2749,2335,1410,2102,0.449,643,0.325,972,0.673,558,1380,510,343,93,498,819
Western Carolina,34,16,18,-4.98,-1.53,3,15,2479,2490,1385,1993,0.427,730,0.332,760,0.704,404,1241,427,275,110,485,705
Western Illinois,27,10,17,-6.2,-1.32,3,11,1904,1914,1080,1521,0.444,490,0.388,502,0.721,233,948,361,163,89,332,555
Western Kentucky,34,18,16,-1.29,-0.89,3,9,2620,2586,1385,1970,0.47,643,0.362,768,0.699,405,1311,463,151,139,450,610
Western Michigan,32,13,19,-2.07,0.06,2,12,2342,2352,1310,1824,0.431,569,0.346,805,0.712,359,1190,382,183,80,401,633
Wichita State,35,26,9,17.39,4.24,9,3,2535,2066,1410,2023,0.429,771,0.324,768,0.717,407,1305,489,255,125,346,705
William & Mary,31,20,11,5.57,1.3,7,7,2384,2205,1250,1755,0.48,652,0.37,636,0.719,258,1141,501,170,132,331,512
Winthrop,32,23,9,-1.42,-5.7,7,7,2631,2429,1280,1869,0.476,768,0.371,756,0.749,291,1160,378,174,175,403,602
Wisconsin,35,22,13,13.4,9.4,6,5,2373,2233,1410,1917,0.426,656,0.349,728,0.703,398,1228,400,205,114,386,588
Wofford,32,15,17,-3.75,-2.35,4,14,2296,2295,1295,1725,0.447,662,0.408,645,0.75,274,1013,470,163,56,379,608
Wright State,35,22,13,0.18,-1.76,5,9,2399,2303,1405,1916,0.447,687,0.373,621,0.694,232,1094,478,193,75,397,770
Wyoming,32,14,18,0.09,2.19,4,8,2294,2302,1295,1626,0.443,857,0.372,747,0.716,181,989,392,132,84,358,594
Xavier,34,28,6,18.58,8.43,8,3,2737,2392,1360,2054,0.452,702,0.363,857,0.73,436,1387,548,246,101,429,678
Yale,30,23,7,9.08,-1.03,9,6,2248,1914,1205,1693,0.47,523,0.363,699,0.67,407,1208,452,170,137,398,530
Youngstown State,32,11,21,-10.86,-0.86,3,11,2437,2682,1305,2021,0.43,704,0.365,619,0.711,283,1081,467,219,80,387,571
