school,gp,w,l,srs,sos,aw,al,tm_pts,opp_pts,mp,fga,fg_pct,tpa,tp_pct,fta,ft_pct,orb,trb,ast,stl,blk,to,pf
New Mexico,31,17,14,3.04,2.07,5,7,2283,2253,1245,1693,0.46,444,0.327,780,0.746,274,1071,419,189,109,403,611
New Orleans,32,20,12,-4.1,-5.34,7,8,2331,2215,1300,1755,0.473,438,0.317,749,0.71,386,1140,500,252,97,534,562
Niagara,33,10,23,-8.34,-4.37,3,13,2448,2579,1335,2035,0.416,667,0.366,683,0.75,389,1260,416,172,152,428,604
Nicholls State,31,14,17,-14.57,-5.23,4,14,2316,2464,1255,1804,0.427,805,0.345,671,0.739,303,1020,430,234,190,451,599
NJIT,31,11,20,-10.12,-4.22,2,15,2253,2320,1245,1857,0.423,775,0.333,599,0.703,343,1134,395,203,89,418,599
Norfolk State,34,17,17,-12.07,-8.57,5,12,2374,2430,1380,1949,0.424,663,0.339,727,0.681,365,1307,375,173,180,502,705
North Carolina-Asheville,33,23,10,0.84,-5.61,10,8,2544,2261,1345,1908,0.476,670,0.394,681,0.681,281,1096,512,306,64,384,553
North Carolina A&T,32,3,29,-23.07,-9.61,0,18,2056,2435,1300,1716,0.424,610,0.328,587,0.681,351,1102,352,144,69,466,629
North Carolina Central,34,25,9,-3.18,-12.12,11,6,2542,2159,1360,2005,0.454,761,0.335,684,0.683,397,1313,480,209,112,406,587
North Carolina-Greensboro,35,25,10,-0.1,-2.63,8,5,2628,2424,1400,2043,0.464,807,0.382,603,0.706,405,1243,525,245,133,474,638
North Carolina State,32,15,17,6.09,8.09,2,8,2483,2547,1290,1898,0.468,635,0.356,687,0.7,329,1161,457,162,140,428,582
North Carolina-Wilmington,35,29,6,8.06,-0.55,11,3,2967,2624,1405,2231,0.48,917,0.366,708,0.691,422,1261,564,234,115,363,699
North Carolina,40,33,7,24.84,11.76,6,5,3377,2824,1605,2633,0.466,798,0.355,916,0.701,630,1748,722,283,139,473,711
North Dakota State,30,19,11,-1.31,-2.63,7,7,2244,2146,1215,1693,0.458,630,0.368,650,0.711,258,1047,365,183,111,348,501
North Dakota,32,22,10,-1.83,-5.45,7,6,2578,2357,1300,1919,0.483,585,0.39,698,0.713,297,1146,487,251,93,419,672
North Florida,34,15,19,-7.78,-1.65,4,13,2637,2674,1360,2025,0.457,841,0.351,748,0.655,423,1321,447,185,143,542,639
North Texas,30,8,22,-11.14,-3.32,1,11,2075,2258,1205,1747,0.424,582,0.32,633,0.646,300,1075,338,199,95,410,567
Northeastern,31,15,16,-0.78,-0.91,7,10,2234,2230,1255,1682,0.456,728,0.367,636,0.681,264,1039,414,170,112,390,522
Northern Arizona,32,9,23,-13.92,-5.95,2,12,2217,2436,1285,1892,0.406,746,0.32,644,0.683,382,1218,440,142,63,465,590
Northern Colorado,29,11,18,-9.27,-4.2,4,11,2075,2167,1170,1666,0.439,732,0.347,590,0.605,310,1075,392,147,64,407,563
Northern Illinois,32,15,17,-3.29,-2.05,6,9,2310,2261,1310,1891,0.438,516,0.312,728,0.677,400,1211,347,226,80,429,618
Northern Iowa,30,14,16,1.29,5.22,3,9,1854,1931,1215,1559,0.399,702,0.326,520,0.733,182,878,298,197,84,342,464
Northern Kentucky,35,24,11,-0.17,-2.84,8,7,2659,2507,1400,2037,0.456,859,0.349,740,0.68,391,1319,486,200,98,468,622
Northwestern State,29,13,16,-12.03,-6.07,5,10,2204,2301,1170,1698,0.442,555,0.366,723,0.69,337,1049,405,196,77,439,568
Northwestern,36,24,12,14.02,8.43,5,5,2558,2357,1440,2094,0.436,747,0.343,637,0.747,386,1304,540,190,175,383,691
Notre Dame,36,26,10,17.81,9.78,5,4,2783,2494,1445,2139,0.458,869,0.384,611,0.8,334,1212,566,255,134,341,533
Oakland,34,25,9,4.22,-3,11,3,2699,2419,1365,2057,0.455,738,0.335,765,0.761,353,1324,576,266,170,462,592
Ohio State,32,17,15,10.31,7.28,4,7,2329,2232,1285,1786,0.463,592,0.356,680,0.682,324,1191,434,166,121,423,562
Ohio,31,20,11,3.9,-2.56,7,6,2387,2166,1240,1837,0.455,742,0.384,626,0.69,284,1141,415,182,88,388,550
Oklahoma State,33,20,13,19.19,12.22,7,5,2828,2589,1320,2050,0.467,732,0.402,786,0.789,454,1215,486,252,99,432,730
Oklahoma,31,11,20,11.42,12.62,1,9,2262,2299,1265,1863,0.423,558,0.344,685,0.721,361,1173,328,213,147,428,602
Old Dominion,31,19,12,1.94,-1.35,7,5,1998,1896,1250,1765,0.412,485,0.324,602,0.643,412,1190,422,196,142,348,566
Oral Roberts,30,8,22,-5.51,1.24,1,13,2252,2398,1210,1819,0.445,588,0.367,548,0.759,278,1034,423,162,88,360,534
Oregon State,32,5,27,-4.59,5.89,0,13,2021,2321,1285,1686,0.428,586,0.346,569,0.661,290,1038,380,177,118,491,611
Oregon,39,33,6,20.8,8.38,7,3,3076,2565,1565,2270,0.481,880,0.38,787,0.712,412,1431,614,253,248,454,614
Pacific,33,11,22,-4.57,2.09,2,12,2206,2371,1325,1939,0.404,560,0.33,671,0.675,385,1225,396,140,63,386,690
Penn State,33,15,18,7.9,8.9,3,7,2367,2400,1345,1989,0.415,679,0.339,654,0.745,330,1166,449,224,184,430,596
Pennsylvania,28,13,15,-0.65,-1.5,7,8,1928,1904,1125,1603,0.443,690,0.339,417,0.657,267,972,401,181,100,358,501
Pepperdine,31,9,22,-10,1.87,1,12,2140,2490,1240,1811,0.446,482,0.369,543,0.641,295,1033,420,157,84,389,531
Pittsburgh,33,16,17,9.25,11.06,2,8,2404,2464,1340,1825,0.442,728,0.361,719,0.733,314,1158,473,127,112,396,548
Portland State,31,15,16,-7.06,-6.63,4,12,2645,2535,1280,1991,0.482,697,0.341,743,0.658,322,1064,491,307,81,376,590
Portland,33,11,22,-5.81,2.32,2,9,2215,2383,1335,1793,0.423,573,0.373,655,0.74,278,1098,325,163,112,424,581
Prairie View,33,13,20,-14.54,-8.48,3,17,2276,2419,1330,1839,0.428,678,0.35,659,0.703,292,1019,404,273,121,436,700
Presbyterian,30,5,25,-23.63,-5.95,0,17,1836,2245,1205,1618,0.412,523,0.346,468,0.686,300,979,364,143,72,451,519
Princeton,30,23,7,6.57,-1.84,10,4,2149,1843,1205,1716,0.45,789,0.378,416,0.738,247,1003,426,200,93,298,482
Providence,33,20,13,11.24,7.84,4,7,2319,2207,1325,1795,0.448,645,0.371,683,0.691,294,1101,471,218,98,412,569
Purdue,35,27,8,20.13,8.79,6,4,2790,2393,1415,2044,0.479,782,0.403,680,0.757,344,1322,640,181,87,455,552
Quinnipiac,31,10,21,-9.86,-3.22,3,10,2377,2583,1250,2008,0.422,700,0.326,663,0.683,432,1223,447,178,111,448,607
Radford,32,14,18,-11.34,-4.58,4,11,2090,2247,1300,1802,0.413,715,0.345,530,0.666,396,1219,393,153,114,470,550
Rhode Island,35,25,10,12.88,4.62,7,5,2577,2288,1405,2019,0.454,653,0.332,791,0.668,409,1301,467,227,206,389,725
Rice,35,23,12,0.51,-4.16,9,5,2853,2650,1415,2048,0.462,840,0.388,858,0.74,353,1331,484,221,129,524,669
Richmond,35,22,13,5.45,3.28,8,6,2596,2520,1410,1993,0.471,793,0.342,630,0.713,236,1078,592,232,67,399,634
Rider,33,18,15,-5.34,-5.28,9,9,2498,2500,1325,2034,0.446,539,0.332,752,0.672,421,1331,466,219,119,481,650
Robert Morris,33,14,19,-8.56,-5.13,6,12,2125,2238,1325,1818,0.4,574,0.319,750,0.648,363,1139,348,261,80,497,671
Rutgers,33,15,18,3.69,6.22,3,10,2163,2215,1325,1967,0.411,502,0.303,631,0.623,480,1319,360,217,153,437,584
Sacramento State,31,13,18,-10.69,-5.58,4,10,2204,2303,1260,1759,0.459,506,0.316,657,0.651,306,1100,408,145,135,360,568
Sacred Heart,32,13,19,-10.95,-7.52,6,10,2326,2436,1305,1882,0.442,597,0.335,659,0.701,361,1194,459,217,86,516,617
Saint Francis (PA),34,17,17,-8.13,-7.65,9,11,2577,2533,1375,2021,0.467,709,0.391,598,0.692,342,1243,472,225,136,491,551
Saint Joseph's,31,11,20,0.14,3.69,4,9,2155,2265,1250,1808,0.418,537,0.324,725,0.65,351,1132,352,150,106,371,547
Saint Louis,33,12,21,-6.09,1.85,1,10,2026,2288,1330,1733,0.404,672,0.342,597,0.663,279,1093,423,164,95,441,639
Saint Mary's (CA),34,29,5,16.75,2.19,10,1,2449,1954,1360,1797,0.496,744,0.394,499,0.745,324,1205,563,143,110,365,512
Saint Peter's,36,23,13,1.6,-3.6,11,7,2376,2189,1450,1891,0.436,755,0.381,625,0.701,297,1182,440,251,106,398,571
Sam Houston State,34,21,13,-7.55,-6.35,5,9,2526,2424,1365,2055,0.437,671,0.316,755,0.686,401,1283,507,239,93,466,758
Samford,36,20,16,-1.87,-3.7,8,9,2834,2733,1490,2038,0.469,707,0.395,868,0.743,345,1300,581,222,88,493,678
San Diego State,33,19,14,6.88,1.47,3,9,2260,2064,1325,1878,0.416,736,0.317,663,0.698,350,1199,360,227,164,387,572
San Diego,31,13,18,-5.78,0.92,6,7,2025,2210,1265,1636,0.407,741,0.348,603,0.721,254,1028,376,121,54,379,600
San Francisco,33,20,13,3.8,0.42,5,7,2362,2222,1320,1934,0.449,855,0.35,514,0.636,314,1187,428,220,92,415,639
San Jose State,30,14,16,-2.84,1.74,5,8,2195,2245,1205,1750,0.441,574,0.348,643,0.701,267,1015,417,190,124,377,589
Santa Clara,33,17,16,2.69,2.03,5,7,2204,2158,1340,1784,0.436,832,0.382,451,0.732,203,980,464,170,65,341,617
Savannah State,29,13,16,-16.04,-8.44,6,10,2485,2665,1165,2030,0.41,1182,0.332,659,0.648,358,1169,501,226,94,431,571
Seattle,30,13,17,-8.36,-3.95,3,9,2091,2141,1225,1646,0.433,756,0.344,573,0.707,223,1011,476,199,62,436,568
Seton Hall,33,21,12,12.1,9.25,4,6,2417,2323,1335,1949,0.447,598,0.338,733,0.643,439,1311,405,228,82,449,613
Siena,34,17,17,-2,-2.23,5,12,2549,2541,1365,1989,0.452,568,0.327,795,0.711,430,1284,460,199,140,476,664
South Alabama,32,14,18,-6.57,-2.9,4,10,2286,2322,1300,1859,0.427,702,0.318,725,0.655,333,1108,408,240,119,419,653
South Carolina State,31,11,20,-18.37,-6.61,4,14,2167,2486,1250,1849,0.431,578,0.32,564,0.691,320,991,380,154,64,383,594
South Carolina Upstate,33,17,16,-7.64,-5.23,7,8,2575,2530,1335,2042,0.458,821,0.346,638,0.657,396,1279,508,179,104,421,545
South Carolina,37,26,11,17.52,10.16,6,5,2707,2414,1505,2197,0.421,733,0.338,874,0.699,464,1346,468,288,142,480,751
South Dakota State,35,18,17,-2.3,-0.66,3,12,2683,2697,1415,1938,0.455,883,0.36,782,0.771,316,1229,459,180,83,453,584
South Dakota,34,22,12,-0.42,-2.08,7,7,2639,2513,1365,2044,0.444,657,0.341,852,0.705,355,1268,415,231,115,402,657
South Florida,30,7,23,-7.28,2.39,1,11,1945,2235,1205,1684,0.425,503,0.346,516,0.657,328,1053,365,183,115,489,579
Southeast Missouri State,33,15,18,-5.89,-4.28,4,11,2460,2464,1330,1897,0.449,716,0.367,664,0.742,289,1024,454,248,63,410,644
Southeastern Louisiana,32,16,16,-7.36,-8.13,5,12,2268,2182,1280,1770,0.45,593,0.363,675,0.683,384,1154,455,218,106,512,619
Southern California,36,26,10,11.48,6.4,6,5,2816,2633,1445,2139,0.456,782,0.362,787,0.741,387,1286,550,252,190,398,571
SIU Edwardsville,30,6,24,-12.25,-3.29,2,13,2044,2282,1210,1686,0.407,486,0.292,780,0.677,353,1073,305,142,85,436,657
Southern Illinois,33,17,16,1.09,2.65,5,9,2260,2289,1340,1866,0.433,554,0.316,674,0.696,348,1114,375,225,128,398,594
Southern Methodist,35,30,5,18.71,4.45,8,3,2599,2100,1400,1934,0.473,705,0.406,696,0.697,416,1335,566,200,117,377,506
Southern Mississippi,31,9,22,-13.4,-2.78,1,12,1952,2239,1260,1728,0.399,655,0.305,526,0.707,258,1058,376,145,64,405,527
Southern Utah,33,6,27,-15.58,-5.39,2,14,2559,2814,1335,2004,0.407,815,0.357,861,0.741,383,1218,381,185,107,452,803
Southern,33,15,18,-14.48,-11.68,4,13,2360,2401,1325,1887,0.437,510,0.32,786,0.696,405,1247,384,184,121,453,635
St. Bonaventure,32,20,12,5.95,1.48,5,5,2459,2316,1290,1864,0.443,577,0.348,791,0.769,369,1153,423,230,138,401,668
St. Francis (NY),31,4,27,-19.24,-6.54,0,16,1921,2284,1250,1871,0.347,792,0.279,616,0.649,390,1078,287,208,89,379,672
St. John's (NY),33,14,19,6.45,8.39,4,9,2534,2598,1320,2000,0.433,763,0.364,722,0.726,337,1137,446,224,197,433,688
Stanford,31,14,17,6.39,8.59,1,10,2162,2204,1245,1753,0.44,490,0.32,676,0.682,316,1067,421,211,79,399,604
Stephen F. Austin,33,18,15,-7.01,-5.75,4,10,2289,2271,1330,1754,0.446,605,0.319,735,0.721,378,1147,409,223,100,578,716
Stetson,32,11,21,-14.21,-5.45,4,13,2471,2654,1285,2007,0.441,770,0.339,665,0.659,274,1128,436,155,71,362,608
Stony Brook,32,18,14,-4.71,-5.05,7,8,2215,2204,1280,1878,0.404,764,0.327,617,0.721,358,1108,391,174,102,325,622
Syracuse,34,19,15,13.7,8.47,2,8,2594,2416,1370,1950,0.458,791,0.379,685,0.739,363,1183,532,275,159,418,542
Temple,32,16,16,4.84,5.09,4,8,2269,2277,1295,1916,0.422,807,0.356,506,0.723,320,1096,464,208,128,365,584
Tennessee-Martin,35,22,13,-4.7,-4.34,7,10,2693,2630,1415,2066,0.468,812,0.353,689,0.688,453,1312,555,228,123,528,606
Tennessee State,30,17,13,-1.57,-2.96,8,7,2134,2032,1220,1680,0.443,502,0.339,688,0.692,366,1117,339,201,102,452,633
Tennessee Tech,32,12,20,-7.6,-4.17,5,11,2317,2340,1300,1860,0.422,742,0.325,715,0.708,356,1144,435,213,115,434,675
Tennessee,32,16,16,11.28,10.18,4,7,2383,2335,1285,1903,0.422,579,0.326,807,0.729,388,1206,441,175,146,399,670
Texas A&M-Corpus Christi,36,24,12,-2.97,-5.79,7,9,2715,2574,1455,2071,0.47,588,0.332,792,0.722,368,1227,486,337,142,485,703
Texas A&M,31,16,15,10.36,7.97,3,7,2176,2102,1240,1754,0.458,574,0.329,584,0.649,401,1193,489,186,173,439,511
Texas-Arlington,36,27,9,5.92,-0.87,12,7,2818,2516,1440,2168,0.461,920,0.337,749,0.681,430,1384,566,266,81,472,691
Texas Christian,39,24,15,15.64,10.95,4,8,2914,2718,1570,2284,0.466,790,0.354,738,0.686,453,1404,661,256,175,504,676
Texas-El Paso,32,15,17,-3.13,-2.51,5,6,2217,2202,1300,1731,0.469,517,0.348,624,0.662,235,1101,463,172,99,427,618
Texas-Rio Grande Valley,32,10,22,-11.44,-3.68,1,14,2505,2665,1305,2050,0.424,821,0.336,685,0.717,382,1180,484,246,82,507,780
Texas-San Antonio,33,14,19,-7.42,-3.03,2,15,2178,2291,1320,1959,0.393,608,0.283,703,0.666,425,1293,357,183,62,418,642
Texas Southern,35,23,12,-6.41,-7.81,11,11,2593,2544,1410,2015,0.43,693,0.296,893,0.735,401,1228,409,250,111,407,607
Texas State,36,22,14,-2.23,-4.29,5,9,2407,2256,1455,1933,0.447,657,0.33,696,0.661,345,1211,526,237,160,423,642
Texas Tech,32,18,14,14.11,7.86,1,9,2346,2146,1300,1776,0.47,577,0.367,633,0.733,299,1050,427,169,98,354,562
Texas,33,11,22,10.99,12.75,0,11,2215,2273,1320,1846,0.439,619,0.292,637,0.65,323,1133,376,190,149,443,588
Toledo,34,17,17,1.16,-0.9,4,10,2675,2567,1410,1966,0.48,724,0.362,755,0.695,339,1274,551,135,92,447,574
Towson,33,20,13,1.84,-1.28,6,8,2447,2285,1335,1900,0.447,499,0.311,868,0.682,445,1305,348,226,118,426,686
Troy,37,22,15,-0.47,-3.36,6,10,2889,2667,1485,2153,0.456,867,0.359,847,0.725,409,1362,484,221,129,462,654
Tulane,31,6,25,-3.98,4.25,2,10,2179,2434,1255,1856,0.405,683,0.324,636,0.717,349,1062,398,192,119,420,646
Tulsa,32,15,17,2.45,5.29,3,9,2158,2249,1285,1673,0.419,683,0.343,716,0.729,311,1112,362,145,80,473,579
UCLA,36,31,5,20.67,6.39,8,2,3233,2719,1440,2320,0.522,872,0.406,622,0.738,343,1386,771,212,191,404,583
Utah State,32,15,17,2.9,2.46,3,8,2337,2248,1285,1779,0.465,646,0.379,624,0.699,256,1144,492,159,92,391,605
Utah Valley,34,17,17,-1.22,-2.44,8,11,2615,2479,1385,2028,0.437,937,0.32,767,0.708,306,1350,530,216,123,522,667
Utah,32,20,12,12.45,4.32,5,6,2511,2180,1290,1856,0.504,609,0.353,622,0.682,321,1217,476,195,113,431,539
Valparaiso,33,24,9,3.94,-1.59,7,6,2465,2274,1330,1912,0.444,670,0.324,712,0.775,351,1251,422,211,96,425,621
Vanderbilt,35,19,16,13.69,10.72,5,6,2489,2385,1405,1896,0.43,921,0.376,660,0.777,286,1208,450,147,133,430,581
Vermont,35,29,6,6.67,-3.27,11,3,2571,2174,1400,1909,0.494,621,0.369,651,0.7,326,1192,476,199,151,392,555
Villanova,36,32,4,23.8,9.28,9,2,2779,2256,1440,1948,0.495,843,0.369,681,0.79,316,1208,505,259,109,402,515
Virginia Commonwealth,35,26,9,11.57,3.77,7,4,2616,2343,1420,2050,0.461,602,0.331,747,0.705,386,1275,525,263,138,435,728
VMI,30,6,24,-13.91,-1.8,1,14,2057,2346,1200,1778,0.412,786,0.316,500,0.69,306,992,356,188,114,395,594
Virginia Tech,33,22,11,12.77,8.38,4,6,2610,2465,1330,1813,0.489,720,0.403,741,0.737,240,1068,497,131,91,398,543
Virginia,34,23,11,20.63,10.93,7,5,2246,1916,1380,1823,0.46,602,0.385,474,0.709,297,1119,473,190,138,324,556
Wagner,30,16,14,-7.13,-7.89,8,7,2047,1973,1215,1700,0.428,552,0.332,593,0.691,434,1184,326,146,108,422,616
Wake Forest,33,19,14,14.19,9.8,5,8,2733,2588,1320,1955,0.472,697,0.385,795,0.779,349,1199,512,183,121,389,668
Washington State,31,13,18,0.13,6.87,2,7,2179,2376,1245,1739,0.461,574,0.364,487,0.756,199,993,453,130,85,389,502
Washington,31,9,22,2.15,6.82,1,11,2368,2513,1245,1949,0.448,639,0.354,602,0.654,401,1161,408,187,171,425,628
Weber State,34,20,14,-2.32,-5.13,7,8,2714,2505,1380,1866,0.487,749,0.417,788,0.741,221,1103,443,176,117,380,596
West Virginia,37,28,9,24.45,9.67,6,4,3014,2467,1505,2333,0.454,759,0.362,907,0.685,534,1387,607,371,176,455,756
Western Carolina,32,9,23,-15.3,-0.7,3,13,1965,2347,1280,1843,0.39,592,0.307,528,0.653,397,1158,363,198,75,516,661
Western Illinois,28,8,20,-11,-2.38,3,11,2012,2151,1145,1633,0.435,654,0.388,475,0.707,184,968,375,130,124,358,546
Western Kentucky,32,15,17,-5.8,-2.89,4,12,2209,2302,1280,1767,0.44,606,0.353,657,0.671,302,1119,397,143,105,388,475
Western Michigan,32,16,16,-0.78,-0.55,3,9,2417,2408,1285,1915,0.451,563,0.371,685,0.704,370,1155,414,183,91,399,600
Wichita State,36,31,5,21.24,2.96,9,1,2916,2246,1440,2114,0.469,769,0.403,848,0.733,433,1472,586,235,140,406,676
William & Mary,31,17,14,-0.14,-0.73,3,12,2534,2411,1250,1808,0.491,740,0.382,689,0.692,271,1123,543,167,152,388,566
Winthrop,33,26,7,1.34,-6.12,12,3,2615,2322,1350,1957,0.455,839,0.373,725,0.717,316,1224,423,216,169,430,605
Wisconsin,37,27,10,19.4,9.4,5,5,2678,2308,1500,2135,0.455,788,0.359,703,0.644,460,1377,504,250,130,411,602
Wofford,33,16,17,-0.71,-1.08,4,10,2593,2479,1350,1926,0.467,771,0.403,619,0.779,323,1105,552,185,71,405,614
Wright State,32,20,12,-1.02,-2.42,8,7,2465,2317,1290,1819,0.449,749,0.381,715,0.764,326,1136,472,181,75,474,594
Wyoming,38,23,15,2.83,0.55,3,10,2961,2833,1545,2265,0.435,1055,0.35,849,0.73,322,1446,561,195,172,502,783
Xavier,38,24,14,14.8,11.51,4,8,2836,2711,1525,2148,0.457,776,0.344,881,0.689,451,1417,559,228,100,478,708
Yale,29,18,11,0.21,-2.19,7,7,2151,2028,1165,1644,0.468,582,0.357,553,0.732,301,1056,452,162,123,377,454
Youngstown State,34,13,21,-9.75,-2.56,3,12,2616,2801,1390,2230,0.44,750,0.333,601,0.672,355,1246,513,187,107,406,566
