school,opp_mp,opp_fga,opp_fg_pct,opp_tpa,opp_tp_pct,opp_fta,opp_ft_pct,opp_orb,opp_trb,opp_ast,opp_stl,opp_blk,opp_to,opp_pf
Toledo,1330,2026,0.411,707,0.317,538,0.684,327,1160,342,214,90,366,552
Towson,1310,1792,0.436,827,0.354,590,0.744,287,1022,466,175,75,327,527
Troy,1210,1775,0.448,674,0.375,569,0.701,323,1070,389,183,59,375,501
Tulane,1240,1959,0.441,759,0.336,619,0.682,357,1195,447,231,108,335,566
Tulsa,1290,1934,0.41,851,0.328,587,0.692,356,1180,442,215,100,395,626
UCLA,1335,2165,0.424,897,0.347,598,0.702,364,1219,555,232,111,368,646
Utah State,1410,2008,0.393,800,0.353,682,0.714,293,1096,403,215,120,432,684
Utah Valley,1400,2087,0.425,755,0.35,605,0.717,319,1124,462,255,96,410,690
Utah,1245,1805,0.458,657,0.356,586,0.722,287,1001,395,183,123,309,579
Valparaiso,1335,1822,0.432,645,0.332,564,0.704,286,1079,399,226,95,420,555
Vanderbilt,1285,1884,0.433,671,0.349,627,0.716,335,1136,385,209,114,362,597
Vermont,1370,1834,0.419,693,0.346,503,0.73,241,1050,353,187,94,439,657
Villanova,1455,2012,0.436,799,0.343,567,0.7,334,1190,492,188,83,414,656
Virginia Commonwealth,1330,1822,0.387,604,0.285,667,0.69,374,1171,358,212,87,535,640
VMI,1290,1987,0.475,782,0.371,618,0.71,307,1243,492,193,120,410,546
Virginia Tech,1410,1856,0.408,927,0.327,489,0.722,307,1058,428,176,107,491,575
Virginia,1535,1995,0.385,848,0.289,524,0.666,323,1132,334,189,103,407,592
Wagner,1205,1533,0.43,635,0.348,712,0.709,273,1009,358,177,87,398,544
Wake Forest,1250,1788,0.464,721,0.341,630,0.695,288,1074,470,220,137,345,602
Washington State,1280,1967,0.471,820,0.362,558,0.656,334,1155,493,233,82,393,542
Washington,1445,1958,0.416,691,0.334,665,0.71,418,1245,477,217,89,587,657
Weber State,1330,2090,0.428,684,0.314,642,0.699,333,1228,404,190,92,388,624
West Virginia,1460,2109,0.459,763,0.362,801,0.719,362,1261,486,298,133,484,766
Western Carolina,1295,1883,0.48,720,0.335,760,0.676,279,1033,420,281,133,337,610
Western Illinois,1245,1872,0.442,717,0.385,504,0.675,283,1149,385,181,89,331,468
Western Kentucky,1380,2040,0.419,832,0.345,522,0.686,348,1177,445,201,124,439,617
Western Michigan,1300,1964,0.447,759,0.366,581,0.697,322,1128,444,253,108,353,593
Wichita State,1485,2082,0.415,776,0.33,808,0.693,349,1303,430,191,147,449,624
William & Mary,1265,1862,0.458,682,0.374,559,0.762,276,1061,413,209,85,339,518
Winthrop,1210,1945,0.433,792,0.336,571,0.715,295,1073,402,220,95,349,553
Wisconsin,1385,1950,0.397,682,0.315,503,0.668,327,1207,352,176,138,387,591
Wofford,1410,1924,0.425,773,0.321,585,0.703,271,1029,397,191,88,482,542
Wright State,1405,1906,0.454,726,0.362,534,0.697,283,1122,385,190,125,485,655
Wyoming,1285,1880,0.444,766,0.345,649,0.735,317,1218,474,218,88,388,607
Xavier,1420,2081,0.432,879,0.356,519,0.699,340,1120,500,240,110,370,607
Yale,1215,1890,0.412,719,0.31,577,0.73,285,1029,381,209,93,338,513
Youngstown State,1305,1898,0.464,732,0.342,703,0.734,316,1137,451,188,107,390,502
