school,opp_mp,opp_fga,opp_fg_pct,opp_tpa,opp_tp_pct,opp_fta,opp_ft_pct,opp_orb,opp_trb,opp_ast,opp_stl,opp_blk,opp_to,opp_pf
Troy,1330,1993,0.434,748,0.341,607,0.697,354,1202,406,209,84,386,575
Tulane,1250,1828,0.446,623,0.345,632,0.714,330,1111,385,214,91,374,571
Tulsa,1255,1888,0.42,821,0.343,478,0.688,350,1085,442,197,117,382,625
UCLA,1350,2105,0.423,829,0.346,625,0.701,347,1195,451,201,81,351,630
Utah State,1365,1932,0.449,726,0.36,631,0.743,300,1143,452,218,97,411,609
Utah Valley,1365,2047,0.413,721,0.32,554,0.699,329,1073,495,251,107,419,648
Utah,1410,2043,0.419,786,0.336,589,0.716,360,1211,406,212,105,415,679
Valparaiso,1280,1739,0.421,611,0.314,741,0.71,309,1075,406,201,88,450,606
Vanderbilt,1290,1806,0.466,562,0.374,660,0.721,293,1065,393,155,133,316,572
Vermont,1400,1928,0.438,726,0.342,478,0.713,255,1007,417,195,110,386,698
Villanova,1615,2401,0.428,858,0.317,641,0.747,378,1306,532,193,105,512,698
Virginia Commonwealth,1335,1992,0.45,736,0.351,585,0.715,318,1155,470,230,87,425,552
VMI,1200,1729,0.444,727,0.34,602,0.719,312,1141,417,213,94,410,469
Virginia Tech,1335,1965,0.43,842,0.347,577,0.697,346,1130,460,174,124,433,572
Virginia,1365,1703,0.38,694,0.31,447,0.732,280,1048,308,130,87,432,510
Wagner,1325,1774,0.412,649,0.357,816,0.689,331,1112,380,186,125,479,675
Wake Forest,1240,1751,0.44,702,0.377,683,0.732,296,1064,440,202,112,380,548
Washington State,1250,1897,0.465,759,0.349,541,0.706,340,1129,453,188,92,354,501
Washington,1375,1983,0.447,704,0.335,682,0.692,392,1200,533,207,113,513,656
Weber State,1255,1851,0.429,601,0.331,587,0.695,298,1070,381,183,73,369,567
West Virginia,1485,1962,0.426,758,0.38,866,0.712,375,1268,462,204,148,612,695
Western Carolina,1280,1824,0.46,790,0.357,636,0.722,344,1191,489,250,124,490,548
Western Illinois,1135,1701,0.425,665,0.356,467,0.698,255,991,349,180,65,319,454
Western Kentucky,1525,2304,0.429,846,0.356,545,0.725,403,1275,523,199,125,488,734
Western Michigan,1285,1803,0.454,780,0.372,585,0.723,287,1096,424,166,94,440,576
Wichita State,1330,1922,0.421,776,0.363,639,0.726,271,1005,356,200,111,379,658
William & Mary,1255,1907,0.487,717,0.363,596,0.696,276,1002,469,199,94,332,523
Winthrop,1240,1847,0.418,689,0.332,598,0.746,311,1070,347,229,88,425,592
Wisconsin,1325,1740,0.459,528,0.35,526,0.753,271,1023,378,175,122,386,611
Wofford,1360,1857,0.449,803,0.357,616,0.734,282,1088,474,210,81,438,535
Wright State,1410,1965,0.415,775,0.346,573,0.71,303,1178,420,204,102,531,702
Wyoming,1365,2022,0.444,700,0.371,752,0.719,315,1288,461,203,79,483,708
Xavier,1415,2192,0.431,902,0.334,562,0.76,296,1095,492,238,127,400,731
Yale,1250,1793,0.46,631,0.339,589,0.723,277,1061,428,214,80,397,539
Youngstown State,1290,1852,0.509,642,0.402,724,0.695,294,1122,524,225,145,497,565
