school,opp_mp,opp_fga,opp_fg_pct,opp_tpa,opp_tp_pct,opp_fta,opp_ft_pct,opp_orb,opp_trb,opp_ast,opp_stl,opp_blk,opp_to,opp_pf
Tulane,1265,1615,0.447,477,0.331,584,0.654,289,1023,365,190,132,414,563
Tulsa,1370,1835,0.393,709,0.337,581,0.656,345,1177,383,179,119,439,659
UCLA,1450,2054,0.416,790,0.356,664,0.696,371,1233,499,228,120,438,650
Utah State,1255,1782,0.403,637,0.297,523,0.662,393,1158,412,190,77,337,521
Utah Valley,1200,1562,0.431,540,0.337,555,0.712,283,998,347,205,107,334,523
Utah,1405,1832,0.384,537,0.315,617,0.684,342,1040,307,195,109,408,686
Valparaiso,1365,1802,0.382,688,0.331,589,0.705,323,1040,388,228,110,415,621
Vanderbilt,1420,1941,0.406,637,0.339,662,0.692,409,1119,388,233,102,407,670
Vermont,1370,1757,0.386,519,0.304,701,0.708,335,1077,323,231,124,439,658
Villanova,1450,1964,0.406,632,0.305,597,0.68,392,1163,430,196,96,508,702
Virginia Commonwealth,1475,1892,0.434,664,0.345,716,0.691,367,1319,467,210,124,577,672
VMI,1220,1845,0.473,455,0.338,772,0.684,367,1262,407,238,128,505,549
Virginia Tech,1330,1844,0.439,718,0.351,623,0.669,406,1188,459,173,148,403,546
Virginia,1370,1697,0.367,621,0.308,486,0.646,280,969,308,171,94,359,555
Wagner,1220,1542,0.468,530,0.377,816,0.691,287,1022,410,209,141,424,579
Wake Forest,1295,1834,0.45,645,0.338,645,0.681,296,1100,429,260,127,379,626
Washington State,1255,1850,0.468,548,0.374,630,0.692,324,1110,417,187,93,299,594
Washington,1245,1816,0.421,535,0.331,575,0.692,375,1101,366,187,96,346,553
Weber State,1210,1680,0.448,467,0.358,516,0.713,303,994,356,194,87,334,579
West Virginia,1410,1626,0.469,523,0.365,903,0.69,312,1169,406,200,146,678,783
Western Carolina,1305,1681,0.425,685,0.355,858,0.714,374,1120,396,246,116,462,616
Western Illinois,1125,1578,0.442,518,0.349,577,0.704,269,1054,353,172,93,326,465
Western Kentucky,1295,1817,0.421,639,0.327,606,0.677,339,1126,392,204,108,429,605
Western Michigan,1375,1827,0.443,747,0.353,653,0.72,333,1090,430,202,101,427,679
Wichita State,1410,1721,0.402,531,0.352,634,0.692,304,1077,314,142,116,464,638
William & Mary,1330,1838,0.429,700,0.347,561,0.69,334,1076,435,228,79,376,564
Winthrop,1300,1817,0.408,612,0.324,686,0.695,376,1143,337,194,111,434,581
Wisconsin,1610,2092,0.428,538,0.375,469,0.71,297,1106,358,163,84,378,723
Wofford,1400,1763,0.418,559,0.309,629,0.703,300,1089,317,184,114,445,651
Wright State,1250,1602,0.451,528,0.354,648,0.735,295,1060,393,172,107,404,498
Wyoming,1430,1775,0.403,630,0.348,462,0.703,298,1052,350,187,79,377,645
Xavier,1505,2035,0.435,756,0.345,678,0.677,345,1145,485,245,133,464,740
Yale,1300,1679,0.416,552,0.31,538,0.677,298,956,343,196,100,389,625
Youngstown State,1290,1858,0.454,651,0.369,667,0.702,371,1173,470,196,117,392,574
