school,opp_mp,opp_fga,opp_fg_pct,opp_tpa,opp_tp_pct,opp_fta,opp_ft_pct,opp_orb,opp_trb,opp_ast,opp_stl,opp_blk,opp_to,opp_pf
Troy,1250,1859,0.442,666,0.354,641,0.704,356,1202,442,199,111,389,630
Tulane,1390,1950,0.433,601,0.353,718,0.691,369,1264,409,240,119,442,598
Tulsa,1290,1819,0.416,672,0.359,629,0.75,347,1185,385,169,107,450,650
UCLA,1295,2002,0.43,757,0.354,677,0.69,381,1188,462,213,98,372,619
Utah State,1240,1800,0.442,663,0.344,575,0.694,315,1070,435,190,96,353,558
Utah Valley,1210,1902,0.447,562,0.326,685,0.693,341,1205,440,192,93,385,569
Utah,1460,2226,0.419,726,0.371,506,0.725,371,1173,395,238,129,378,711
Valparaiso,1490,2061,0.384,683,0.329,784,0.656,347,1208,395,215,135,475,716
Vanderbilt,1330,2033,0.386,622,0.294,700,0.677,396,1235,343,185,101,323,650
Vermont,1480,2124,0.426,709,0.362,791,0.69,368,1223,464,251,132,431,725
Villanova,1605,2247,0.403,840,0.339,674,0.662,418,1322,510,232,87,552,757
Virginia Commonwealth,1450,1980,0.44,599,0.337,728,0.679,342,1242,457,205,144,535,641
VMI,1205,1716,0.448,615,0.364,693,0.724,339,1163,375,205,92,390,508
Virginia Tech,1425,2099,0.432,778,0.314,703,0.688,400,1251,462,200,183,444,773
Virginia,1485,1849,0.42,677,0.347,617,0.702,287,1047,370,199,83,428,617
Wagner,1365,1789,0.412,605,0.326,789,0.682,331,1117,382,190,113,481,629
Wake Forest,1250,1923,0.44,626,0.334,742,0.737,367,1142,390,247,121,339,652
Washington State,1260,1886,0.443,586,0.358,699,0.732,333,1107,380,210,95,333,524
Washington,1385,2175,0.43,638,0.331,969,0.686,490,1438,433,205,131,550,786
Weber State,1420,2113,0.416,576,0.351,571,0.669,336,1170,358,201,57,382,731
West Virginia,1410,1713,0.424,622,0.331,948,0.714,305,1078,371,244,128,624,812
Western Carolina,1385,1903,0.433,712,0.34,843,0.712,375,1230,439,235,130,510,699
Western Illinois,1080,1508,0.429,475,0.371,621,0.715,251,943,318,170,76,303,488
Western Kentucky,1385,2091,0.454,742,0.377,617,0.661,363,1128,493,219,98,365,652
Western Michigan,1310,1824,0.441,754,0.35,690,0.696,286,1097,430,187,116,388,683
Wichita State,1410,1705,0.387,626,0.324,769,0.709,276,1154,315,163,106,539,715
William & Mary,1250,1895,0.421,769,0.326,516,0.694,319,1075,403,182,108,330,598
Winthrop,1280,2051,0.424,669,0.338,651,0.711,407,1202,366,196,102,375,653
Wisconsin,1410,1862,0.426,539,0.373,627,0.708,314,1121,369,190,116,420,698
Wofford,1295,1699,0.486,502,0.353,682,0.683,254,1005,379,192,100,370,607
Wright State,1405,1768,0.421,627,0.329,846,0.717,294,1215,373,176,114,488,622
Wyoming,1295,1826,0.431,682,0.35,701,0.698,340,1181,371,186,71,346,709
Xavier,1360,2010,0.415,814,0.311,675,0.698,334,1138,456,206,119,474,774
Yale,1205,1654,0.41,564,0.324,537,0.698,256,881,339,202,107,364,641
Youngstown State,1305,2094,0.47,756,0.339,661,0.693,396,1336,557,209,107,407,560
