school,opp_mp,opp_fga,opp_fg_pct,opp_tpa,opp_tp_pct,opp_fta,opp_ft_pct,opp_orb,opp_trb,opp_ast,opp_stl,opp_blk,opp_to,opp_pf
Towson,1290,1795,0.41,774,0.323,546,0.738,293,1012,392,153,88,348,551
Troy,1250,1762,0.447,701,0.34,663,0.7,319,1166,440,208,115,452,552
Tulane,1210,1689,0.454,732,0.34,500,0.694,309,1164,482,156,95,484,545
Tulsa,1260,1735,0.398,800,0.299,491,0.713,311,1063,369,224,107,455,589
UCLA,1250,1656,0.429,627,0.375,583,0.727,260,961,337,178,94,403,577
Utah State,1375,1987,0.392,841,0.314,515,0.697,278,1062,379,227,108,420,654
Utah Valley,1210,1785,0.424,533,0.323,598,0.744,285,1075,362,185,111,377,576
Utah,1220,1808,0.438,634,0.352,413,0.731,293,1005,397,198,116,367,574
Valparaiso,1420,1998,0.454,694,0.362,618,0.691,323,1248,472,221,91,496,563
Vanderbilt,1250,1760,0.466,585,0.347,636,0.736,303,1122,412,176,122,430,625
Vermont,1280,1718,0.378,705,0.316,517,0.712,260,1040,330,183,80,413,554
Villanova,1245,1822,0.43,579,0.325,430,0.702,271,1060,373,176,98,355,503
Virginia Commonwealth,1245,1661,0.423,578,0.337,596,0.706,315,1123,369,206,98,527,526
VMI,1340,1855,0.432,740,0.32,704,0.72,323,1187,434,189,93,428,494
Virginia Tech,1270,1796,0.415,775,0.319,459,0.682,276,1145,397,129,99,374,436
Virginia,1215,1553,0.369,662,0.293,336,0.688,237,916,271,199,82,352,417
Wagner,1175,1580,0.459,655,0.385,717,0.706,277,1009,439,196,94,382,506
Wake Forest,1220,1804,0.435,644,0.332,648,0.704,289,1057,391,222,108,329,613
Washington State,1250,1769,0.452,563,0.32,557,0.688,276,1155,363,181,116,469,574
Washington,1250,1862,0.381,710,0.31,573,0.717,383,1110,424,208,62,425,578
Weber State,1250,1881,0.449,638,0.353,424,0.715,284,1071,443,191,79,367,506
West Virginia,1245,1677,0.391,629,0.288,621,0.715,299,1003,312,227,104,484,666
Western Carolina,1250,1906,0.434,781,0.311,581,0.719,287,1030,377,206,108,387,615
Western Illinois,1050,1582,0.479,557,0.373,540,0.748,219,998,318,128,70,300,409
Western Kentucky,1225,1879,0.441,720,0.3,392,0.735,335,1081,390,166,90,409,553
Western Michigan,1255,1853,0.434,698,0.328,572,0.687,323,1137,375,195,93,360,602
Wichita State,1250,1713,0.391,603,0.302,657,0.696,268,1072,314,193,124,443,575
William & Mary,1280,1905,0.426,673,0.348,493,0.714,269,1019,364,212,90,316,526
Winthrop,1375,1909,0.436,729,0.322,793,0.668,295,1127,421,219,111,497,693
Wisconsin,1245,1747,0.41,568,0.331,442,0.69,280,1070,342,154,92,339,518
Wofford,1375,1868,0.439,806,0.331,591,0.711,264,1054,415,207,82,421,540
Wright State,1255,1966,0.414,649,0.302,519,0.711,359,1140,328,197,87,439,624
Wyoming,1335,1837,0.433,764,0.33,671,0.694,318,1265,399,198,84,424,580
Xavier,1265,1845,0.407,671,0.304,532,0.724,319,1092,369,219,104,406,561
Yale,1240,1774,0.397,718,0.309,449,0.722,237,961,358,202,90,364,521
Youngstown State,1335,1951,0.438,646,0.344,600,0.698,347,1160,420,187,110,398,569
